id,paragraph
1,"Inflation, as measured by the consumer price index, depends on expected future inflation and real marginal cost, the same two factors that appeared in the closedeconomy inflation adjustment equation. The di¤erence in the open economy is that given real marginal cost, inflation in the consumer price index can be a¤ected by current and expected future changes in the terms of trade. A rise in the terms of trade ðdt dt1 > 0Þ implies an increase in the relative price of foreign goods. Because foreign goods prices are included in the consumer price index (see (9.70)), a rise in their relative prices increases consumer price inflation. An expected future rise in the terms of trade reduces current consumer price inflation because for a given Etpc tþ1, this rise in the terms of trade must imply a fall in expected future domestic goods inflation and therefore a fall in current domestic goods inflation."
2,"The Foreign Country To keep the analysis simple, it was assumed that the foreign country is large relative to the home country. This is taken to mean that it is unnecessary to distinguish between consumer price inflation and domestic inflation in the foreign country and that domestic output and consumption are equal. Trade does take place, however, and so goods produced in the home country are sold to domestic residents and to foreigners. Let ch t be the foreign country’s consumption of the domestically produced good (as a percentage deviation from the steady state). The foreign country’s demand for the home country’s output depends on the terms of trade. Assuming that foreign households have the same preferences as those of the home country (so the demand elasticity is the same), Ch t 1⁄4 gDa t Y f t ; or ch t 1⁄4 adt þ y f t ; ð9:85Þ where y f t is foreign income (in terms of the percent deviation from the steady state). The Euler condition for foreign country households implies y t 1⁄4 Ety tþ1 1 s ði f t Etp tþ1Þ; or r t 1 i t Etp tþ1 1⁄4 sðEty tþ1 y t Þ: ð9:86Þ"
3,"Equilibrium Conditions The conditions for each market that need to be satisfied in equilibrium can now be collected. Equilibrium requires that domestic production equal the consumption of the domestically produced good. Since the domestic good is consumed by both domestic residents and by residents of the rest of the world, equilibrium requires that Yt 1⁄4 ð1 gÞ Ph t Pc t a Ct þ g Ph t StP t a Y t : Using the earlier result that Ct 1⁄4 Q1=s t C t 1⁄4 Q1=s t Y t to eliminate Y t , and employing the definition of the real exchange rate as Qt 1⁄4 StP t =Pc t , the goods market equilibrium condition can be written as Yt 1⁄4 Ph t Pc t a 1⁄2ð1 gÞ þ gQa1=s t Ct: Taking a first-order linear approximation of this equation around the steady state yields25 yt 1⁄4 ct þ gw s dt; ð9:87Þ where w 1⁄4 as þ ðas 1Þð1 g)."
4,"Since c t 1⁄4 y t , and from (9.79) and (9.80), ct 1⁄4 c t þ 1 s dt, (9.87) can be written as yt 1⁄4 ct þ gw s dt 1⁄4 c t þ 1 g s þ gw s dt 1⁄4 y t þ 1 sg dt; ð9:88Þ where sg 1 s=1⁄21 gð1 w). These results can be used in the Euler condition (9.73) to obtain the small-openeconomy version of the expectational IS relations. Starting with the Euler condition, use (9.87) to replace consumption with yt gw s dt, yielding yt 1⁄4 Ety tþ1 1 s ðit Etpc tþ1 rÞ gw s ðEtdtþ1 dtÞ: Because Etpc tþ1 1⁄4 Etph tþ1 þ gEtDdtþ1 (see (9.75)), yt 1⁄4 Ety tþ1 1 s ðit Etph tþ1 rÞ þ g s ð1 wÞðEtdtþ1 dt):"
5,"Equation (9.88) implies ðEtdtþ1 dtÞ 1⁄4 sg1⁄2Etðytþ1 ytÞðEty tþ1 y t Þ, and using this expression to eliminate the expected change in the terms of trade from the Euler condition yields yt 1⁄4 Ety tþ1 1 sg ðit Etph tþ1 rÞ; ð9:89Þ where r 1 r sggð1 wÞðEty tþ1 y t Þ: Equation (9.89) is the small-open-economy equivalent to the closed-economy expectational IS curve. There are two primary di¤erences between the open- and closed-economy versions of this relationship. First, the elasticity of demand with respect to the real interest rate is no longer equal to the elasticity of intertemporal substitution, 1=s. Instead, it equals 1=sg 1⁄4 1⁄21 gð1 wÞ=s. From the definition of w, sg 1⁄4 s 1 g2 1⁄21 as; which depends on the openness of the economy through g (the larger g is, the smaller the share of home-produced goods in the consumption bundle of domestic residents) and a, the price elasticity of demand for home-produced and foreign-produced goods."
6,"Inflation Adjustment To determine the rate of inflation of domestically produced goods, (9.82) and (9.83) imply ph t 1⁄4 bEtph tþ1 þ kðwt ph t etÞ: The real consumption wage is wt pc t , and this is related to the real product wage wt ph t by the terms of trade: pc t 1⁄4 ph t þ gdt. Since households equate the real consumption wage to the marginal rate of substitution between leisure and consumption, (9.66) implies that hnt þ sct 1⁄4 wt pc t 1⁄4 wt ph t gdt: Hence, real marginal cost is wt ph t et 1⁄4 hnt þ sct þ gdt et. Now use (9.87) and (9.88) to eliminate consumption and the terms of trade to obtain an expression for real marginal cost solely in terms of domestic output and foreign variables: ph t 1⁄4 bEtph tþ1 þ k1⁄2ðh þ sgÞyt ðs sgÞy t ð1 þ hÞet; or ph t 1⁄4 bEtph tþ1 þ kðh þ sgÞðyt y~tÞ; ð9:90Þ where y~t 1 1⁄2ðs sgÞy t ð1 þ hÞet=ðh þ sg). Notice that because r and y~t depend only on exogenous shocks or foreign variables, (9.89) and (9.90) constitute a two-equation model for domestic output and inflation once a specification for monetary policy in terms of the nominal rate of interest has been added."
7,"Clarida, Galı ́, and Gertler (2002) relaxed the assumption that the foreign country is large and examined the role of policy coordination. To carry out this examination, assume that both countries are subject to nominal price rigidities. In this case, (9.88) is modified to x~t 1⁄4 x~f t þ 1 sg ~dt; where ~dt, x~t and x~f t are defined as gaps relative to the outcome when prices are flexible in both countries. Using this equation to derive real marginal cost, Clarida, Galı ́, and Gertler found that ph t 1⁄4 bEtph tþ1 þ kx~t þ kx~f t for domestic goods inflation in the home country, with inflation in the foreign country satisfying a similar equation. The spillover e¤ect of the output gap on inflation in the other country gives rise, in general, to gains from policy coordination."
8,"The small-open-economy model consisting of (9.89) and (9.90) is identical in form to the closed-economy new Keynesian model of chapter 8. Output satisfies an Euler condition with the real interest rate defined in terms of domestically produced goods, and inflation of domestically produced goods is forward-looking and depends on an output gap measure. The parameters in these relationships di¤er from those in the close-economy model because they depend on factors related to the openness of the economy. To further draw the parallel with the closed-economy model, define the output gap as xt 1 yt y~t: ð9:91Þ Then rewrite (9.89) and (9.90) as xt 1⁄4 Etxtþ1 1 sg ðit Etph tþ1 r~tÞ ð9:92Þ ph t 1⁄4 bEtph tþ1 þ kðh þ sgÞxt; ð9:93Þ where r~t 1⁄4 r þ sgEtðy~tþ1 y~tÞ: ð9:94Þ"
9,"Thus, the small-open-economy model has been reduced to a form that exactly parallels that of the closed-economy model if one can show that the output gap xt 1⁄4 yt y~t is the gap between output and the flexible-price equilibrium price. That is, one needs to show that with flexible prices, y~t is the equilibrium output. The flexible-price equilibrium output is defined as the output level consistent with real marginal cost equaling its constant steady-state value. Since mct 1⁄4 ðh þ sgÞyt þ ðs sgÞy t ð1 þ hÞet; it follows that the flexible-price output is y flex t 1⁄4 ðsg sÞy t þ ð1 þ hÞet h þ sg; which is the definition assigned earlier to y~t. Hence, xt is the flexible-price output gap, just as it was in the closed-economy new Keynesian model."
10,"Equations (9.93) and (9.92) are, as Clarida, Galı ́, and Gertler (2001; 2002) emphasized, isomorphic to the closed-economy new Keynesian model. The parallel is exact if the central bank’s objective can be represented as minimizing a quadratic form of the output gap as defined in (9.91) and the inflation rate of domestically produced goods ph t . In this case, the central bank’s policy involves minimizing Et Xy i1⁄40 bi 1⁄2ðph tþi Þ 2 þ lx2 tþi subject to (9.93) and (9.92). This is exactly equivalent to the closed-economy policy problem studied in chapter 8, and so all the conclusions about policy reached there would apply without modification to the small open economy."
