id,paragraph
1,"atio of the marginal utility of leisure to the marginal utility of consumption. A positive realization of jt implies a rise in expected inflation when money growth is positively serially correlated ðru > 0Þ; this reduces holdings of real money balances ðmÞ, and with F 1⁄4 2 < b, lowers the marginal utility of consumption, and causes the agent to substitute toward leisure. As a consequence, labor supply and output fall. If F > b, higher expected inflation (and therefore lower real money balances) would raise the marginal utility of consumption and lead to a decrease in leisure demand; labor supply and output would rise in this case."
2,"2.6 Summary Assuming that holdings of real money balances yield direct utility is a means of ensuring a positive demand for money so that, in equilibrium, money is held and has value. This assumption is clearly a shortcut; it does not address the issue of why money yields utility or why certain pieces of paper that we call money yield utility but other pieces of paper presumably do not. The Sidrauski model, because it assumes that agents act systematically to maximize utility, allows welfare comparisons to be made. The model can be used to assess the welfare costs of inflation and to determine the optimal rate of inflation. Friedman’s conclusion that the optimal inflation rate is the rate that produces a zero nominal rate of interest is quite robust (see chapter 4)."
3,"Finally, by developing a linear approximation to the basic money-in-the-utility function model (augmented to include a labor supply choice), it was shown how the e¤ects of variations in the growth rate of the money supply on the short-run dynamic adjustment of the economy depended on the e¤ect of money holdings on the marginal utility of consumption and leisure."
4,"In the text, the intensive production function was defined as f kss nss 1⁄4 kss nss a : Then yss=nss 1⁄4 fðkss=nssÞ, css 1⁄4 yss dkss 1⁄4 1⁄2f dðkss=nssÞnss 1⁄4 fnss. Section 2.5.2 also made use of the fact that since y 1⁄4 f 1⁄4 fn, fn 1⁄4 f ðkss=nssÞf0 ."
5,"2.7 Appendix: Solving the MIU Model 77 = 1 + yss 1 + pss mss; one obtains pss = yss, and this then means 1 + rss = 1 + iss 1 + pss ) 1 + i ss = (1 + rss)(1 + pss) = 1 + yss b ; or iss = (1 + yss b)/b. The first-order condition for money holdings then becomes um(css; mss; 1 nss) lss = mss css b = iss 1 + i ss = a 1 a 1 + yss b 1 + yss ; or mss css = a 1 a 1 + yss b 1 + yss 1/b :"
6,"From the first-order condition for the household’s choice of hours and the definition of the marginal utility of consumption, ul(css; mss; 1 nss) lss = C(1 nss) h a1⁄2aðcssÞ 1b + (1 a)(mss) 1b (bF)/(1b) (css) b = (1 a) yss nss : This can be rewritten as C(1 nss) h a a + (1 a) mss css 1b h (bF)/(1b) (css) F = (1 a) yss kss kss nss : Rearranging, and using the earlier results, nss satisfies (1 nss) h (nss) F = H C ; (2:77) where H = (1 a) yss kss a a + (1 a) mss css 1b"
7,2.7 Appendix: Solving the MIU Model 78 = (1 a) a 1 b 1 + d a ! (Fa)/(1a) a + (1 a) 1 + yss b 1 + yss (1b)/b
8,The next step is to obtain the linear approximation for each equilibrium condition of the model so that the dynamic behavior as the economy fluctuates around the steady state can be studied.
9,"2.7.1 The Linear Approximation Three basic rules are employed in deriving the linear approximations (see Uhlig 1999). First, for two variables u and w, uw = uss(1 + u^ )wss(1 + w^ )Ausswss(1 + u^ + w^ ): (2:78) That is, assume that product terms like u^w^ are approximately equal to zero. Second, ua = (uss) a (1 + u^ ) aA(uss) a (1 + au^ ); (2:79) which can be obtained as a repeated application of the first rule. Furthermore, ln u = ln uss(1 + u^ ) = ln uss + ln(1 + u^ )Aln uss + u^ : (2:80) Finally, since variables such as interest rates and inflation rates are already expressed in percentages, it seems natural to write them as absolute deviations from steady state. So, for example, ^rt 1 rt rss. Assuming interest rates and inflation rates are small, (2.80) permits approximating the log deviation of (1 + rt) around the steady state by ln(1 + rt) ln(1 + rss)Art rss = ^rt, and similarly for it and pt. This also means (1 + rt)/(1 + rss) is approximated by 1 + rt rss = 1 + ^rt.45 By applying these rules, one obtains a system of linear equations that characterizes the dynamic behavior of the MIU model for small deviations around its steady state."
10,"45. This requires that terms such as rt be small. Otherwise, one should use the exact Taylor series expansion. For example, in the case of (1 + rt)/(1 + rss), this would be 1 + rt 1 + rss A1 + 1/(1 + rss)(rt rss) = 1 + 1/(1 + rss)^rt: With the calibration employed, rss = 0:011, so 1/(1 + rss) = b = 0:989."
11,"78 2 Money-in-the-Utility Function The Production Function First, rewrite the production relationship (2.63) by replacing each variable with its steady-state value times 1 plus the percent deviation of its time t value from the steady state, noting that ezt can be approximated by 1 + zt for small zt: yss(1 + y^t)=(1 + zt)(kss)^a(1 + ^kt1)^a(nss)^(1a)(1 + n^t)^(1a): Since yss = (kss)^a(nss)^(1a); divide both sides by yss to obtain (1 + y^t)=(1 + zt)(1 + ^kt1)^a(1 + n^t)^(1a)A1 + a^kt1 + (1 a)n^t + zt; or y^t = a^kt1 + (1 a)n^t + zt: (2:81)"
12,"Goods Market Clearing Goods market clearing requires that yt = ct + xt, where xt is investment. One can write this as yss(1 + y^t) = css(1 + c^t) + xss(1 + x^t): Since yss = css + xss, it follows that yss y^t = cssc^t + xssx^t: Dividing both sides by kss and noting that xss/kss = d gives yss/kss y^t = css/kss c^t + dx^t: (2:82)"
13,"Capital Accumulation The capital stock evolves according to kt = (1 d)kt1 + xt, or kss(1 + ^kt)=(1 d)kss(1 + ^kt1) + xss(1 + x^t); which implies ^kt = (1 d)^kt1 + xss/kss x^t; 2.7 Appendix: Solving the MIU Model 79 but xss/kss = d, so ^kt = (1 d)^kt1 + dx^t: (2:83)"
14,"Labor Hours The first-order condition for the choice of labor hours is ul(ct; mt; 1 nt) = lt fn(kt1; nt; zt); where lt is the marginal utility of consumption. Using the production and utility functions, this becomes ul lt = C(1 nt) h lt = Cl h t lt = (1 a) yt nt : Written in terms of deviations, this is C(lss) h (1 + ^lt) h lss(1 + ^lt) = (1 a) yss/nss (1 + y^t)/(1 + n^t): But in the steady state, C(lss) h lss = (1 a) yss/nss; so (1 + ^lt) h (1 + ^lt) = (1 + y^t)/(1 + n^t): or (1 h^lt)(1 ^lt)A(1 + h^lt ^lt)(1 + y^t)/(1 + n^t): From lt = 1 nt, lss(1 + ^lt) = 1 nss(1 + n^t) ) ^lt = nss/lss n^t: Hence, h^lt ^lt = h nss/lss n^t ^ltA y^t n^t; which can be written as 80 2 Money-in-the-Utility Function 1 + h nss/lss n^t = y^t + ^lt: (2:84)"
