id,paragraph
1,"The Basic Model To model the behavior of the representative agent faced with uncertainty and a CIA constraint, assume the agent’s objective is to maximize Et Xy i1⁄40 bi uðctþi; 1 ntþiÞ 1⁄4 E0 Xy i1⁄40 bi c1F tþi 1 F þ C ð1 ntþiÞ 1h 1 h "" #; ð3:34Þ with 0 < b < 1. Here ct is real consumption, and nt is labor supplied to market activities, expressed as a fraction of the total time available, so that 1 nt is equal to leisure time.23 The parameters F, C, and h are restricted to be positive. 22. Refer to Cooley and Hansen (1989, sec. II) or Hansen and Prescott (Cooley 1995, ch. 2) for discussions of the computational aspects of this exercise."
2,"Households supply labor and rent capital to firms that produce goods. The household enters each period with nominal money balances Mt1 and receives a nominal lump-sum transfer equal to Tt. In the aggregate, this transfer is related to the growth rate of the nominal supply of money. Letting the stochastic variable yt denote the rate of money growth (Mt 1⁄4 ð1 þ ytÞMt1), the per capita transfer will equal ytMt1. At the start of period t, yt is known to all households. Households purchase bonds Bt, and their remaining cash is available for purchasing consumption goods. Thus, the timing has asset markets opening first, and the CIA constraint, which is taken to apply only to the purchase of consumption goods, takes the form Ptct a Mt1 þ Tt Bt; where Pt is the time t price level. Note that time t transfers are available to be spent in period t. In real terms, the CIA constraint becomes ct a mt1 1 þ pt þ tt bt: ð3:35Þ Here 1 þ pt is equal to 1 plus the rate of inflation. The CIA constraint will always be binding if the nominal interest rate is positive.24 In addition to the CIA constraint, the household faces a flow budget constraint in nominal terms of the form Mt 1⁄4 Pt[Yt þ ð1 dÞKt1 Ktþð1 þ itÞBt þ ðMt1 þ Tt Ptct Bt]: In real terms, this becomes mt 1⁄4 yt þ ð1 dÞkt1 þ itbt kt þ mt1 1 þ pt þ tt ct; ð3:36Þ where 0 a da 1 is the depreciation rate."
3,"The individual’s decision problem is characterized by the value function Vðkt1; bt1; mt1Þ 1⁄4 max ct; nt; kt; bt;mt c1F t 1 F þ C ð1 ntÞ 1h 1 h þ bEtVðkt; bt; mtÞ "" #; where the maximization is subject to the constraints (3.36) and (3.35). The first-order conditions for the representative agent’s decision problem must be satisfied in equilibrium. If lt is the Lagrangian multiplier on the budget constraint and mt is the multiplier on the cash-in-advance constraint, then these first-order conditions take the form 24. Previous editions followed Cooley and Hansen in assuming the goods market opened first. In this case, the cash-in-advance constraint took the form Ptct aMt1 þ Tt."
4,"110 3 Money and Transactions cF t 1⁄4 lt þ mt ð3:37Þ Cð1 nÞ h 1⁄4 ð1 aÞ yt nt ð3:38Þ lt 1⁄4 bEtð1 þ rtÞltþ1 ð3:39Þ itlt mt 1⁄4 0 ð3:40Þ lt 1⁄4 bEt ltþ1 þ mtþ1 1 þ ptþ1 ; ð3:41Þ where rt 1⁄4 aðytþ1=ktÞ d. To complete the specification of the model, assume the economy’s technology is given by a Cobb-Douglas constant-returns-to-scale production function, expressed in per capita terms as yt 1⁄4 ezt ka t1n1a t ; ð3:42Þ where 0a aa 1. The exogenous productivity shock zt is assumed to follow an AR(1) process: zt 1⁄4 rzzt1 þ et; with 0 a ra 1. The innovation et has mean zero and variance s2 e . Finally, let ut 1⁄4 yt yss be the deviation of money growth from its steady-state average rate and assume ut 1⁄4 ruut1 þ fzt1 þ jt; where jt is a white noise innovation with variance s2 j. This is the same process for the nominal growth rate of money that was used in chapter 2."
5,"The Steady State Adopting the same parameter calibrations as those reported in section 2.5.4 for the MIU model, the steady-state values of the ratios that were reported for the MIU model are also the steady-state values for the CIA model (see the chapter appendix). The Euler condition ensures 1 þ rss 1⁄4 1=b, which then implies yss=kss 1⁄4 ðrss þ dÞ=a and, with investment in the steady state equal to dkss, css=kss 1⁄4 ðyss=kssÞ d. Even though the method used to generate a demand for money has changed with the move from the MIU model to the CIA model, the steady-state values of the outputcapital and consumption-capital ratios are unchanged. Note that none of these steady-state ratios depends on the growth rate of the nominal money supply. The level of real money balances in the steady state is then determined by the cash-in-advance constraint, which is binding as long as the nominal rate of interest is positive. Hence, css 1⁄4 mss=ð1 þ pssÞ þ tss 1⁄4 mss, so mss=kss 1⁄4 css=kss."
6,"The steady-state labor supply will depend on the money growth rate and therefore on the rate of inflation. The appendix shows that nss satisfies ð1 nssÞ h ðnssÞ F 1⁄4 1 a C b 1 þ yss yss kss ðFaÞ=ð1aÞ css kss ð3:43Þ where y is the steady-state rate of money growth. Since the left side of this expression is increasing in nss, a rise in yss, which implies a rise in the inflation rate, lowers the steady-state labor supply. Higher inflation taxes consumption and causes households to substitute toward more leisure. This is the source of the welfare cost of inflation in this CIA model. The elasticity of labor supply with respect to the growth rate of money is negative."
7,"It is useful to note the similarity between the expression for steady-state labor supply in the CIA model and the corresponding expression (given in (2.77) in chapter 2) that was obtained in the MIU model. With the MIU specification, faster money growth had an ambiguous e¤ect on the supply of labor. With the calibrated values of the parameters of the utility function used in chapter 2, money and consumption were complements, so higher inflation, by reducing real money holdings, lowered the marginal utility of consumption and also reduced the supply of labor. Dynamics The dynamic implications of the CIA model can be explored by obtaining a first-order linear approximation around the steady state. The derivation of the approximation is contained in the chapter appendix."
8,"As in chapter 2, a variable x^ denotes the percentage deviation of x around the steady state.25 The CIA model can be approximated around the steady state by the following nine linear equations: y^t 1⁄4 a^ kt1 þ ð1 aÞn^t þ zt ð3:44Þ yss kss y^t 1⁄4 css kss c^t þ ^kt ð1 dÞ^kt1 ð3:45Þ y^t þ ^lt 1⁄4 1 þ h nss 1 nss n^t ð3:46Þ ^rt 1⁄4 a yss kss ðEt y^tþ1 ^ktÞ ð3:47Þ 25. The exceptions again being that ^r and ^{ are expressed in percentage terms (e.g., ^rt 1⁄4 rt rss t )."
9,"112 3 Money and Transactions ^lt 1⁄4 ^rt þ Et ^ltþ1 ð3:48Þ Fc^t 1⁄4 ^lt þ ^{t ð3:49Þ ^lt 1⁄4 FEtc^tþ1 Etp^tþ1 ð3:50Þ c^t 1⁄4 m^t ð3:51Þ m^t 1⁄4 m^t1 p^t þ ut: ð3:52Þ Note that the first five equations (the production function, the resource constraint, the labor-leisure condition, the marginal product of capital equation, and the Euler condition) are identical to those found with the MIU approach. The critical di¤erences between the two approaches appear in a comparison of (3.49), (3.50), and (3.51) with (2.65) and (2.73) of chapter 2. In the MIU model, utility depended directly on money holdings, so (2.65) expressed the marginal utility of consumption in terms of c^t and m^t. In the CIA model, the marginal utility of income can di¤er from the marginal utility of consumption; (3.50) reflects the fact that an extra dollar of income received in period t cannot be spent on consumption until t þ 1. Equation (3.41) gives lt 1⁄4 bEtðltþ1 þ mtþ1Þ=ð1 þ ptþ1Þ.26 Since the marginal utility of consumption cF t is equated to lt þ mt, this becomes lt 1⁄4 bEtcF tþ1=ð1 þ ptþ1Þ 1⁄4 bEtmF tþ1=ð1 þ ptþ1Þ. Linearizing this result produces (3.50). Equation (2.73) was the MIU money demand condition derived from the first-order condition for the household’s holdings of real money balances. In the CIA model, (3.49) and (3.51) reflect the presence of the nominal interest rate as a tax on consumption and the binding cash-in-advance constraint in the CIA model. Finally, note that (3.48)–(3.50) can be combined to yield the Fisher equation: ^{t 1⁄4 ^rt þ Etp^tþ1."
10,"Calibration and Simulations In order to assess the e¤ects of money in this CIA model, values must be assigned to the specific parameters; that is, the model must be calibrated. The steady state depends on the values of a, b, d, h, C, and F. The baseline values reported in section 2.5.4 for the MIU model can be employed for the CIA model as well. This implies that a 1⁄4 0:36, b 1⁄4 0:989, and d 1⁄4 0:019. Assuming h 1⁄4 1 implies that the utility is log-linear in leisure. The value of C is then determined so that the steady-state value of n is 0:31. For the baseline parameters, this yields C 1⁄4 1:34. To maintain comparability with the MIU model, the utility function parameter F will be set equal to 2 for the baseline solutions. The remaining parameters are set to the same values reported in section 2.5.4."
