id,paragraph
1,"(2000) calculated the welfare costs of inflation for two alternative specifications of money demand. The first takes the form lnðmÞ 1⁄4 lnðAÞ h lnðiÞ; ð2:37Þ the second takes the form lnðmÞ 1⁄4 lnðBÞ xi: ð2.38Þ Based on annual U.S. data from the period 1900–1994, Lucas obtained estimates of 0:5 for h and 7 for x. Ireland (2008) illustrated how these two functional forms have very di¤erent curvatures at low nominal interest rates. Real money demand becomes very large as i approaches zero under the log-log specification but approaches the finite limit lnðBÞ with the semi-log version. Equation (2.38) implies that a fall of interest rates from 3 to 2 percent produces the same increase in money demand as a fall from 10 to 9 percent, unlike the functional form in figure 2.2. If the welfare costs of positive nominal interest rates is measured from the area under the money demand function, these costs will appear much larger when using (2.37) rather than (2.38). For example, at a real interest rate of 3 percent, an average inflation rate of 2 percent carries a welfare cost of just over 1 percent of income if (2.37) is the correct specification of money demand, but only 0:25 percent if (2.38) is correct. Ireland (2009) argued that the support for the log-log specification comes primarily from two historical periods. The first is the late 1940s, when interest rates were very low and money demand very high (relative to income). The second is the period of disinflation beginning in 1979 through the early 1980s, when interest rates were very high and money demand was unexpectedly low (often referred to as the period of missing money; see Goldfeld 1976). Ireland found, using a measure of the money stock that accounts for some of the changes due to financial market deregulation, that the data since 1980 provide much more support for the semi-log specification with a small value of x. Rather than the value of 7 estimated by Lucas, Ireland found values below 2. His estimates translate into a welfare cost of 2 percent inflation of less than 0:04 percent of income."
2,"The Sidrauski model provides a convenient framework for calculating the steadystate welfare costs of inflation, both because the lower level of real money holdings that result at higher rates of inflation has a direct e¤ect on welfare when money enters the utility function and because the superneutrality property of the model means that the other argument in the utility function, real consumption, is invariant across di¤erent rates of inflation. This latter property simplifies the calculation because it is not necessary to account for both variations in money holdings and variations in consumption when making the welfare cost calculation. However, the area under the demand curve is a partial equilibrium measure of the welfare costs of inflation if superneutrality does not hold, since steady-state consumption will no longer be independent of the inflation rate. Gomme (1993) and Dotsey and Ireland (1996) examined the e¤ects of inflation in general equilibrium frameworks that allow for the supply of labor and the average rate of economic growth to be affected (in models that do not display superneutrality; see section 2.4.2). Gomme found that even though inflation reduces the supply of labor and economic growth, the welfare costs are small due to the increased consumption of leisure that households enjoy.33 Dotsey and Ireland found much larger welfare costs of inflation in a model that generates an interest elasticity of money demand that matches estimates for the United States. (See also De Gregorio 1993 and Imrohorog ̆lu and Prescott 1991.)"
3,"capital-labor ratio. With the steady-state marginal product of capital determined by 1=b 1 þ d (see (2.19)), the two steady states can have the same marginal product of capital only if their capital-labor ratios di¤er. If qMPK=qm > 0 (so that money and capital are complements), higher inflation, by leading to lower real money balances, also leads to a lower steady-state capital stock.35 This is the opposite of the Tobin e¤ect; Tobin (1965) argued that higher inflation would induce a portfolio substitution toward capital that would increase the steady-state capital35. That is, in the steady state, fkðkss; mssÞ 1⁄4 b1 1 þ d, where fðk; mÞ is the production function and fi denotes the partial derivative with respect to argument i. It follows that dkss=dmss 1⁄4 fkm=fkk, so with fkk a0, signðdkss=dmssÞ 1⁄4 signðfkmÞ."
4,"60 2 Money-in-the-Utility Function labor ratio (see also Stein 1969; S. Fischer 1972). For higher inflation to be associated with a higher steady-state capital-labor ratio requires that qMPK=qm < 0 (that is, higher money balances reduce the marginal product of capital; money and capital are substitutes in production). This discussion actually has, by ignoring taxes, excluded what is probably the most important reason that superneutrality may fail in actual economies. Taxes generally are not indexed to inflation and are levied on nominal capital gains instead of real capital gains. E¤ective tax rates will depend on the inflation rate, generating real e¤ects on capital accumulation and consumption as inflation varies. (See, for example, Feldstein 1978; 1998; Summers 1981.)"
5,"2.5 Dynamics in an MIU Model The analysis of the MIU approach has, up to this point, focused on steady-state properties. It is also important to understand the model’s implications for the dynamic behavior of the economy as it adjusts to exogenous disturbances. Even the basic Sidrauski model can exhibit nonsuperneutralities during the transition to the steady state. For example, S. Fischer (1979a) showed that for the constant relative risk aversion class of utility functions, the rate of capital accumulation is positively related to the rate of money growth except for the case of log separable utility; earlier it was noted how the steady state can be a¤ected when money growth varies over time (Reis 2007).36 In addition, theoretical and empirical work in macroeconomics and monetary economics are closely tied, and it is important to reflect on how the theoretical models can illuminate actual observations on inflationary experiences."
6,"One way to study the model’s dynamics is to employ numerical methods to carry out simulations using the model. The results can then be compared to actual data generated by real economies. This approach was popularized by the real-business-cycle literature (see Cooley 1995). Since the parameters of theoretical models can be varied in ways that the characteristics of real economies cannot, simulation methods permit answering a variety of ‘what if’ questions. For example, how does the dynamic response to a temporary change in the growth rate of the money supply depend on the degree of intertemporal substitution characterizing individual preferences or the persistence of money growth rate disturbances?"
7,"36. Superneutrality holds during the transition if uðc; mÞ 1⁄4 lnðcÞ þ b lnðmÞ. The general class of utility functions Fischer considered is of the form uðc; mÞ 1⁄4 1 1F ðc ambÞ 1F; log utility obtains when F 1⁄4 1. See also Asako (1983), who showed that faster money growth can lead to slower capital accumulation under certain conditions if c and m are perfect complements. These e¤ects of inflation on capital accumulation apply during the transition from one steady-state equilibrium to another; they di¤er therefore from the Tobin (1965) e¤ect of inflation on the steady-state capital-labor ratio."
8,"2.5 Dynamics in an MIU Model 61 It can also be helpful to have an analytic solution to a model; often explicit solutions help to indicate whether simulation results are likely to be sensitive to parameter values and to highlight directly the mechanisms through which changes in the processes followed by the exogenous variables lead to e¤ects on the endogenous variables and to alterations in the equilibrium decision rules of the agents in the model. In addition, easily adaptable programs for solving linear dynamic stochastic rationalexpectations models are now freely available.37 This section develops a linearized version of an MIU model that also incorporates a labor-leisure choice. This introduces a labor supply decision into the analysis, an important and necessary extension for studying business cycle fluctuations, since employment variation is an important characteristic of cycles. It is also important to allow for uncertainty by adding exogenous shocks that disturb the system from its steady-state equilibrium. The two types of shocks considered are productivity shocks, the driving force in real-business-cycle models, and shocks to the growth rate of the nominal stock of money."
9,"2.5.1 The Decision Problem The household’s problem is conveniently expressed using the value function. In studying a similar problem without a labor-leisure choice (see section 2.2), the state could be summarized by the resource variable ot that included current income. When the household chooses how much labor to supply, current income is no longer predetermined from the perspective of the household’s choices of money, bonds, and capital investment. Consequently, income (output) yt cannot be part of the state vector for period t. Instead, let at 1⁄4 tt þ 1⁄2ð1 þ it1Þ=ð1 þ ptÞbt1 þ 1⁄21=ð1 þ ptÞmt1 be the household’s real financial wealth plus transfer at the start of period t where bt1 and mt1 are real bond and money balances at the end of the previous period, and tt is the real transfer payment received at the start of period t; pt is the inflation rate."
10,"Define the value function Vðat; kt1Þ as the maximum present value of utility the household can achieve if the current state is ðat; kt1Þ, where kt1 is the per capita (or household) stock of capital at the start of the period. If nt denotes the fraction of time the household devotes to market employment (so that nt 1⁄4 1 lt, where lt is the fraction of time spent in leisure activities), output per household yt is given by yt 1⁄4 fðkt1; nt; ztÞ: 37. For example, Matlab programs provided by Harald Uhlig can be obtained from hhttp://www.wiwi.hu-berlin.de/wpol/html/toolkit.htmi and Paul So ̈derlind’s Gauss and Matlab programs are available at hhttp://home.datacomm.ch/paulsoderlind/i. Dynare for Matlab is available at hhttp://www.cepremap.cnrs.fr/dynare/i."
11,"62 2 Money-in-the-Utility Function The household’s decision problem is defined by Vðat; kt1Þ 1⁄4 maxfuðct; mt; 1 ntÞ þ bEtVðatþ1; ktÞg; ð2:44Þ where the maximization is over ðct; mt; bt; kt; ntÞ and is subject to fðkt1; nt; ztÞþð1 dÞkt1 þ at b ct þ kt þ bt þ mt ð2:45Þ atþ1 1⁄4 ttþ1 þ 1 þ it 1 þ ptþ1 ðbt þ mt 1 þ ptþ1 Þ: ð2:46Þ Note that the presence of uncertainty arising from the stochastic productivity and money growth rate shocks means that it is the expected value of Vðatþ1; ktÞ that appears in the value function (2.44). The treatment of at as a state variable assumes that the money growth rate is known at the time the household decides on ct, kt, bt, and mt because it determines the current value of the transfer tt. It is also assumed that the productivity disturbance zt is known at the start of period t."
12,"Equation (2.45) will always hold with equality (as long as uc > 0); it can be used to eliminate kt, and (2.46) can be used to substitute for atþ1, allowing the value function to be rewritten as Vðat; kt1Þ 1⁄4 max ct; nt; bt;mt uðct; mt; 1 ntÞ þ bEtV ttþ1 þ 1 þ it 1 þ ptþ1 bt þ mt 1 þ ptþ1 ; fðkt1; nt; ztÞþð1 dÞkt1 þ at ct bt mt ; where this is now an unconstrained maximization problem. The first-order necessary conditions with respect to ct, nt, bt, and mt are ucðct; mt; 1 ntÞ bEtVkðatþ1; ktÞ 1⁄4 0 ð2:47Þ ulðct; mt; 1 ntÞ þ bEtVkðatþ1; ktÞfnðkt1; nt; ztÞ 1⁄4 0 ð2:48Þ bEt 1 þ it 1 þ ptþ1 Vaðatþ1; ktÞ bEtVkðatþ1; ktÞ 1⁄4 0 ð2:49Þ umðct; mt; 1 ntÞ þ bEt Vaðatþ1; ktÞ 1 þ ptþ1 bEtVkðatþ1; ktÞ 1⁄4 0 ð2:50Þ and the envelope theorem yields Vaðat; kt1Þ 1⁄4 bEtVkðatþ1; ktÞ ð2:51Þ Vkðat; kt1Þ 1⁄4 bEtVkðatþ1; ktÞ1⁄21 d þ fkðkt1; nt; ztÞ: ð2:52Þ"
13,"2.5 Dynamics in an MIU Model 63 Updating (2.52) one period and using (2.51), one obtains Vkðatþ1; ktÞ 1⁄4 Etf1⁄21 d þ fkðkt; ntþ1; ztþ1ÞVaðatþ1; ktÞg: Now substituting this for Vkðatþ1; ktÞ in (2.47) yields ucðct; mt; 1 ntÞ bEtf1⁄21 d þ fkðkt; ntþ1; ztþ1ÞVaðatþ1; ktÞg 1⁄4 0: ð2:53Þ When it is recognized that ucðct; mt; 1 ntÞ 1⁄4 bEtVkðatþ1; ktÞ, (2.50), (2.53), and (2.51) take the same form as (2.8), (2.6), and (2.10), the first-order conditions for the basic Sidrauski model, which did not include a labor-leisure choice. The only new condition is (2.48), which can be written, using (2.47), as ulðct; mt; 1 ntÞ ucðct; mt; 1 ntÞ 1⁄4 fnðkt1; nt; ztÞ:"
14,"64 2 Money-in-the-Utility Function Finally, real money balances evolve according to mt 1⁄4 1 þ yt 1 þ pt mt1; ð2:60Þ where yt is the stochastic growth rate of the nominal stock of money. Once processes for the exogenous disturbances zt and yt have been specified, equations (2.54)–(2.60) constitute a nonlinear system of equations to determine the equilibrium values of the model’s seven endogenous variables: yt, ct, kt, mt, nt, rt, pt."
