id,paragraph
1,"ð1 þ pÞ, increases with the rate of inflation, implying that nominal rates rise more than proportionately with an increase
in inflation.
It is important to recognize that only one aspect of the e¤ects of inflation and
the tax system has been examined.46 Because of the taxation of nominal returns,
higher inflation distorts the individual’s decisions, but it also generates revenue for
the government that, with a constant level of expenditures (in present value terms),
would allow other taxes to be reduced. Thus, the distortions associated with higher
inflation are potentially o¤set by the reduction in the distortions caused by other
tax sources. As noted earlier, however, Feldstein (1998) argued that the o¤set is
only partial, leaving a large net annual cost of positive rates of inflation. Feldstein
identified the increased e¤ective tax rate on capital that occurs because of the treatment of depreciation and the increased subsidy on housing associated with the
deductibility of nominal mortgage interest in the United States as important distortions generated by higher inflation interacting with a nonindexed tax system. Including these e¤ects with an analysis of the implications for government revenues and
consequently possible adjustments in other distortionary taxes, Feldstein estimated
that a 2 percent reduction in inflation (from 2 percent to zero) increases net welfare
by 0.63 percent to 1.01 percent of GDP annually.47 Since these are annual gains, the
46. Feldstein, Green, and Sheshinski (1978) employed a version of Tobin’s money and growth model
(Tobin 1965) to explore the implications of a nonindexed tax system when firms use both debt and equity
to finance capital.
47. These figures assume an elasticity of savings with respect to the after-tax real return of 0.4 and a deadweight loss of taxes of between 40 cents for every dollar of revenue (leading to the 0.63 percent figure) and
$1.50 per dollar of revenue (leading to the 1.01 percent figure)."
2,"in the presence of lump-sum taxes; any e¤ects
on the government’s budget can simply be o¤set by an appropriate variation in
lump-sum taxes. Traditional analyses that focus only on the stock of high-powered
money are also valid when governments follow a Ricardian policy of fully backing
interest-bearing debt with tax revenues, either now or in the future. In general,
though, one should be concerned with the fiscal implications of any analysis of monetary policy because changes in the quantity of money that alter the interest payments of the government have implications for future tax liabilities.
4.8 Problems
1. Suppose the rate of population growth is n and the rate of growth of real per capita income is l. Show that (4.6) becomes
st 1⁄4 ðht ht1Þ þ ð1 þ ptÞð1 þ mÞ 1
ð1 þ ptÞð1 þ mÞ
ht1;
where 1 þ m 1⁄4 ð1 þ nÞð1 þ lÞ. Now consider the steady state in which ht 1⁄4 ht1 and
inflation is constant. Does seigniorage depend on m? Explain."
3,"2. Suppose utility is given by uðct; mtÞ 1⁄4 wðctÞ þ vðmtÞ, with wðctÞ 1⁄4 ln ct and
vðmtÞ 1⁄4 mtðB D ln mtÞ, where B and D are positive parameters. Approximate
steady-state revenues from seigniorage by ym, where y is the growth rate of the
money supply.
4.8 Problems 191
a. Is there a La¤er curve for seigniorage (i.e., are revenues increasing in y for all
y a y‍ and decreasing in y for all y > y‍ for some y‍)?
b. What rate of money growth maximizes steady-state revenues from seigniorage?
c. Assume that the economy’s rate of population growth is l, and reinterpret m as
real money balances per capita. What rate of inflation maximizes seigniorage? How
does it depend on l?
3. Suppose the demand for real money balances is m 1⁄4 fðRmÞ, where Rm is the gross
nominal rate of interest. Assume the gross real interest rate is fixed at its steady-state
value of 1=b so that Rm 1⁄4 ð1 þ pÞ=b, where p is the rate of inflation. Using the definition of seigniorage revenues employed in (4.21), what rate of inflation maximizes
steady-state seigniorage?"
4,"4. Suppose the government faces the following budget identity:
bt 1⁄4 Rbt1 þ gt ttyt st;
where the terms are one-period debt, gross interest payments, government purchases,
income tax receipts, and seigniorage. Assume seigniorage is given by fðptÞ, where p
is the rate of inflation. The interest factor R is constant, and the expenditure process
fgtþigy
i1⁄40 is exogenous. The government sets time paths for the income tax rate and
for inflation to minimize
Et
Xy
i1⁄40
bi
1⁄2hðttþiÞ þ kðptþiÞ;
where the functions h and k represent the distortionary costs of the two tax sources.
Assume that the functions h and k imply positive and increasing marginal costs of
both revenue sources.
a. What is the intratemporal optimality condition linking the choices of t and p at
each point in time?
b. What is the intertemporal optimality condition linking the choice of p at di¤erent
points in time?"
5,"ings for tt and pt in terms of bt1
and PRi
gtþi.
d. Using your results from part (c), when will optimal financing imply constant
planned tax rates and inflation over time?
5. The model of section 4.6.1 assumed that the distortions of taxes and seigniorage
were quadratic functions of the level of taxes and that the government desired to
minimize
192 4 Money and Public Finance
1
2
Et
Xy
i1⁄40
Ri
1⁄2ðttþi þ ftþiÞ
the
2 þ ðstþi þ etþiÞ
the
2
;
subject to
Et
Xy
i1⁄40
Ri
ðttþi þ stþiÞ 1⁄4 Rbt1 þ
the
R
R 1

g;
where s is seigniorage revenue, t represents other tax revenues, bt1 is the initial stock
of outstanding government debt, g is the fixed level of expenditures the government
needs to finance each period, and f and e are stochastic shocks to the distortionary
costs of each tax source. Suppose ft 1⁄4 rfft1 þ zt and et 1⁄4 rge þ et, where z and e
are mutually and serially uncorrelated white noise innovations to f and e. Derive
the intratemporal and intertemporal optimality conditions for the two taxes. How
does the behavior of each tax depend on rf and re?"
6,"6. Mankiw (1987) suggested that the nominal interest rate should evolve as a random walk under an optimal tax policy. Suppose that the real rate of interest is constant and that the equilibrium price level is given by (4.29). Suppose that the nominal
money supply is given by mt 1⁄4 mp
t þ vt, where mp
t is the central bank’s planned
money supply and vt is a white noise control error. Let y be the optimal rate of inflation. There are di¤erent processes for mp that lead to the same average inflation rate
but di¤erent time series behavior of the nominal interest rate. For each of the processes for mp
t given below, demonstrate that average inflation is y. In each case, is
the nominal interest rate a random walk?
a. mp
t 1⁄4 yð1 gÞt þ gmt1.
b. mp
t 1⁄4 mt1 þ y."
7,"7. Suppose utility is given by U 1⁄4 c1s=ð1 sÞ þ m1y=ð1 yÞ. Find the function
fðPÞ defined in (4.32) and verify that it has the shape shown in figure 4.3. Solve for
the stationary equilibrium price level P‍ such that P‍ 1⁄4 fðP‍).
8. Consider (4.37) implied by the fiscal theory of the price level. Seigniorage st was
defined as itmt=ð1 þ itÞ. Assume that the utility function of the representative agent
takes the form uðc; mÞ 1⁄4 ln c þ b ln m. Show that st 1⁄4 bct and that the price level is
independent of the nominal supply of money as long as tt gt þ bct is independent
of Mt."
8,"9. Consider the optimal tax problem of section 4.6.3. The government wishes to
maximize uðc; m; lÞ 1⁄4 vðc; mÞ þ fðlÞ subject to the economy’s resource constraint:
fð1 lÞ b c þ g.
4.8 Problems 193
a. Derive the implementability constraint by using the first-order conditions (4.48)–
(4.50) to eliminate the tax rates from the representative agent’s budget constraint
(4.47).
b. Set up the government’s optimization problem and derive the first-order
conditions.
c. Show that the first-order condition for m is satisfied if vm 1⁄4 vmc 1⁄4 vmm 1⁄4 0. Argue
that these conditions are met if the satiation level m‍ is equal to y."
9,"10. Suppose the Correia-Teles model of section 4.6.3 is modified so that output is
equal to fðnÞ, where f is a standard neoclassical production function exhibiting positive but diminishing marginal productivity of n. Show that if fðnÞ 1⁄4 na for a > 0,
the optimality condition given by (4.70) continues to hold."
10,"5 Money in the Short Run: Informational and Portfolio Rigidities
5.1 Introduction
The empirical evidence from the United States is consistent with the notion that positive monetary shocks lead to a hump-shaped positive response of output that persists
for appreciable periods of time, and Sims (1992) found similar patterns for other
OECD economies. The models of chapters 2–4 did not seem capable of producing
such an e¤ect. So why does money matter?1 Is it only through the tax e¤ects that
arise from inflation? Or are there other channels through which monetary actions
have real e¤ects? This question is critical for any normative analysis of monetary
policy because designing good policy requires understanding how monetary policy
a¤ects the real economy and how changes in the way policy is conducted might a¤ect
economic behavior."
11,"In the models examined in earlier chapters, monetary disturbances did cause output movements, but these movements arose from substitution e¤ects induced by
expected inflation. Most analysis suggests that these e¤ects are too small to account
for the empirical evidence on the output responses to monetary shocks. In addition,
the evidence in many countries is that inflation responds only slowly to monetary
shocks.2 If actual inflation responds gradually, so should expectations. Thus, the evidence does not appear to support theories that require monetary shocks to a¤ect
labor supply decisions and output by causing shifts in expected inflation.
In this chapter, the focus shifts away from the role of inflation as a tax and toward
the e¤ects of policy-induced changes in real interest rates that a¤ect aggregate spending decisions. Monetary models designed to capture the real e¤ects of money in
the short run incorporate frictions that fall into one of three classes: informational
1. For a survey on this topic, see Blanchard (1990). See also D. Romer (2006, ch. 6).
2. For example, see Nelson (1998) or Christiano, Eichenbaum, and Evans (2005) for evidence on the
United States. Sims (1992) and Taylor (1993b) provided evidence for other countries.
frictions, portfolio frictions, and nominal price rigidities. This chapter discusses the
first two of these classes; nominal price rigidities are the focus of chapter 6."
12,"5 Money in the Short Run: Informational and Portfolio Rigidities
5.1 Introduction
The empirical evidence from the United States is consistent with the notion that positive monetary shocks lead to a hump-shaped positive response of output that persists
for appreciable periods of time, and Sims (1992) found similar patterns for other
OECD economies. The models of chapters 2–4 did not seem capable of producing
such an e¤ect. So why does money matter?1 Is it only through the tax e¤ects that
arise from inflation? Or are there other channels through which monetary actions
have real e¤ects? This question is critical for any normative analysis of monetary
policy because designing good policy requires understanding how monetary policy
a¤ects the real economy and how changes in the way policy is conducted might a¤ect
economic behavior.
In the models examined in earlier chapters, monetary disturbances did cause output movements, but these movements arose from substitution e¤ects induced by
expected inflation. Most analysis suggests that these e¤ects are too small to account
for the empirical evidence on the output responses to monetary shocks. In addition,
the evidence in many countries is that inflation responds only slowly to monetary
shocks.2 If actual inflation responds gradually, so should expectations. Thus, the evidence does not appear to support theories that require monetary shocks to a¤ect
labor supply decisions and output by causing shifts in expected inflation.
In this chapter, the focus shifts away from the role of inflation as a tax and toward
the e¤ects of policy-induced changes in real interest rates that a¤ect aggregate spending decisions. Monetary models designed to capture the real e¤ects of money in
the short run incorporate frictions that fall into one of three classes: informational
1. For a survey on this topic, see Blanchard (1990). See also D. Romer (2006, ch. 6).
2. For example, see Nelson (1998) or Christiano, Eichenbaum, and Evans (2005) for evidence on the
United States. Sims (1992) and Taylor (1993b) provided evidence for other countries.
frictions, portfolio frictions, and nominal price rigidities. This chapter discusses the
first two of these classes; nominal price rigidities are the focus of chapter 6."
13,"5.2 Informational Frictions
To account for the empirical evidence on the short-run impact of money, models that
maintain the assumption of price flexibility need to introduce new channels through
which money can a¤ect the real equilibrium. This section reviews two attempts to resolve the tension between the long-run neutrality of money and the short-run real
e¤ects of money while maintaining the assumption that wages and prices are flexible.
The first approach focuses on misperceptions about aggregate economic conditions;
the second focuses on delays in information acquisition."
