id,paragraph
1,"rated. A time-varying risk premium is added to the analysis in section 10.3.2.
12. Suppose Pn; t is the time t price of an n-period discount bond. Then P1 n; t 1⁄4 ð1 þ in; tÞ n. Since at time t þ 1 this becomes an n 1 period bond, the one-period gross return is EtPn1; tþ1=Pn; t 1⁄4 Etð1 þ in; tÞ n=ð1 þ in1; tÞ n1: 466 10 Financial Markets and Monetary Policy and this is approximated as It 1⁄4 1 2 ðit þ Etitþ1Þ: ð10:15Þ The critical implication of this relationship for monetary policy is that the current structure of interest rates will depend on current short-term rates and on market expectations of future short rates. Since the short rate is a¤ected by monetary policy, It will depend on expectations about future policy."
2,"The one-period ahead forward rate is defined as f 1 t 1⁄4 ð1 þ ItÞ 2 1 þ it 1: If the pure expectations hypothesis of the term structure holds, (10.14) implies that f 1 t is equal to the market’s expectation of the future one-period rate. Hence, forward rates derived from the term structure are often used to gain information on expectations of future interest rates (see Dahlquist and Svensson 1996; So ̈derlind and Svensson 1997; Rudebusch 2002b). Equation (10.15) has a direct and testable empirical implication. Subtracting it from both sides, the equation can be rewritten as It it 1⁄4 1 2 ðEtitþ1 itÞ: If the current two-period rate is greater than the one-period rate (i.e., It it > 0), then agents must expect the one-period rate to rise ðEtitþ1 > itÞ. Because one can always write itþ1 1⁄4 Etitþ1 þ ðitþ1 Etitþ1Þ, it follows that 1 2 ðitþ1 itÞ 1⁄4 It it þ 1 2 ðitþ1 Etitþ1Þ 1⁄4 a þ bðIt itÞ þ ytþ1; ð10:16Þ where a 1⁄4 0, b 1⁄4 1, and ytþ1 1⁄4 1 2 ðitþ1 Etitþ1Þ is the error the private sector makes in forecasting the future short-term interest rate. Under the assumption of rational expectations, ytþ1 will be uncorrelated with information available at time t. In this case, (10.16) forms a regression equation that can be estimated consistently by leastsquares. Unfortunately, estimates of such equations usually reject the joint hypothesis that a 1⁄4 0 and b 1⁄4 1, generally obtaining point estimates of b significantly less than 1. Some of this empirical evidence is summarized in Rudebusch (1995, table 1) and McCallum (1994b, table 1). In section 10.3.2, the observed relationship between long and short rates, as well as the way in which interest rates react to monetary policy, is shown to depend on the manner in which policy is conducted."
3,"ross long-term real rate Rt equal to a stochastic mean zero random variable qt. Rt is equal to the average of the current real short-term rate it Etptþ1 and the expected future real short-term rate Etðitþ1 ptþ2Þ. The real demand for money is decreasing in the nominal short-term interest rate and is subject to a random shock vt. Finally, the nominal money supply is assumed to follow a first-order autoregressive process, subject to a control error jt. Note that this process implies that Etmtþ1 1⁄4 gmt. By using (10.19) to eliminate it and Etitþ1 from (10.18), this system of four equations implies that the equilibrium process for the price level must satisfy the following expectations di¤erence equation: 2aqt 1⁄4 ð1 þ aÞpt þ Etptþ1 aEtptþ2 ð1 þ gÞmt þ vt: ð10:21Þ To find the solution for the short-term interest rate, one can employ the method of undetermined coe‰cients. Since the relevant state variables in (10.21) are mt, qt, and vt, it is possible to guess a solution of the form pt 1⁄4 b1mt þ b2qt þ b3vt: This implies that Etptþ1 1⁄4 b1gmt and Etptþ2 1⁄4 b1Etmtþ2 1⁄4 b1g2mt. Using these in (10.21), the equilibrium solution for the price level is pt 1⁄4 1 1 þ að1 gÞ mt þ 1 1 þ a ð2aqt vtÞ: ð10:22Þ From the money demand equation, it 1⁄4 ðvt þ pt mtÞ=a, so, given the equilibrium process for pt,"
4,"468 10 Financial Markets and Monetary Policy it 1⁄4 1 g 1 þ að1 gÞ mt þ 1 1 þ a ð2qt þ vtÞ; ð10:23Þ and the two-period nominal rate is It 1⁄4 1 2 ðit þ Etitþ1Þ 1⁄4 1 2 1 g2 1 þ að1 gÞ mt þ 1 1 þ a ð2qt þ vtÞ ð10:24Þ. Equation (10.24) illustrates how the long-term rate depends on the money supply process, where this process is characterized in this example by the parameter g. From (10.24), the impact of an innovation to mt (i.e., a j shock) on the current long rate is equal to 1 2 1 g2 1 þ að1 gÞ < 0; which depends on the parameter g. The greater the degree of serial correlation in the money supply process (the larger is g), the smaller the e¤ect in absolute value on it of a change in mt. The e¤ect of a money innovation on the slope of the term structure, It it, is equal to 1 2 ð1 gÞ 2 =1⁄21 þ að1 gÞ, and this also depends on g. High persistence in the money supply process produces a flatter term structure. To take the extreme case, suppose g 1⁄4 1; the nominal money supply follows a random walk with innovation jt. An innovation implies a permanent change in the level of the money supply. This causes a proportionate change in the price level (the coe‰cient on mt in (10.22) is equal to 1 if g 1⁄4 1), but there is no impact on the expected rate of inflation. With the real rate exogenous, the nominal interest rate adjusts only in response to changes in expected inflation, so with g 1⁄4 1, changes in m have no e¤ect on the nominal interest rate. If g < 1, an unexpected increase in m causes the expectation of a subsequent decline in m and p. It is this expectation of a deflation that lowers the nominal rate of interest."
5,"Similarly, the impact of real interest rate disturbances on nominal rates will depend on the money supply process if policy responds to real disturbances. If, for example, the money supply process is modified to become mt 1⁄4 mt1 þ cqt1 þ jt so that the growth rate of mt depends on the real rate shock, it can be shown that the equilibrium short-term rate is it 1⁄4 2 þ c 1 þ a qt þ 1 1 þ a vt: 10.3 The Term Structure of Interest Rates 469 If c > 0, an increase in the real rate ðq > 0Þ induces an increase in the nominal money supply the following period. This increase implies that the money supply is expected to grow ðEtmtþ1 mt 1⁄4 cqt > 0Þ, so expected inflation rises. This increases the positive impact of qt on the short-term nominal rate. These results are illustrative, showing how interest rate responses depend on expectations of the future money supply and consequently on the systematic behavior of m. The exact mechanism highlighted in these examples requires that a monetary innovation (i.e., j > 0) generate an expected deflation in order for nominal rates to decline, since the real rate has been treated as exogenous."
6,"The dependence of interest rates and the term structure on monetary policy implies that the results of empirical studies of the term structure should depend on the operating procedures followed by the central bank. McCallum (1994b), Rudebusch (1995), Fuhrer (1996), and Balduzzi et al. (1998) examined the connection between the Fed’s tendency to target interest rates, the dynamics of short-term interest rates, and empirical tests of the expectations model of the term structure. This dependence can be seen most easily by employing a setup similar to that used by McCallum. Consider the following two-period model of nominal interest rates in which, as before, I is the two-period rate and i is the one-period rate: It 1⁄4 1 2 ðit þ Etitþ1Þ þ xt; ð10:25Þ where x is a random variable that represents a time-varying term premium. Equation (10.15) implied that the pure expectations model of the term structure holds exactly, without error; the term premium x introduced in (10.25) allows for a stochastic deviation from the exact form of the expectations hypothesis. Variation in risk factors might account for the presence of x. Suppose further that the term premium is serially correlated: xt 1⁄4 rxt1 þ ht; ð10:26Þ where ht is a white noise process."
7,"According to (10.28), a rise in the risk premium in the long-term rate induces a policy response that lowers the short rate. Exogenous changes in risk that alter the term structure might also a¤ect consumption or investment spending, leading the central bank to lower short-term interest rates to counter the contractionary e¤ects of a positive realization of xt. Because no real explanation has been given for x or why policy might respond to it, it important to keep in mind that this is only an illustrative example that will serve to suggest how policy behavior might a¤ect the term structure. Equations (10.25)–(10.28) form a simple model that can be used to study how policy responses to the term structure risk premium (i.e., m) a¤ect the observed relationship between short-term and long-term interest rates. From (10.28), Etitþ1 1⁄4 it mrxt, so It 1⁄4 1 2 ðit þ Etitþ1Þ þ xt 1⁄4 it þ 1 mr 2 ðIt itÞ: This implies that 1 mr 2 ðIt itÞ 1⁄4 xt: Using this result, (10.27) can be written as 1 2 ðitþ1 itÞ 1⁄4 It it 1 mr 2 ðIt itÞ þ 1 2 etþ1; or 1 2 ðitþ1 itÞ1⁄4 mr 2 mr ðIt itÞ þ 1 2 etþ1; ð10:29Þ 13. McCallum actually allows the coe‰cient on it1 in (10.28) to di¤er from 1."
8,"he short-term interest rate as their operational policy instrument, and since they often engage in interest rate smoothing, McCallum assumed that it 1⁄4 it1 þ mðIt itÞ þ zt.13 However, problems of multiple equilibria may arise when policy responds to forward-looking variables such as It (see Bernanke and Woodford 1997 and problem 6). To avoid this possibility, assume that policy adjusts the short-term rate according to it 1⁄4 it1 mxt þ zt; ð10:28Þ where zt is a white noise process and jmj < 1. According to (10.28), a rise in the risk premium in the long-term rate induces a policy response that lowers the short rate. Exogenous changes in risk that alter the term structure might also a¤ect consumption or investment spending, leading the central bank to lower short-term interest rates to counter the contractionary e¤ects of a positive realization of xt. Because no real explanation has been given for x or why policy might respond to it, it important to keep in mind that this is only an illustrative example that will serve to suggest how policy behavior might a¤ect the term structure. Equations (10.25)–(10.28) form a simple model that can be used to study how policy responses to the term structure risk premium (i.e., m) a¤ect the observed relationship between short-term and long-term interest rates. From (10.28), Etitþ1 1⁄4 it mrxt, so It 1⁄4 1 2 ðit þ Etitþ1Þ þ xt 1⁄4 it þ 1 mr 2 ðIt itÞ. This implies that 1 mr 2 ðIt itÞ 1⁄4 xt: Using this result, (10.27) can be written as 1 2 ðitþ1 itÞ 1⁄4 It it 1 mr 2 ðIt itÞ þ 1 2 etþ1; or 1 2 ðitþ1 itÞ1⁄4 mr 2 mr ðIt itÞ þ 1 2 etþ1; ð10:29Þ 13. McCallum actually allows the coe‰cient on it1 in (10.28) to di¤er from 1."
9,"10.3 The Term Structure of Interest Rates 471 so that one would expect the regression coe‰cient on It it to be mr=ð2 mrÞ and not 1. In other words, the estimated slope of the term structure, even when the expectations model is correct, will depend on the serial correlation properties of the term premium ðrÞ and on the policy response to the spread between long and short rates ðmÞ. The problem arises even though (10.27) implies that 1 2 ðitþ1 itÞ 1⁄4 a þ bðIt itÞ þ xtþ1, with a 1⁄4 0 and b 1⁄4 1, because the error term xtþ1 is equal to xt þ 1 2 etþ1; since this is correlated with It it, ordinary least-squares is an inconsistent estimator of b. The important lesson of McCallum’s analysis was that observed term structure relationships can be a¤ected by the way monetary policy is conducted. McCallum assumed policy responded to the slope of the term structure, which in his model reflected variations in the risk premium. Cochrane and Piazzesi (2002) found evidence that the interest rate–setting behavior of the Federal Reserve has been a¤ected by both long-term interest rates and by the slope of the yield curve. If the former reflects long-term inflation expectations and the latter helps forecast real economic activity, then this behavior would be broadly consistent with the Taylor rule (see chapter 8)."
10,"Gallmeyer, Hollifield, and Zin (2005) provided a more modern treatment of McCallum’s results in the context of models that allow for endogenous variation in risk premiums.14 They showed how the policy behavior assumed by McCallum can be reconciled with Taylor rule representations of monetary policy. Ravenna and Seppa ̈la ̈ (2007a) showed how a new Keynesian model can account for rejections of the expectations model of the term structure, and McGough, Rudebusch, Williams (2005) considered monetary policy rules that respond to long-term interest rates. Rather than employing an equation such as (10.28) to represent policy behavior, Rudebusch (1995) used data from periods of funds rate targeting (1974–1979 and 1984–1992) to estimate a model of the Federal Reserve’s target for the funds rate. He was then able to simulate the implied behavior of the term structure, using the expectations hypothesis to link funds rate behavior to the behavior of longer-term interest rates. He found that the manner in which the Fed adjusted its target can account for the failure of the spread between long and short rates to have much predictive content for changes in long rates, at least at horizons of 3 to 12 months (that is, for the failure to obtain a coe‰cient of 1, or even a significant coe‰cient, in a regression of 1 2 ðitþ1 itÞ on ðIt itÞ). Thus, if the three-month rate exceeds the funds rate, (10.16) would appear to predict a rise in the funds rate. As Rudebusch demonstrated, the Fed tends to set its target for the funds rate at a level it expects to maintain. In this case, any spread between the funds rate and other rates has no implications for future changes in the funds rate (in terms of 10.28, mA0). Only as new information becomes available might the target funds rate change."
