id,paragraph
1,"In this case, inflation is equal to pt(iTt) = p + 1/a [aðiTt ^{Þ + jt et] = p + cjt (a + c)et act ac + a(1 + a): Comparing this expression for inflation to pt(^{t}) from (11.18), the value obtained when information on the money supply is not used, one can see that the impact of an aggregate demand shock, j, on the price level is reduced to (c/[ac + a(1 + a)] < 1/a); because a positive j shock tends to raise money demand, the interest rate must be increased to o¤set the e¤ects on the money supply to keep m on target. This inter17. Equation (11.18) shows that inflation is independent of vt. 18. Note that this discussion does not assume that the realizations of the individual disturbances can be observed by the policymaker; as long as mt is observed, it can be adjusted to ensure that mt = m^t, and this results in i being given by (11.21). Equation (11.21) is obtained by solving (11.12)–(11.14) for mt as a function of it and the various disturbances. Setting this expression equal to m^t yields the required value of iTt."
2,"The value of the loss function under the money targeting procedure is V(iTt) = 1/2 1/ac + a(1 + a) [c2 s2j + (a + c)2 s2e + a2 s2c: Comparing this to V(^{), the improvement from employing an intermediate targeting procedure in which the policy instrument is adjusted to keep the money supply on target will be decreasing in the variance of money demand shocks, s2c. As long as this variance is not too large, the intermediate targeting procedure will do better than a policy of simply keeping the nominal rate equal to ^{. If this variance is too large, the intermediate targeting procedure will do worse. An intermediate targeting procedure represents a rule for adjusting the policy instrument to a specific linear combination of the new information contained in movements of the intermediate target. Using (11.20) and (11.21), the policy adjustment can be written as iTt ^{ = a/ac + a(1 + a) [mt(^{) - m^ = mT[mt(^{) - m^: In other words, if the money supply realized under the initial policy setting (mt(^{)) deviates from its expected level (m^), the policy instrument is adjusted."
3,"Because the money supply will deviate from target due to j and e shocks, which do call for a policy adjustment, as well as c shocks, which do not call for any change in policy, an optimal adjustment to the new information in money supply movements would depend on the relative likelihood that movements in m are caused by the various possible shocks. An intermediate targeting rule, by adjusting to deviations of money from target in a manner that does not take into account whether fluctuations in m are more likely to be due to j or e or c shocks, represents an ine‰cient use of the information in m. To derive the optimal policy response to fluctuations in the nominal money supply, let it ^{ = m(mt - m^) = mxt; where xt = (1 + a1)jt - a1et + ct is the new information obtained from observing mt. Under an intermediate targeting rule, the monetary authority would adjust its policy instrument to minimize deviations of the intermediate target from the value consistent with achieving the ultimate policy target, in this case an inflation rate of p."
4,"But under a policy that optimally uses the information in the intermediate target variable, m will be chosen to minimize E(pt - p)2, not E(mt - m^)2. Using (11.22) in (11.16), one finds that the value of m that minimizes the loss function is m = 1/a [a(1 + a)s2j + as2e]/[(1 + a)2 s2j + s2e + a2 s2c]: This is a messy expression, but some intuition for it can be gained by recognizing that if the policymaker could observe the underlying shocks, (11.16) implies that the optimal policy would set the nominal interest rate i equal to ^{ + (1/a)(jt - et). The policymaker cannot observe jt or et, but information that can be used to estimate them is available from observing the deviation of money from its target."
5,"As already shown, observing mt provides information on the linear combination of the underlying shocks given by xt. Letting Ex[ ] denote expectations conditional on x, the policy instrument should be adjusted according to i(xt) = ^{ + (1/a)(Exjt - Exet): Evaluating these expectations gives Exjt = a(1 + a)s2j/[(1 + a)2 s2j + s2e + a2 s2c]xt and Exet = as2e/[(1 + a)2 s2j + s2e + a2 s2c]xt: Substituting these expressions into (11.23) yields i(zt) = ^{ + (1/a) [a(1 + a)s2j + as2e]/[(1 + a)2 s2j + s2e + a2 s2c]xt = ^{ + mxt: Under this policy, the information in the intermediate target is used optimally. As a result, the loss function is reduced relative to a policy that adjusts i to keep the money supply always equal to its target: V < V(iT)."
6,"As long as money demand shocks are not too large, an intermediate targeting procedure does better than following a policy rule that fails to respond at all to new information. The intermediate targeting rule does worse, however, than a rule that optimally responds to the new information. This point was first made by Kareken, Muench, and Wallace (1973) and B. Friedman (1975). Despite the general ine‰ciency of intermediate targeting procedures, central banks often implement policy as if they were following an intermediate targeting procedure. During the 1970s, there was strong support in the United States for using money growth as an intermediate target. Support faded in the 1980s, when money demand because significantly more di‰cult to predict. The Bundesbank (prior to being superseded by the European Central Bank) and the Swiss National Bank continued to formulate policy in terms of money growth rates that can be interpreted as intermediate targets, and money formed one of the pillars in the two-pillar strategy of the European Central Bank. Other central banks seem to use the nominal exchange rate as an intermediate target. Today, many central banks have shifted to using inflation itself as an intermediate target."
7,"Intermediate targets provide a simple framework for responding automatically to economic disturbances. The model of this section can be used to evaluate desirable properties that characterize good intermediate targets. The critical condition is that s2c be small. Since ct represents the innovation or shock to the money demand equation, intermediate monetary targeting will work best if money demand is relatively predictable. Often this has not been the case. The unpredictability of money demand is an important reason that most central banks moved away from using monetary targeting during the 1980s. The shock c can also be interpreted as arising from control errors. For example, assuming that the monetary base was the policy instrument, unpredictable fluctuations in the link between the base and the monetary aggregate being targeted (corresponding to the o disturbance in 11.7) would reduce the value of an intermediate targeting procedure. Controllability is therefore a desirable property of an intermediate target."
8,"Lags in the relationship between the policy instrument, the intermediate target, and the final goal variable represent an additional important consideration. The presence of lags introduces no new fundamental issues; as the simple framework shows, targeting an intermediate variable allows policy to respond to new information, either because the intermediate target variable is observed contemporaneously (as in the example) or because it helps to forecast future values of the goal variable. In either case, adjusting policy to achieve the intermediate target forces policy to respond to new information is a manner that is generally suboptimal. But this ine‰ciency will be smaller if the intermediate target is relatively easily controllable (i.e., s2c is small) yet is highly correlated with the variable of ultimate interest (i.e., s2j and s2e are large), so that a deviation of the intermediate variable from its target provides a clear signal that the goal variable has deviated from its target. For central banks that target inflation, the inflation forecast serves as an intermediate target. An e‰cient forecast is based on all available information and should be highly correlated with the variable of ultimate interest (future inflation). Svensson and Woodford (2005) discussed the implementation of optimal policies through the use of inflation forecasts."
9,"The traditional analysis of operating procedures focuses on volatility; the operating procedure adopted by the central bank a¤ects the way disturbances influence the variability of output, prices, real interest rates, and monetary aggregates. The average values of these variables, however, is treated as independent of the choice of operating procedure. Canzoneri and Dellas (1998) showed that the choice of procedure can have a sizable e¤ect on the average level of the real rate of interest by a¤ecting the variability of aggregate consumption."
10,"The traditional analysis of operating procedures focuses on volatility; the operating
procedure adopted by the central bank a¤ects the way disturbances influence the
variability of output, prices, real interest rates, and monetary aggregates. The average values of these variables, however, is treated as independent of the choice
of operating procedure. Canzoneri and Dellas (1998) showed that the choice of
procedure can have a sizable e¤ect on the average level of the real rate of interest
by a¤ecting the variability of aggregate consumption.
The standard Euler condition relates the current marginal utility
of consumption
to the expected real return and the future marginal utility of consumption:
11.3 The Instrument Choice Problem 529
ucðctÞ 1⁄4 bRftEtucðctþ1Þ;
where b is the discount factor, Rft is the gross risk-free real rate of return, and ucðctÞ
is the marginal utility of consumption at time t. The right side of this expression can
be written as
bRftEtucðctþ1ÞAbRftucðEtctþ1Þ þ 1
2
bRftucccðEtctþ1Þ Vartðctþ1Þ;
where uccc is the third derivative of the utility function and Vartðctþ1Þ is the conditional variance of ctþ1. If the variance of consumption di¤ers under alternative monetary policy operating procedures, then either the marginal utility of consumption
must adjust (i.e., consumption will change) or the risk-free real return must change.
Because the expected real interest rate can be expressed as the sum of the risk-free
rate and a risk premium, average real interest rates will be a¤ected if the central
bank’s operating procedure a¤ects Rft or the risk premium.
Canzoneri and Dellas developed a general equilibrium model with nominal wage
rigidity and simulated the model under alternative operating procedures (interest rate
targeting, money targeting, and nominal income targeting). They found that real interest rates, on average, are highest under a nominal interest rate targeting procedure. To understand why, suppose the economy is subject to money demand shocks.
Under a procedure that fixes the nominal money supply, such shocks induce a positive correlation between consumption (output) and inflation. This generates a negative risk premium (when consumption is lower than expected, the ex post real return
is high because inflation is lower than expected). A nominal interest rate procedure
accommodates money demand shocks and so results in a higher average risk premium. By calibrating their model and conducting simulations, Canzoneri and Dellas
concluded that the choice of operating procedure can have a significant e¤ect on average real interest rates."
