id,paragraph
1,"al to the real wage it faces divided by the marginal product of labor (see (8.10)). In a flexible-price equilibrium, all firms set the same price, so (8.13) implies that real marginal cost will equal its steady-state value of 1=m. Because nominal wages have been assumed to be completely flexible, the real wage must, according to (8.9), equal the marginal rate of substitution between leisure and consumption. Expressed in terms of percentage deviations around the steady state, (8.9) implies that w^t p^t 1⁄4 hn^t þ sy^t. Recalling that c^t 1⁄4 y^t and y^t 1⁄4 n^t þ z^t, the percentage deviation of real marginal cost around its steady-state value is j^t 1⁄4 ðw^t p^tÞðy^t n^tÞ 1⁄4 ðs þ hÞ y^t 1 þ h s þ h ðz^tÞ : To interpret the term involving z^t, linearize (8.15) giving flexible-price output to obtain y^ f t 1⁄4 1 þ h s þ h ðz^t: ð8:18Þ Thus, (8.18) can be used to express real marginal cost as j^t 1⁄4 gðy^t y^ f t Þ; ð8:19Þ 9. See Ravenna and Walsh (2008) and Blanchard and Gali (2008) for models of labor market frictions that relate inflation to unemployment."
2,"(2002) and Galı ́, Gertler, and Lo ́pez-Salido (2001) showed that when a < 1, the new Keynesian inflation adjustment equation becomes11 pt 1⁄4 bEtptþ1 þ k~ a a þ yð1 aÞ j^t: In addition, the labor market equilibrium condition under flexible prices becomes Wt Pt 1⁄4 aZtNa1 t m 1⁄4 wNh t Cs t ; which implies flexible-price output is y^ f t 1⁄4 1 þ h 1 þ h þ aðs 1Þ z^t: When a 1⁄4 1, this reduces to (8.18)."
3,"8.3.2 The Linearized IS Curve Equation (8.20) relates output to inflation in the form of the deviation around the level of output that would occur in the absence of nominal price rigidity. It forms one of the two key components of an optimizing model that can be used for monetary policy analysis. The other component is a linearized version of the household’s Euler condition, (8.7). Because consumption is equal to output in this model (there is no government or investment because capital has been ignored), (8.7) can be approximated around the zero inflation steady state as12 y^t 1⁄4 Ety^tþ1 1 s ð^{t Etptþ1Þ; ð8:23Þ 11. See the chapter appendix for further details on the derivation. 12. See the chapter 2 appendix for details on linearizing the Euler condition; c^t 1⁄4 y^t is used in (8.23)."
4,"8.3 A Linearized New Keynesian Model 339 where ^{t is the deviation of the nominal interest rate from its steady-state value. Expressing this in terms of the output gap xt 1⁄4 y^t y^ f t , xt 1⁄4 Etxtþ1 1 s ð^{t Etptþ1Þ þ ut; ð8:24Þ where ut 1 Ety^ f tþ1 y^ f t depends only on the exogenous productivity disturbance (see (8.18)). Combining (8.24) with (8.20) gives a simple two-equation, forward-looking, rational-expectations model for inflation and the output gap measure xt, once the behavior of the nominal rate of interest is specified.13 This two-equation model consists of the equilibrium conditions for a well-specified general equilibrium model. The equations appear broadly similar, however, to the types of aggregate demand and aggregate supply equations commonly found in intermediate-level macroeconomics textbooks."
5,"Equation (8.24) represents the demand side of the economy (an expectational, forward-looking IS curve), and the new Keynesian Phillips curve (8.20) corresponds to the supply side. In fact, both equations are derived from optimization problems, with (8.24) based on the Euler condition for the representative household’s decision problem and (8.20) derived from the optimal pricing decisions of individual firms. There is a long tradition of using two-equation, aggregate demand–aggregate supply (AD-AS) models in intermediate-level macroeconomic and monetary policy analysis. Models in the AD-AS tradition are often criticized as ‘‘starting from curves’’ rather than starting from the primitive tastes and technology from which behavioral relationships can be derived, given maximizing behavior and a market structure (Sargent 1982). This criticism does not apply to (8.24) and (8.20). The parameters appearing in these two equations are explicit functions of the underlying structural parameters of the production and utility functions and the assumed process for price adjustment."
6,"14. And (8.24) and (8.20) contain expectations of future variables; the absence of this type of forward-looking behavior is a critical shortcoming of older AD-AS frameworks. The importance of incorporating a role for future income was emphasized by Kerr and King (1996). Equations (8.24) and (8.20) contain three variables: the output gap, inflation, and the nominal interest rate. The model can be closed by assuming that the central bank implements monetary policy through control of the nominal interest rate.15 Alternatively, if the central bank implements monetary policy by setting a path for the nom13. With the nominal interest rate treated as the monetary policy instrument, (8.8) simply determines the real quantity of money in equilibrium."
7,"14. The process for price adjustment, however, has not been derived from the underlying structure of the economic environment. 15. Important issues of price level determinacy arise under interest rate–setting policies (see chapter 11). 340 8 New Keynesian Monetary Economics If a policy rule for the nominal interest rate is added to the model, this must be done with care to ensure that the policy rule does not render the system unstable or introduce multiple equilibria."
8,"For example, suppose monetary policy is represented by the following purely exogenous process for ^{t: ^{t 1⁄4 vt; ð8:25Þ where vt is a stationary stochastic process. Combining (8.25) with (8.24) and (8.20), the resulting system of equations can be written as 1 s1 0 b Etxtþ1 Etptþ1 1⁄4 1 0 k 1 xt pt þ s1vt ut 0 : Premultiplying both sides by the inverse of the matrix on the left produces Extxtþ1 Etptþ1 1⁄4 M xt pt þ s1vt ut 0 ; ð8:26Þ where M 1⁄4 1 þ k sb 1 sb k b 1 b :"
9,"Equation (8.26) has a unique stationary solution for the output gap and inflation if and only if the number of eigenvalues of M outside the unit circle is equal to the number of forward-looking variables, in this case, two (Blanchard and Kahn 1980). However, only the largest eigenvalue of this matrix is outside the unit circle, implying that multiple bounded equilibria exist and that the equilibrium is locally indeterminate. Stationary sunspot equilibria are possible. This example illustrates that an exogenous policy rule—one that does not respond to the endogenous variables x and p—introduces the possibility of multiple equilibria."
10,"To understand why, consider what would happen if expected inflation were to rise. Since (8.25) does not allow for any endogenous feedback from this rise in expected inflation to the nominal interest rate, the real interest rate must fall. This decline in the real interest rate is expansionary, and the output gap increases. The rise in output increases actual inflation, according to (8.20). Thus, a change in expected inflation, even if due to factors unrelated to the fundamentals of inflation, can set o¤ a self-fulfilling change in actual inflation."
11,"This discussion suggests that a policy that raised the nominal interest rate when inflation rose, and raised ^{t enough to increase the real interest rate so that the output gap fell, would be su‰cient to ensure a unique equilibrium. For example, suppose the nominal interest rate responds to inflation according to the rule ^{t 1⁄4 dpt þ vt: ð8:27Þ Combining (8.27) with (8.24) and (8.20), ^{t can be eliminated, and the resulting system is written as Extxtþ1 Etptþ1 1⁄4 N xt pt þ s1vt ut 0 ; ð8:28Þ where N 1⁄4 1 þ k sb bd1 sb k b 1 b :"
12,"Bullard and Mitra (2002) showed that a unique stationary equilibrium exists as long as d > 1.17 Setting d > 1 is referred to as the Taylor principle, because John Taylor was the first to stress the importance of interest rate rules that called for responding more than one-for-one to changes in inflation. Suppose that instead of reacting solely to inflation, as in (8.27), the central bank responds to both inflation and the output gap according to ^{t 1⁄4 dppt þ dxxt þ vt: This type of policy rule is called a Taylor rule (Taylor 1993a), and variants of it have been shown to provide a reasonable empirical description of the policy behavior of many central banks (Clarida, Galı ́, and Gertler 2000)."
13,"18. With this policy rule, Bullard and Mitra (2002) showed that the condition necessary to ensure that the economy has a unique stationary equilibrium becomes kðdp 1Þþð1 bÞdx > 0: ð8:29Þ Determinacy now depends on both the policy parameters dp and dx. A policy that failed to raise the nominal interest rate su‰ciently when inflation rose would lead to a rise in aggregate demand and output. This rise in x could produce a rise in the real interest rate that served to contract spending if dx were large. Thus, a policy rule with dp < 1 could still be consistent with a unique stationary equilibrium. At a quarterly frequency, however, b is about 0:99, so dx would need to be very large to o¤set a value of dp much below 1."
14,pecifies an objective function for the monetary authority and then derives the policymaker’s decision rule for setting the nominal interest rate.
15,"in output increases actual inflation, according to (8.20). Thus, a change in expected inflation, even if due to factors unrelated to the fundamentals of inflation, can set o¤ a self-fulfilling change in actual inflation."
16,"Bullard and Mitra (2002) showed that a unique stationary equilibrium exists as long as d > 1.17 Setting d > 1 is referred to as the Taylor principle, because John Taylor was the first to stress the importance of interest rate rules that called for responding more than one-for-one to changes in inflation."
17,18. Sometimes the term Taylor rule is reserved for the case in which dp 1⁄4 1:5 and dx 1⁄4 0:5 when inflation and the interest rate are expressed at annual rates. These are the values Taylor (1993a) found matched the behavior of the federal funds rates rate during the Greenspan period.
18,"342 8 New Keynesian Monetary Economics kðdp 1Þþð1 bÞdx > 0: ð8:29Þ Determinacy now depends on both the policy parameters dp and dx. A policy that failed to raise the nominal interest rate su‰ciently when inflation rose would lead to a rise in aggregate demand and output. This rise in x could produce a rise in the real interest rate that served to contract spending if dx were large. Thus, a policy rule with dp < 1 could still be consistent with a unique stationary equilibrium. At a quarterly frequency, however, b is about 0:99, so dx would need to be very large to o¤set a value of dp much below 1."
19,"The Taylor principle is an important policy lesson that has emerged from the new Keynesian model. It has been argued that the failure of central banks such as the Federal Reserve to respond su‰ciently strongly to inflation during the 1970s provides an explanation for the rise in inflation experiences at the time (Lubik and Schorfheide 2004). Further, Orphanides (2001) argued that estimated Taylor rules for the Federal Reserve are sensitive to whether real-time data are used, and he found a much weaker response to inflation in the 1987–1999 period based on real-time data."
20,"19. Because the Taylor principle is based on the mapping from policy response coe‰cients to eigenvalues in the state space representation of the model, one would expect that the exact restrictions the policy responses must satisfy to ensure determinacy will depend on the specification of the model. Two aspects of the model have been explored that lead to significant modifications of the Taylor principle."
21,"First, Ascari and Ropele (2007) and Kiley (2007b) found that the Taylor rule can be insu‰cient to ensure determinacy when trend inflation is positive rather than zero as assumed when obtaining the standard linearized new Keynesian inflation equation. For example, Coibion and Gorodnichenko (2008) showed, in a calibrated model, that the central bank’s response to inflation would need to be over ten-to-one to ensure determinacy if steady-state inflation exceeded 6 percent. However, many models assume some form of indexation (see chapter 6), and for these models the Taylor principle would continue to hold even in the face of a positive steady-state rate of inflation."
22,"Second, the Taylor principle can be significantly a¤ected when interest rates have direct e¤ects on real marginal cost. Such an e¤ect, usually referred to as the cost channel of monetary policy, is common in models in which firms need to finance wage payments, as in Christiano, Eichenbaum, and Evans (2005) or Ravenna and Walsh (2006), or in which search frictions in the labor market introduce an intertemporal aspect to the firm’s labor demand condition (Ravenna and Walsh 2008)."
23,"For 19. Other papers employing real-time data to estimate policy rules include Rudebusch (2006) for the United States and Papell, Molodtsova, and Nikolsko-Rzhevskyy (2008) for the United States and Germany."
