id,paragraph
1,"320 7 D
iscretionary Policy and Time Inconsistency
ture the manner in which a high degree of persistence is displayed in the response of
actual inflation to economic shocks that, in principle, should cause only one-time
price level e¤ects. For example, consider a negative supply shock. When the central
bank is concerned with stabilizing real output, such a shock leads to a rise in the inflation rate. This reaction seems consistent with the early 1970s, when the worldwide
oil price shock is generally viewed as being responsible for the rise in inflation. In the
models considered in previous sections, the rise in inflation lasts only one period. The
shock may have a permanent e¤ect on the price level, but it cannot account for persistence in the inflation rate. Ball (1991; 1995) argued, however, that inflation results
from an adverse shock and that once inflation increases, it remains high for some
time. Eventually, policy shifts do bring inflation back down. Models of unemployment
persistence based on labor market hysteresis, such as those developed by Lockwood and Philippopoulos (1994), Jonsson (1995), Lockwood (1997), and Svensson
(1997b), also imply some inflation persistence. A shock that raises unemployment
now also raises expected unemployment in the future. This increases the incentive
to generate an expansion and so leads to a rise in inflation both now and in the
future. But these models imply that inflation gradually returns to its long-run average, so they cannot account for the shifts in policy that often seem to characterize
disinflations."
2,"One model that does display such shifts was discussed earlier. Ball (1995) accounted for shifts in policy by assuming that the central bank type can change between a zero inflation type and an optimizing type according to a Markov process.
With imperfect information, the public must attempt to infer the current central
bank’s type from inflation outcomes. The wet type mimics the zero inflation type
until an adverse disturbance occurs. If such a shock occurs and the central bank is a
wet type, inflation rises. This increase reveals the central bank’s type, so the public
expects positive inflation, and in equilibrium, inflation remains high until a dry type
takes over. As a result, the model predicts the type of periodic and persistent bouts of
inflation that seem to have characterized inflation in many developed economies. The
model of Albanesi, Chari, and Christiano (2003) displays multiple equilibria and so
can account for shifts between low- and high-inflation equilibria."
3,"not indi¤erent between yt yn > 0 and yt yn < 0 even if the deviations are of equal magnitude. A central bank that views a 1 percent fall in output below yn as more costly than a 1 percent rise above yn will tend to err in the direction of an overly expansionary policy. As a result, an average inflation bias reemerges even though k 1⁄4 0. Ruge-Murcia (2003a), in contrast, considered the case of a central bank with an inflation target and asymmetric preferences over target misses. He showed that if the central bank prefers undershooting its target rather than overshooting it, average inflation will tend to be less than the target inflation rate."
4,"Ruge-Murcia (2003b) nested both Cukierman’s asymmetric preferences and the standard quadratic preferences of the Barro-Gordon model into a model he was able to take to the data. He did so by specifying preferences over inflation and unemployment by the following mixture of a quadratic function in inflation and a linex function in unemployment: Lt 1⁄4 1 2 ðpt pÞ 2 þ f g2 ðexp1⁄2gðut ut Þ gðut ut Þ 1g; where p is a constant inflation target and ut is the policymaker’s desired rate of unemployment. For g > 0, positive deviations of unemployment above target are viewed as more costly than negative deviations. If ut 1⁄4 kEt1un t , where un t is the natural rate of unemployment and 0 < k < 1, Ruge-Murcia showed, the Barro-Gordon model is obtained by letting g ! 0 and a version similar to Cukierman’s asymmetric preferences is obtained when g > 0 and k 1⁄4 1, that is, when the target unemployment rate equals the natural rate. In the standard Barro-Gordon model, the inflation bias would disappear when k 1⁄4 1. Using U.S. data, Ruge-Murcia found that the Barro-Gordon model is rejected, but Cukierman’s model is not, suggesting that a stronger aversion to unemployment rate increases relative to unemployment rate decreases may have been important in generating the observed pattern of inflation in the United States."
5,"Cukierman and Gerlach (2003) also found support for the importance of asymmetric preferences. They showed that if central banks are uncertain about economic developments and have asymmetric preferences over output, average inflation should be positively correlated with the volatility of output. They found evidence supporting this implication from a cross-section of 22 OECD countries."
6,"uest of inflation is temporary, and the equilibrium can alternate between periods of high inflation and periods of low inflation."
7,"In testing for the role of the biases arising under time inconsistency on actual inflation, it is important to keep in mind that observed inflation is an equilibrium outcome, and a low observed inflation rate need not imply the absence of time inconsistency problems. As noted in the discussion of reputational models, equilibrium may involve pooling in which even an opportunistic central bank delivers low inflation, at least for a while."
8,"Many countries experience, for long periods of time, average inflation rates that clearly exceed what would seem to be reasonable estimates of the socially desired inflation rate. The time inconsistency literature originated as a positive attempt to explain this observation. In the process, the approach made important methodological contributions to monetary policy analysis by emphasizing the need to treat central banks as responding to the incentives they face."
9,"The factors emphasized in this chapter—central bank preferences, the short-run real e¤ects of surprise inflation, the rate at which the central bank discounts the future, the e¤ects of political influences on the central bank—are quite di¤erent from the factors that received prominence in the optimal taxation models of inflation of chapter 4. Although a large number of empirical studies of the industrialized economies have found that indices of central bank political independence are negatively related to average inflation, evidence also suggests the importance of financing considerations."
10,"Perhaps the most important contribution of the literature on time inconsistency, however, has been to provide theoretical frameworks for thinking formally about credibility issues, on the one hand, and the role of institutions and political factors, on the other, in influencing policy choices. By emphasizing the interactions of the incentives faced by policymakers, the structure of information about the economy and about the central bank’s preferences, and the public’s beliefs, the models examined in this chapter provide a critical set of insights that have influenced the recent debates over rules, discretion, and the design of monetary policy institutions."
11,"7.6 Problems 1. Consider the following simple economy. Output is given by yt 1⁄4 y þ aðpt pe t Þ þ et; where y is output, p is inflation, pe is expected inflation, and e is a productivity shock. Private sector expectations are formed before observing e, and the central bank can act after observing e. Suppose the central bank controls inflation and does so to minimize Lt 1⁄4 1 2 1⁄2ðpt pÞ 2 þ lðyt yÞ 2; where y > y."
12,"a. Solve for the rational-expectations equilibrium for inflation and output if the central bank acts with discretion. b. Solve for the rational-expectations equilibrium for inflation and output under the optimal commitment policy. c. Explain (in words) how the inflation bias under discretion depends on a, l, and y y."
13,"2. Suppose output is given by yt 1⁄4 y þ aðpt pe t Þ þ et; where y is output, p is inflation, pe is expected inflation, and e is a productivity shock. Private sector expectations are formed after receiving a signal v on the productivity shock, where vt 1⁄4 et þ nt; and nt is white noise. Let s2 x denote the variance of x and the public’s forecast of et conditional on vt is svt, where s 1⁄4 s2 e =ðs2 e þ s2 n Þ. The central bank can act after observing e. Suppose the central bank controls inflation and does so to minimize Lt 1⁄4 1 2 1⁄2ðpt pÞ 2 þ lðyt yÞ 2; where y > y."
14,"a. Solve for the rational-expectations equilibrium for inflation and output if the central bank acts with discretion. How does the central bank’s reaction to et depend on how noisy the public’s signal is, as measured by s2 n ? b. Solve for the rational-expectations equilibrium for inflation and output under the optimal commitment policy. How does the central bank’s reaction to et depend on how noisy the public’s signal is, as measured by s2 n ? c. Calculate expected loss under discretion and under commitment. Does s2 n influence the expected gains from commitment? Explain."
15,3. Suppose the central bank dislikes inflation variability around a target level p. It also prefers to keep unemployment stable around an unemployment target u. These objectives can be represented in terms of minimizing V 1⁄4 lðu uÞ 2 þ 1 2 ðp pÞ 2; where p is the inflation rate and u is the unemployment rate. The economy is described by u 1⁄4 un aðp peÞ þ v; where un is the natural rate of unemployment and pe is expected inflation. Expectations are formed by the public before observing the disturbance v. The central bank can set inflation after observing v. Assume u < un.
