id,paragraph
1,"10.2 Interest Rates and Monetary Policy 461
Benhabib, Schmitt-Grohe ́, and Uribe (2001a; 2001b; 2002) and Schmitt-Grohe ́,
and Uribe (2000b) argued that deflationary paths originating from initial price levels
less than P‍ cannot be ruled out. Their argument was based on the observation that
the nominal rate of interest cannot fall below zero. Explosive deflations would eventually force the nominal interest rate to zero, but the nominal rate is then prevented
from falling further. They argued that simple and seemingly reasonable monetary
policy rules, rules that follow the Taylor principle and change the nominal interest
rate more than one-for-one in response to changes in inflation (see chapter 8) may
actually lead to macroeconomic instability that would force the economy into a liquidity trap—a situation of zero nominal interest rates."
2,"Benhabib, Schmitt-Grohe ́, and Uribe (2001a; 2001b; 2002) and Schmitt-Grohe ́, and Uribe (2000b) argued that deflationary paths originating from initial price levels less than P cannot be ruled out. Their argument was based on the observation that the nominal rate of interest cannot fall below zero. Explosive deflations would eventually force the nominal interest rate to zero, but the nominal rate is then prevented from falling further. They argued that simple and seemingly reasonable monetary policy rules, rules that follow the Taylor principle and change the nominal interest rate more than one-for-one in response to changes in inflation (see chapter 8) may actually lead to macroeconomic instability that would force the economy into a liquidity trap—a situation of zero nominal interest rates."
3,"To illustrate this possibility, rewrite the equilibrium condition (10.11) as 1 þ it 1⁄4 Ptþ1 Pt z; where the real factors summarized by z that determine the real interest rate are taken to be constant. Taking logs of both sides, this equilibrium relationship can be approximated by it 1⁄4 ptþ1 þ logðzÞ: Now suppose the central bank follows an interest rate rule of the form it 1⁄4 r þ p þ dðpt pÞ; ð10:13Þ where p is the central bank’s target inflation rate and r 1 logðzÞ is the equilibrium rate rate. This policy rule can be viewed as a simple form of the Taylor rule. The Taylor principle calls for ensuring that the nominal interest rate responds more than one-for-one to changes in inflation: d > 1."
4,"If these two equations are combined, the equilibrium process for the inflation rate becomes ptþ1 1⁄4 p þ dðpt pÞ; which is unstable for d > 1, that is, for policy rules following the Taylor principle. The dynamics of the model are illustrated in figure 10.1. A stationary equilibrium exists with inflation equal to p. However, for inflation rates that start out below the target rate p, p declines. If the rate of deflation is bounded below by the zero bound on nominal interest rates, however, the economy converges to a zero nominal rate liquidity trap. The resulting equilibrium at p is stable."
5,"This simple example has expected future inflation depend on current inflation through the assumed policy rule. Standard stability arguments in the presence of forward-looking jump variables rely on notions of saddle-path stability in which the inflation rate would jump to put the economy on a stable path converging to the unique stationary steady state. In the present context, this would involve current inflation jumping immediately to equal p, the unique value consistent with a stationary equilibrium. That is, the only perfect-foresight stationary equilibrium in a neighborhood of p is that associated with inflation equal to the target rate p. In contrast, in a neighborhood around the deflationary equilibrium p, there are many equilibrium paths consistent with a perfect-foresight equilibrium. Given this nonuniqueness or indeterminacy, sunspot equilibria are possible. If inflation starts out just to the left of p, the central bank cuts the nominal rate in an attempt to lower the real rate and stimulate the economy. But instead, this policy reaction simply generates expectations of lower inflation, causing actual inflation to decline further. Expressed in terms of the quantity of money, the lower nominal rate increases the demand for real money balances, forcing a fall in the price level and pushing the economy into a deflationary equilibrium."
6,"Solutions How can the economy get out of a liquidity trap? First, it is worth noting that, in general, optimal monetary policy in the absence of nominal rigidities requires that the nominal interest rate equal zero. Rather than being a bad outcome, converging to a zero nominal interest rate is optimal because it eliminates the wedge between the private and social opportunity costs of money. If, however, for reasons not specified in the simple model used here, the liquidity trap equilibrium is a bad outcome, then one must question the assumption that the policymaker follows an ad hoc nonoptimal decision rule such as (10.13)."
7,"Suggestions for getting out of a liquidity trap have involved both fiscal and monetary policies. Suppose fiscal policy is non-Ricardian. The government could promise to run huge deficits whenever the inflation rate gets too low (Benhabib, Schmitt-Grohe ́, and Uribe 2002). According to the fiscal theory of the price level, this action, by increasing the government’s total stock of nominal debt, would increase the equilibrium price level. This policy would rule out the low-inflation equilibrium by producing expectations of higher inflation whenever inflation becomes too low."
8,"Ireland (2001b) departed from the standard representative agent framework to show that a traditional real balance effect can eliminate liquidity traps. In his model, there are two overlapping generations. In the liquidity trap, nominal interest rates are zero, and the demand for real money balances is indeterminate. As a consequence, variations in the nominal stock of money may not affect the price level—there is a real indeterminacy (of real money balances). However, in a steady state with a zero nominal interest rate, prices are falling, so the nominal stock of money must also decline to keep real balances constant. This requires taxing the young to reduce the money supply. With population growth, Ricardian equivalence does not hold. The future taxes necessary to reduce M will be paid, in part, by future generations, so the present discounted value of these taxes to the current generation is less than the value of their money holdings. In this environment, money is wealth, and aggregate demand depends on the real stock of money. This uniquely determines the level of real balances in equilibrium. But if M=P is uniquely determined, then varying M must always affect P, even in the liquidity trap."
9,"If the central bank can conduct open market operations in an asset that is an imperfect substitute for money, monetary policy can still affect inflation, even in a liquidity trap. McCallum (2000) and Svensson (2001), for example, argued that a central bank can generate inflation by depreciating its currency, and Goodfriend (2000) considered the effects of open market operations in long-term bonds. By increasing the equilibrium price level, and thereby causing private agents to expect a positive rate of inflation, such policies can prevent nominal interest rates from falling to zero."
10,"Our simple model used to illustrate a liquidity trap ignored the real side of the economy. In practice, the zero lower bound on the nominal interest rate can create serious problems when the equilibrium real interest rate becomes negative. Since the real interest rate is it Etptþ1, if the nominal interest rate set by the central bank has been reduced to zero, expectations of deflation act to raise the real interest. When the central bank has an explicit (positive) target for inflation as under an inflation targeting regime, the likelihood that the public will expected deflation may be reduced. Price level targeting may be even more effective, since under such a policy any actual fall in the price level must be offset by above average inflation to bring the price level back to target. In this way, a regime of price level targeting may generate higher expectations of future inflation, thereby lowering the real interest rate even when the current policy rate is at zero. Price level targeting was analyzed by Svensson (1999d) and Vestin (2006). Eggertsson and Woodford (2003) emphasized the importance of commitments to future policies and found that a history-dependent price level targeting rule can implement optimal policy even in a liquidity trap."
