id,paragraph
1,"Traditional models of the U.S. reserve market typically assumed that reserves earned zero interest and that the discount rate at which reserves could be borrowed from the Fed was below the funds rate. To prevent banks from exploiting the profit opportunity available when the rate paid on borrowed funds was below the rate to be obtained by lending funds, discount borrowing was rationed through nonprice mechanisms that limited a bank’s ability to borrow. Such models have become less relevant as many central banks, including the Fed, pay interest on reserves and impose penalty rates on borrowing that allow central banks to eliminate nonprice mechanisms for limiting borrowing. For example, the Federal Reserve established a penalty borrowing rate in 2003 and began paying interest on reserve balances on October 6, 2008."
2,"of sweep accounts has reduced the level of required reserves, and in some countries banks are not required to hold reserves. These institutional changes have led to new models of the reserve market to study the determination of the overnight interbank interest rate, models that focus on banks’ need to hold reserves because of the volatility of payment balances rather than to meet reserve requirements. Furfine (2000), for example, stated that banks active in the payment system might send and receive payments that total more than 30 times their reserve balance on a typical day. Thus, section 11.4.3 presents a simple model that incorporates stochastic variability in bank reserve balances, interest on reserves, and a penalty rate on reserves borrowed from the central bank. The following section, however, begins with a traditional model."
3,"A Traditional Model of the Reserve Market The demand for reserves will depend on the costs of reserves and on any factors that influence money demand—aggregate income, for example. In order to focus on the very short-run determination of reserve aggregates and the funds rate, factors such as aggregate income and prices are simply treated as part of the error term in the total reserve demand relationship, resulting in TRd 1⁄4 ai f þ vd ; ð11:25Þ where TRd represents total reserve demand, i f is the funds rate (the rate at which a bank can borrow reserves in the private market), and vd is a demand disturbance."
4,"The Federal Reserve set the discount rate 100 basis points above the federal funds rate target beginning on January 6, 2003. This spread was maintained at this level until early 2007. (It was reduced to 75 basis points on June 30, 2005, but increased back to 100 basis points the following month.) From August 17, 2007, the spread was cut to 50 basis points and then was reduced further to 25 basis points on March 18, 2008. Authority for the Federal Reserve to pay interest was originally scheduled to come into e¤ect in 2011 but accelerated authority was granted as part of the Emergency Economic Stabilization Act of 2008. This act’s primary purpose was to establish the Troubled Asset Relief Program (TARP). Coincidentally, an earlier major change in Fed operating procedures also took place on an October 6. On this date in 1979, the Volcker Fed shifted to a reserve aggregates operating procedure that saw interest rates rise significantly as the Fed moved to bring inflation down. For a discussion of monetary policy implementation when interest is paid on reserves, see Goodfriend (2002)."
5,"This disturbance will reflect variations in income or other factors that produce fluctuations in deposit demand. One interpretation of (11.25) is that it represents a relationship between the innovations in total reserve demand and the funds rate after the lagged e¤ects of all other factors have been removed. For example, Bernanke and Mihov (1998) attempted to identify policy shocks by focusing on the relationships among the innovations to reserve demand, reserve supply, and the funds rate obtained as the residuals from a VAR model of reserve market variables. They characterized alternative operating procedures in terms of the parameters linking these innovations."
6,"The total supply of reserves held by the banking system can be expressed as the sum of the reserves that banks have borrowed from the Federal Reserve System plus nonborrowed reserves: TRs t 1⁄4 BRt þ NBRt: The Federal Reserve can control the stock of nonborrowed reserves through open market operations; by buying or selling government securities, the Fed a¤ects the stock of nonborrowed reserves. For example, a purchase of government debt by the Fed raises the stock of nonborrowed reserves when the Fed pays for its purchase by crediting the reserve account of the seller’s bank with the amount of the purchase. Open market sales of government debt by the Fed reduce the stock of nonborrowed reserves. So the Fed can, even over relatively short time horizons, exercise close control over the stock of nonborrowed reserves."
7,"The stock of borrowed reserves depends on the behavior of private banks and on their decisions about borrowing from the Fed (borrowing from the discount window). Bank demand for borrowed reserves will depend on the opportunity cost of borrowing from the Fed (the discount rate) and the cost of borrowing reserves in the federal funds market (the federal funds rate). An increase in the funds rate relative to the discount rate makes borrowing from the Fed more attractive and leads to an increase in bank borrowing. The elasticity of borrowing with respect to the spread between the funds rate and the discount rate will depend on the Fed’s management of the discount window. Traditionally, the Fed maintained the discount rate below the federal funds rate. This created an incentive for banks to borrow reserves at the discount rate and then lend these reserves at the higher market interest rates. To prevent banks from exploiting this arbitrage opportunity, the Fed used nonprice methods to ration bank borrowing."
8,"Nonprice rationing a¤ects the degree to which banks turn to the discount window to borrow as the incentive to do so, the spread between the funds rate and the discount rate, widens. Banks must weigh the benefits of borrowing reserves in a particular week against the possible cost in terms of reduced future access to the discount window. Banks reduce their current borrowing if they expect the funds rate to be higher in the future because they prefer to preserve their future access to the discount window, timing their borrowing for periods when the funds rate is high. This type of intertemporal substitution also occurs because required reserves in the United States are based on an average over a two-week maintenance period; except for the last day of the maintenance period, banks have an incentive to hold reserves on days they are least costly."
9,"Therefore, borrowing decisions depend on the expected future funds rate as well as on the current funds rate, and this can be represented by a simple demand function of the form BRt 1⁄4 b1ði f t i d t Þ b2Etði f tþ1 i d tþ1Þ þ vb t ; ð11:26Þ where i d is the discount rate (a policy variable) and vb is a borrowing disturbance."
10,"In 2003 the Fed changed the way it administers the discount window. Under the new procedures, the discount rate would be set above the federal funds rate. Banks that qualify for primary credit could borrow at a rate 1 percent above the funds rate; secondary credit would be available at a rate of 1.5 percent above the funds rate. By converting the discount rate into a penalty rate, the arbitrage opportunity created when the discount rate is below the funds rate and the need for nonprice rationing at the discount window are eliminated. Because much of the empirical work on the U.S. reserve market was based on data from periods when the discount rate was kept below the funds rate, the model of this section assumes that i f > i d . The case of a penalty rate is discussed in section 11.4.3."
