id,paragraph
1,"Þ LtðiÞ ; ð6:25Þ where Wt is the nominal wage rate and ð1 aÞYtðiÞ=LtðiÞ is the marginal product of labor. In a symmetric equilibrium, all intermediate firms charge the same relative price, employ the same labor and capital inputs, and produce at the same level, so PtðiÞ 1⁄4 PtðjÞ 1⁄4 Pt, and (6.25) implies Lt 1⁄4 qð1 aÞYt Wt=Pt : ð6:26Þ Firms will be concerned with their relative price, not the absolute price level, so money remains neutral. As (6.25) and (6.26) show, proportional changes in all nominal prices (i.e., PðiÞ, P, and W) leave firm i 0 s optimal relative price and aggregate labor demand una¤ected. If the household’s decision problem is not altered from the earlier analysis, consumption, labor supply, and investment decisions would not be altered by proportional changes in all nominal prices and the nominal stock of money.14 14. The household’s budget constraint is altered because real profits of the intermediate goods producers must be paid out to households. However, as (6.23) shows, nominal profits are homogeneous of degree 1 in prices, so their real value will be homogeneous of degree 0. Thus, proportional changes in the nominal money stock and all prices leave the household’s budget constraint una¤ected."
2,"To complete the specification of the model, the aggregate demand for labor given by (6.26) must be equated to the aggregate labor supply derived from the outcome of household choices. In the flexible-price models examined so far, labor market equilibrium with competitive factor markets required that the marginal rate of substitution between leisure and consumption be equal to the real wage, which, in turn, was equal to the marginal product of labor. With imperfect competition, (6.26) shows that q drives a wedge between the real wage and the marginal product of labor.15 Thus, labor market equilibrium requires that Ul Uc 1⁄4 W P 1⁄4 qMPL a MPL: ð6:27Þ If the model is linearized around the steady state, q drops out of the labor market equilibrium condition because of the way in which it enters multiplicatively. This example of a model of monopolistic competition assumed flexible prices (and wages). The basic structure of this example is used to explore alternative models of nominal rigidities."
3,"6.2.4 Time-Dependent Pricing (TDP) Models An important class of models treats the adjustment of prices (and wages) as depending on time but not on the state of the economy. That is, they assume the probability that a firm adjusts its price does not depend on whether there have been big shocks since the price was last changed or whether inflation has been high or low since the last adjustment. Instead, this probability may depend simply on how many periods since the firm last adjusted its price, or the probability of adjustment might be the same, regardless of how long it has been since the last price change or how economic conditions may have changed. The Taylor model discussed earlier is an example of a time-dependent pricing (TDP) model. Time-dependent models of price adjustment are more tractable than models in which the decision to change price depends on the state of the economy. As a consequence, time-dependent models are very popular and are the basis of most models employed for policy analysis. State-dependent models are discussed in section 6.2.5."
4,"The Taylor Model Revisited Taylor (1979; 1980) argued that the presence of multiperiod nominal contracts, with only a fraction of wages or prices negotiated each period, could generate the type of real output persistence in response to monetary shocks observed in the data. When setting a price during period t that will remain in e¤ect for several periods, a firm will base its decisions on its expectations of conditions in future periods. But the aggregate price level will also depend on those prices set in earlier periods that are still in e¤ect. This imparts both forward-looking and backward-looking aspects to the aggregate price level and, as Taylor showed, provides a framework capable of replicating aggregate dynamics."
5,"After some manipulation of the first-order condition, one obtains Pt 1⁄4 EtðPy t VtYt þ R1 t Py tþ1Vtþ1Ytþ1Þ qEtðP1=ð1qÞ t Yt þ R1 t P1=ð1qÞ tþ1 Ytþ1Þ ; ð6:28Þ where y 1⁄4 ð2 qÞ=ð1 qÞ. If prices are set for only one period, the terms involving t þ 1 drop out, and one obtains the earlier pricing equation (6.24). What does (6.28) imply about aggregate price adjustment? Let p, p, and v denote percentage deviations of P, P, and V around a zero inflation steady state. If discounting is ignored, for simplicit y, (6.28) can be approximated in terms of percentage deviations around the steady state as pt 1⁄4 1 2 ðpt þ Etptþ1Þ þ 1 2 ðvt þ Etvtþ1Þ: ð6:29Þ"
6,"17. This is a form of time-dependent pricing; prices are set for a fixed length of time, regardless of economic conditions. 18. Chari, Kehoe, and McGrattan (2000) considered situations in which a fraction 1=N of all firms set prices each period for N periods. They then varied N to examine its role in a¤ecting aggregate dynamics. They altered the interpretation of the time period so that N always corresponds to one year; thus, varying N alters the degree of staggering. They concluded that N has little e¤ect. The average price of the final good, expressed in terms of deviations from the steady state, is pt 1⁄4 1 2 ðpt1 þ ptÞ, where pt1 is the price of intermediate goods set at time t 1 and pt is the price set in period t. Similarly, Etptþ1 1⁄4 1 2 ðpt þ ptþ1Þ. Substituting these expressions into the equation for pt yields pt 1⁄4 1 2 pt1 þ 1 2 Et ptþ1 þ ðvt þ Etvtþ1Þ: This reveals the backward-looking (via the presence of pt1) and forward-looking (via the presence of Etptþ1 and Etvtþ1) nature of price adjustment."
7,"The variable vt is the deviation of minimized unit costs from its steady state. Suppose this is proportional to output: vt 1⁄4 gyt.19 If one further assumes a simple money demand equation of the form mt pt 1⁄4 yt, then pt 1⁄4 1 2 pt1 þ 1 2 Etptþ1 þ gðyt þ Etytþ1Þ = 1 2 pt1 þ 1 2 Etptþ1 þ gðmt pt þ Etmtþ1 Etptþ1Þ = 1 2 1 g 1 þ g ðpt1 þ Etptþ1Þ þ g 1 þ g ðmt þ Etmtþ1Þ: ð6:30Þ This is a di¤erence equation in p. It implies that the behavior of prices set during period t will depend on prices set during the previous period, on prices expected to be set during the next period, and on the path of the nominal money supply over the two periods during which pt will be in e¤ect. For the case in which mt follows a random walk (so that Etmtþ1 1⁄4 mt), the solution for pt is pt 1⁄4 apt1 þ ð1 aÞmt; ð6:31Þ where a 1⁄4 ð1 ffiffi g p Þð1 þ ffiffi g p Þ is the root less than 1 of a2 2ð1 þ gÞa=ð1 gÞ þ 1 1⁄4 0."
8,"Since the aggregate price level is an average of prices set at t and t 1, pt 1⁄4 1 2 ðpt þ pt1Þ 1⁄4 apt1 þ 1 2 ð1 aÞðmt þ mt1Þ: ð6:32Þ Taylor (1979; 1980) demonstrated that a price adjustment equation of the form given by (6.32) is capable of mimicking the dynamic response of U.S. prices.21 The response, however, depends critically on the value of a (which, in turn, depends on g). Figure 6.1 shows the response of the price level and output for g 1⁄4 1 ða 1⁄4 0Þ and g 1⁄4 0:05 ða 1⁄4 0:63Þ. This latter value is the one that Taylor found matches U.S. data, and, as the figure shows, an unexpected, permanent increase in the nominal money supply produces a rise in output with a slow adjustment back to the baseline, mirrored by a gradual rise in the price level. Though the model assumes that prices are set for only two periods, the money shock leads to a persistent long-lasting e¤ect on output with this value of g."
9,"Chari, Kehoe, and McGrattan assumed that employment must be consistent with household labor supply choices, and they showed that g is a function of the parameters of the representative agent’s utility function. They argued that a very high labor supply elasticity is required to obtain a value of g on the order of 0:05. With a low labor supply elasticity, as seems more plausible, g will be greater than or equal to 1. If g 1⁄4 1, a 1⁄4 0 and the figure suggests the Taylor model is not capable of capturing realistic adjustment to monetary shocks. Ascari (2000) reached similar conclusions in a model that is similar to the framework in Chari, Kehoe, and McGrattan (2000) but that follows Taylor’s original work in making wages sticky rather than prices. However, rather than drawing the implication that staggered price (or wage) adjustment is unimportant for price dynamics, the assumption that observed employment is consistent with the labor supply behavior implied by the model of the household can be questioned."
10,"Models that interpret observed employment as tracing out a labor supply function typically have di‰culty matching other aspects of labor market behavior (Christiano and Eichenbaum 1992b). Calvo’s Model An alternative model of staggered price adjustment is due to Calvo (1983). He assumed that firms adjust their prices infrequently, and that opportunities to adjust arrive as an exogenous Poisson process. Each period, there is a constant probability 1 o that the firm can adjust its price; the expected time between price adjustments is 1=ð1 oÞ.22 Because these adjustment opportunities occur randomly, the interval between price changes for an individual firm is a random variable."
