id,paragraph
1,"future expected inflation rises less in the face of a positive et shock. As a consequence, current inflation can be stabilized, with a smaller fall in the output gap. The inflation-output trade-o¤ is improved. Recall, however, that the notion of commitment used here is actually suboptimal. As noted earlier, fully optimal commitment leads to inertial behavior in that future inflation depends not on the output gap but on the change in the gap. 8.4.5 Endogenous Persistence Empirical research on inflation (see section 6.3.2) has generally found that when lagged inflation is added to (8.41), its coe‰cient is statistically and economically significant. If lagged inflation a¤ects current inflation, then even under discretion the central bank faces a dynamic optimization problem; decisions that a¤ect current inflation also a¤ect future inflation, and this intertemporal link must be taken into account by the central bank when setting current policy. Svensson (1999d) and Vestin (2006) illustrated how the linear-quadratic structure of the problem allows one to solve for the optimal discretionary policy in the face of endogenous persistence. To analyze the e¤ects introduced when inflation depends on both expected future inflation and lagged inflation, suppose (8.41) is replaced by pt 1⁄4 ð1 fÞbEtptþ1 þ fpt1 þ kxt þ et: ð8:61Þ The coe‰cient f measures the degree of backward-looking behavior exhibited by inflation.36 If the central bank’s objective is to minimize the loss function given by 36. Galı ́ and Gertler (1999), Woodford (2003), and Christiano, Eichenbaum, and Evans (2005) developed inflation adjustment equations in which lagged inflation appears by assuming that some fraction of firms do not reset their prices optimally (see section 6.3.2)."
2,"366 8 New Keynesian Monetary Economics (8.45), the policy problem under discretion can be written in terms of the value function defined by Vðpt1; etÞ 1⁄4 min pt; xt 1 2 ðp2 t þ lx2 t Þ þ bEtVðpt; etþ1Þ þ yt1⁄2pt ð1 fÞbEtptþ1 fpt1 kxt et : ð8:62Þ The value function depends on lagged inflation because it is an endogenous state variable. Because the objective function is quadratic and the constraints are linear, the value function will be quadratic, and one can hypothesize that it takes the form Vðpt1; etÞ 1⁄4 a0 þ a1et þ 1 2 a2e2 t þ a3etpt1 þ a4pt1 þ 1 2 a5p2 t1: ð8:63Þ As Vestin demonstrated, this guess is only needed to evaluate EtVpðpt; etþ1Þ, and EtVpðpt; etþ1Þ 1⁄4 a3Etetþ1 þ a4 þ a5pt. If one assumes that the cost shock is serially uncorrelated, Etetþ1 1⁄4 0 and, as a consequence, the only unknown coe‰cients in (8.63) that will play a role are a4 and a5. The solution for inflation will take the form pt 1⁄4 b1et þ b2pt1: ð8:64Þ Using this proposed solution, one obtains Etptþ1 1⁄4 b2pt. This expression for expected future inflation can be substituted into (8.61) to yield pt 1⁄4 kxt þ fpt1 þ et 1 ð1 fÞbb2 ; ð8:65Þ which implies qpt=qxt 1⁄4 k=1⁄21 ð1 fÞbb2."
3,"Collecting these results, the first-order condition for the optimal choice of xt by a central bank whose decision problem is given by (8.62) is k 1 ð1 fÞbb2 1⁄2pt þ bEtVpðpt; etþ1Þ þ lxt 1⁄4 0: ð8:66Þ Using (8.65) to eliminate xt from (8.66) and recalling that EtVpðpt; etþ1Þ 1⁄4 a4 þ a5pt, one obtains pt 1⁄4 C k2 ð1 þ ba5Þ þ lC2 lfpt1 þ let bk2 C a4 ; ð8:67Þ where C 1 1 ð1 fÞbb2. 8.4 Monetary Policy Analysis in New Keynesian Models 367 From the envelope theorem and (8.66), Vpðpt1; etÞ 1⁄4 a3et þ a4 þ a5pt1 = f 1 ð1 fÞbb2 1⁄2pt þ EtVpðpt; etþ1Þ 1⁄4 lf k xt: Again using (8.65) to eliminate xt, Vpðpt1; etÞ1⁄4 lf k Cpt fpt1 et k = lf k ðCb2 fÞpt1 þ ðCb1 1Þet k : ð8:68Þ However, (8.63) implies that Vpðpt1; etÞ 1⁄4 a3et þ a4 þ a5pt1: Comparing this with (8.68) reveals that a4 1⁄4 0, a3 1⁄4 lf 1 Cb1 k2 and a5 1⁄4 lf f Cb2 k2 : Finally, substitute these results into (8.67) to obtain pt 1⁄4 C k2 þ blfðf Cb2Þ þ lC2 1⁄2lfpt1 þ let: Equating coe‰cients with (8.64), b1 1⁄4 lC k2 þ blfðf Cb2Þ þ lC2 and b2 1⁄4 lCf k2 þ blfðf Cb2Þ þ lC2 : ð8:69Þ Because C also depends on the unknown parameter b2, (8.69) does not yield a convenient analytic solution. To gain insights into the e¤ects of backward-looking aspects of inflation, it is useful to employ numerical techniques. This is done to generate figure 8.4, which shows the response of the output gap and inflation under optimal discretion when f 1⁄4 0:5. Also shown for comparison are the responses under the optimal commitment policy. Both the output gap and inflation display more persistence than when f 1⁄4 0 (see figures 8.2 and 8.3), and inflation returns to zero more slowly under discretion."
4,"It is insightful to consider explicitly the first-order conditions for the optimal policy problem under commitment. Adopting the timeless perspective, maximizing (8.45) subject to (8.61) leads to the following first-order conditions: pt 1⁄4 ð1 fÞbEtptþ1 þ fpt1 þ kxt þ et pt þ ct ð1 fÞct1 bfEtctþ1 1⁄4 0 lxt kct 1⁄4 0; where ct is the Lagrangian multiplier associated with (8.61). Eliminating this multiplier, the optimal targeting rule becomes pt 1⁄4 l k 1⁄2xt ð1 fÞxt1 bfEtxtþ1: ð8:70Þ Figure 8.4 Responses to a cost shock with endogenous persistence ðf 1⁄4 0:5Þ. 8.4 Monetary Policy Analysis in New Keynesian Models 369 As noted earlier, the presence of forward-looking expectations in the new Keynesian Phillips curve led optimal policy to be backward-looking by introducing inertia through the appearance of xt1 in the optimal targeting rule. The presence of lagged inflation in the inflation adjustment equation when f > 0 leads policy to be forward-looking through the role of Etxtþ1 in the targeting rule. This illustrates a key aspect of policy design; when policy a¤ects the economy with a lag, policymakers must be forward-looking."
5,"8.4.6 Targeting Regimes and Instrument Rules The analysis of optimal policy contained in section 8.4.3 specified an objective function for the central bank. The central bank was assumed to behave optimally, given its objective function and the constraints imposed on its choices by the structure of the economy. A policy regime in which the central bank is assigned an objective is commonly described as a targeting regime. A targeting regime is defined by (1) the variables in the central bank’s loss function (the objectives), and (2) the weights assigned to these objectives, with policy implemented under discretion to minimize the expected discounted value of the loss function.37 Targeting rules were also discussed in section 7.3.5 in the context of solving the inflation bias that can arise under discretion. Perhaps the most widely discussed targeting regime is inflation targeting (Bernanke and Mishkin 1997; Svensson 1997a; 1997b; 1999b; 1999c; 1999d; Svensson and Woodford 1999). Experiences with inflation targeting are analyzed by Ammer and Freeman (1995); Bernanke et al. (1998); Mishkin and Schmidt-Hebbel (2001); Amato and Gerlach (2002); and the papers in Leiderman and Svensson (1995). Mishkin and Schmidt-Hebbel had identified 19 countries as inflation targeters by 2001, with New Zealand, in 1990, being the first country to have adopted formal targets for inflation. By 2008, there were 26 inflation targeters. Some of the lessons from the experiences with inflation targeting are discussed in Walsh (2009). This section also briefly discusses instrument rules. These constitute an alternative approach to policy that assumes the central bank can commit to a simple feedback rule for its policy instrument. The best known of such rules is the Taylor rule (Taylor 1993a)."
6,"objective function and the constraints imposed on its choices by the structure of the economy. A policy regime in which the central bank is assigned an objective is commonly described as a targeting regime. A targeting regime is defined by (1) the variables in the central bank’s loss function (the objectives), and (2) the weights assigned to these objectives, with policy implemented under discretion to minimize the expected discounted value of the loss function.37 Targeting rules were also discussed in section 7.3.5 in the context of solving the inflation bias that can arise under discretion. Perhaps the most widely discussed targeting regime is inflation targeting (Bernanke and Mishkin 1997; Svensson 1997a; 1997b; 1999b; 1999c; 1999d; Svensson and Woodford 1999). Experiences with inflation targeting are analyzed by Ammer and Freeman (1995); Bernanke et al. (1998); Mishkin and Schmidt-Hebbel (2001); Amato and Gerlach (2002); and the papers in Leiderman and Svensson (1995). Mishkin and Schmidt-Hebbel had identified 19 countries as inflation targeters by 2001, with New Zealand, in 1990, being the first country to have adopted formal targets for inflation. By 2008, there were 26 inflation targeters. Some of the lessons from the experiences with inflation targeting are discussed in Walsh (2009). This section also briefly discusses instrument rules. These constitute an alternative approach to policy that assumes the central bank can commit to a simple feedback rule for its policy instrument. The best known of such rules is the Taylor rule (Taylor 1993a)."
7,"aced on output gap stabilization in the social loss function (8.45). As long as lIT > 0, specifying inflation targeting in terms of the loss function (8.71) assumes that the central bank is concerned with output stabilization as well as inflation stabilization.38 An inflation targeting regime in which lIT > 0 is described as a flexible inflation targeting regime. In the policy problems analyzed so far, the central bank’s choice of its instrument it allows it to a¤ect both output and inflation immediately. This absence of any lag between the time a policy action is taken and the time it a¤ects output and inflation is unrealistic. If policy decisions taken in period t only a¤ect future output and inflation, then the central bank must rely on forecasts of future output and inflation when making its policy choices. In analyzing the case of such policy lags, Svensson (1997a) and Svensson and Woodford (1999) emphasized the role of inflation forecast targeting. To illustrate the role of forecasts in the policy process, suppose the central bank must set it prior to observing any time t information. This assumption implies that the central bank cannot respond to time t shocks contemporaneously; information about shocks occurring in period t will a¤ect the central bank’s choice of itþ1 and, as a consequence, xtþ1 and ptþ1 can be a¤ected. The model is otherwise given by (8.40) and (8.41) as before, with the additional assumption that the cost shock follows an AR(1) process: et 1⁄4 ret1 þ et. Assume that the demand shock in (8.40) is serially uncorrelated. The central bank’s objective is to choose it to minimize 1 2 ð8:72Þ and ð8:73Þ. Under discretion, the first-order condition for the central bank’s choice of it implies that Et11⁄2kðpt pT Þ þ lxt 1⁄4 0: ð8:74Þ Rearranging this first-order condition yields Et1xt 1⁄4 k l Et1ðpt pTÞ: Thus, if the central bank forecasts that period t inflation will exceed its target rate of inflation, it should adjust policy to ensure that the forecast of the output gap is negative."
8,"Svensson and Woodford (1999) provided a detailed discussion of inflation forecast targeting, focusing on the implications for the determinacy of equilibrium under di¤erent specifications of the policy decision process. The possibility of multiple equilibria becomes particularly relevant if the central bank bases its own forecasts on private sector forecasts, which are in turn based on expectations about the central bank’s actions."
9,"Other Targeting Regimes Inflation targeting is just one example of a policy targeting regime. A number of alternative targeting regimes have been analyzed in the literature. These include price level targeting (Dittmar, Gavin, and Kydland 1999; Svensson 1999c; Vestin 2006); nominal income growth targeting (H. Jensen 2002); hybrid price level–inflation targeting (Batini and Yates 2001); average inflation targeting (Nesse ́n and Vestin 2000); and regimes based on the change in the output gap or its quasi-di¤erence (C. Jensen and McCallum 2002; Walsh 2002). In each case, it is assumed that given the assigned loss function, the central bank chooses policy under discretion. The optimal values for the parameters in the assigned loss function, for example, the value of lIT in (8.71), are chosen to minimize the unconditional expectation of the social loss function (8.45)."
10,"The importance of forward-looking expectations in a¤ecting policy choice is well illustrated by work on price level targeting. The traditional view argued that attempts to stabilize the price level, as opposed to the inflation rate, would generate undesirable levels of output variability. A positive cost shock that raised the price level would require a deflation to bring the price level back on target, and this deflation would be costly. However, as figure 8.3 shows, an optimal commitment policy that focuses on output and inflation stability also induces a deflation after a positive cost shock. By reducing Etptþ1, such a policy achieves a better trade-o¤ between inflation variability and output variability. The deflation generated under a discretionary policy concerned with output and price level stability might actually come closer to the commitment policy outcomes than discretionary inflation targeting would. Using a basic new Keynesian model, Vestin (2006) showed that this intuition is correct. In fact, when inflation is given by (8.41) and the cost shock is serially uncorrelated, price level targeting can replicate the timeless precommitment solution exactly if the central bank is assigned the loss function p2 t þ lPLx2 t , where lPL di¤ers from the weight l in the social loss function."
