Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount,Sum,Change_rate
202401,Sim_5%,57,0.6566005855781629,227,294,521,0.0
202401,Sim_6%,57,0.6519215872869627,245,325,570,49.0
202401,Sim_7%,57,0.646891077981986,274,355,629,59.0
202401,Sim_8%,57,0.6447672841415909,286,374,660,31.0
202401,Sim_9%,57,0.6420081650062495,319,411,730,70.0
202401,Sim_10%,57,0.63883677448498,334,430,764,34.0
202401,Sim_11%,57,0.6362692005247021,375,477,852,88.0
202401,Sim_12%,57,0.6346939623497989,397,510,907,55.0
202401,Sim_13%,57,0.6323890887450174,438,567,1005,98.0
202401,Sim_14%,57,0.6297571418620082,456,590,1046,41.0
202401,Sim_15%,57,0.6268337024613623,477,614,1091,45.0
202401,Sim_16%,57,0.6250137726976235,498,642,1140,49.0
202401,Sim_17%,57,0.6223818663723312,514,662,1176,36.0
202401,Sim_18%,57,0.6202688183755699,541,700,1241,65.0
202401,Sim_19%,57,0.6185110879827997,569,729,1298,57.0
202401,Sim_20%,57,0.6167502235949754,586,747,1333,35.0
202403,Sim_5%,58,0.6564018908995732,235,304,539,0.0
202403,Sim_6%,58,0.6515477321616976,257,339,596,57.0
202403,Sim_7%,58,0.6469021340675,280,362,642,46.0
202403,Sim_8%,58,0.644824285711916,302,390,692,50.0
202403,Sim_9%,58,0.6419505968785133,328,420,748,56.0
202403,Sim_10%,58,0.6388695702288502,349,445,794,46.0
202403,Sim_11%,58,0.6356392733139427,392,494,886,92.0
202403,Sim_12%,58,0.6344565954566923,410,524,934,48.0
202403,Sim_13%,58,0.6322445587918246,462,593,1055,121.0
202403,Sim_14%,58,0.6295004544647814,476,610,1086,31.0
202403,Sim_15%,58,0.6270215242898891,490,626,1116,30.0
202403,Sim_16%,58,0.6247210400717378,521,668,1189,73.0
202403,Sim_17%,58,0.6217431526282338,536,686,1222,33.0
202403,Sim_18%,58,0.6198257166398168,561,722,1283,61.0
202403,Sim_19%,58,0.6180944884979714,587,748,1335,52.0
202403,Sim_20%,58,0.6162381243693739,613,776,1389,54.0
202405,Sim_5%,59,0.6491002719436544,243,301,544,0.0
202405,Sim_6%,59,0.6430425072742987,259,322,581,37.0
202405,Sim_7%,59,0.6387985891359379,287,355,642,61.0
202405,Sim_8%,59,0.6359761249934872,307,378,685,43.0
202405,Sim_9%,59,0.6341281746552011,334,415,749,64.0
202405,Sim_10%,59,0.6315084787225101,348,432,780,31.0
202405,Sim_11%,59,0.6292179614112706,366,453,819,39.0
202405,Sim_12%,59,0.6260210663040015,415,516,931,112.0
202405,Sim_13%,59,0.623165903189418,443,561,1004,73.0
202405,Sim_14%,59,0.6214111996917736,463,600,1063,59.0
202405,Sim_15%,59,0.6193277170187792,480,619,1099,36.0
202405,Sim_16%,59,0.6175143933470922,509,653,1162,63.0
202405,Sim_17%,59,0.6153566894096735,520,667,1187,25.0
202405,Sim_18%,59,0.6134922900080736,550,697,1247,60.0
202405,Sim_19%,59,0.6119578295127336,567,713,1280,33.0
202405,Sim_20%,59,0.6109661391614976,600,759,1359,79.0
202406,Sim_5%,60,0.6554600183862088,216,285,501,0.0
202406,Sim_6%,60,0.6516186382625228,241,324,565,64.0
202406,Sim_7%,60,0.6480979726448753,262,345,607,42.0
202406,Sim_8%,60,0.6443045064284977,285,369,654,47.0
202406,Sim_9%,60,0.6407283845636205,300,392,692,38.0
202406,Sim_10%,60,0.638245437213663,337,436,773,81.0
202406,Sim_11%,60,0.6364692288739342,363,463,826,53.0
202406,Sim_12%,60,0.6337865680413218,384,500,884,58.0
202406,Sim_13%,60,0.6316535009621722,431,563,994,110.0
202406,Sim_14%,60,0.6287882104760295,443,576,1019,25.0
202406,Sim_15%,60,0.6270402414291739,465,600,1065,46.0
202406,Sim_16%,60,0.6240279452892605,483,628,1111,46.0
202406,Sim_17%,60,0.6223744355934578,510,668,1178,67.0
202406,Sim_18%,60,0.6201460346592917,531,690,1221,43.0
202406,Sim_19%,60,0.6179878551525532,547,706,1253,32.0
202406,Sim_20%,60,0.6166248739325293,563,724,1287,34.0
202407,Sim_5%,61,0.6607955195893099,122,147,269,0.0
202407,Sim_6%,61,0.6571954204974387,132,159,291,22.0
202407,Sim_7%,61,0.6530234453409015,135,162,297,6.0
202407,Sim_8%,61,0.6495731977255009,144,172,316,19.0
202407,Sim_9%,61,0.6462453719900657,165,192,357,41.0
202407,Sim_10%,61,0.6433191900849021,179,210,389,32.0
202407,Sim_11%,61,0.6414060706334497,188,229,417,28.0
202407,Sim_12%,61,0.639188027612919,205,252,457,40.0
202407,Sim_13%,61,0.6365275221830422,216,266,482,25.0
202407,Sim_14%,61,0.6347668001029485,239,290,529,47.0
202407,Sim_15%,61,0.6312653927389261,248,302,550,21.0
202407,Sim_16%,61,0.6289898104246245,259,316,575,25.0
202407,Sim_17%,61,0.6268497249908029,274,340,614,39.0
202407,Sim_18%,61,0.6251615763190673,288,354,642,28.0
202407,Sim_19%,61,0.6236794656445489,298,365,663,21.0
202407,Sim_20%,61,0.6220826622494239,310,378,688,25.0
202409,Sim_5%,62,0.6653965246663633,237,302,539,0.0
202409,Sim_6%,62,0.6627560440297268,273,345,618,79.0
202409,Sim_7%,62,0.6595190862608814,301,383,684,66.0
202409,Sim_8%,62,0.6561305274758646,316,401,717,33.0
202409,Sim_9%,62,0.651615225744094,348,442,790,73.0
202409,Sim_10%,62,0.649377003592836,367,464,831,41.0
202409,Sim_11%,62,0.6474836057865819,392,500,892,61.0
202409,Sim_12%,62,0.6441389043873518,414,520,934,42.0
202409,Sim_13%,62,0.6420804965682697,438,560,998,64.0
202409,Sim_14%,62,0.6395842378333755,499,634,1133,135.0
202409,Sim_15%,62,0.6375147068408518,528,665,1193,60.0
202409,Sim_16%,62,0.6349722647363022,553,693,1246,53.0
202409,Sim_17%,62,0.6326627194438883,588,744,1332,86.0
202409,Sim_18%,62,0.6306653003287888,603,759,1362,30.0
202409,Sim_19%,62,0.6285946583477723,621,783,1404,42.0
202409,Sim_20%,62,0.6273045478147821,641,810,1451,47.0
202411,Sim_5%,63,0.6597381702246461,371,512,883,0.0
202411,Sim_6%,63,0.6569352007918451,409,556,965,82.0
202411,Sim_7%,63,0.6535759073323815,487,664,1151,186.0
202411,Sim_8%,63,0.6508491442666313,506,684,1190,39.0
202411,Sim_9%,63,0.6471478159104603,538,722,1260,70.0
202411,Sim_10%,63,0.643681838388456,575,780,1355,95.0
202411,Sim_11%,63,0.6403038722434823,630,850,1480,125.0
202411,Sim_12%,63,0.6376941565182445,672,918,1590,110.0
202411,Sim_13%,63,0.6355605925100375,739,1014,1753,163.0
