Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount,Sum,Change_rate
201901,Sim_5%,16,0.628781289,403,531,934,0
201901,Sim_6%,16,0.623274113,462,606,1068,134
201901,Sim_7%,16,0.619127772,512,678,1190,122
201901,Sim_8%,16,0.61566323,547,723,1270,80
201901,Sim_9%,16,0.61204639,578,758,1336,66
201901,Sim_10%,16,0.609294057,603,787,1390,54
201901,Sim_11%,16,0.606836853,641,850,1491,101
201901,Sim_12%,16,0.602404979,683,912,1595,104
201901,Sim_13%,16,0.600615175,723,977,1700,105
201901,Sim_14%,16,0.598906745,762,1029,1791,91
201901,Sim_15%,16,0.597565255,804,1093,1897,106
201901,Sim_16%,16,0.594662324,834,1145,1979,82
201901,Sim_17%,16,0.592484445,889,1255,2144,165
201901,Sim_18%,16,0.590858345,934,1306,2240,96
201901,Sim_19%,16,0.588064246,982,1370,2352,112
201901,Sim_20%,16,0.586253175,1006,1399,2405,53
201903,Sim_5%,17,0.641752102,268,350,618,0
201903,Sim_6%,17,0.635647522,302,385,687,69
201903,Sim_7%,17,0.632997196,331,418,749,62
201903,Sim_8%,17,0.629502694,353,445,798,49
201903,Sim_9%,17,0.625645532,394,498,892,94
201903,Sim_10%,17,0.6225065,414,519,933,41
201903,Sim_11%,17,0.619477153,446,552,998,65
201903,Sim_12%,17,0.615748499,463,576,1039,41
201903,Sim_13%,17,0.613850084,495,614,1109,70
201903,Sim_14%,17,0.612409912,509,636,1145,36
201903,Sim_15%,17,0.610064272,563,708,1271,126
201903,Sim_16%,17,0.607322352,587,734,1321,50
201903,Sim_17%,17,0.60569914,620,782,1402,81
201903,Sim_18%,17,0.604076794,653,824,1477,75
201903,Sim_19%,17,0.602104888,687,871,1558,81
201903,Sim_20%,17,0.60006163,717,904,1621,63
201905,Sim_5%,18,0.644467134,283,383,666,0
201905,Sim_6%,18,0.640414905,302,407,709,43
201905,Sim_7%,18,0.636752916,328,437,765,56
201905,Sim_8%,18,0.63398423,359,474,833,68
201905,Sim_9%,18,0.630221802,377,497,874,41
201905,Sim_10%,18,0.625707618,402,529,931,57
201905,Sim_11%,18,0.622455419,435,565,1000,69
201905,Sim_12%,18,0.620577595,465,597,1062,62
201905,Sim_13%,18,0.616916971,500,639,1139,77
201905,Sim_14%,18,0.615143622,522,666,1188,49
201905,Sim_15%,18,0.613096321,547,707,1254,66
201905,Sim_16%,18,0.61142233,571,739,1310,56
201905,Sim_17%,18,0.608732368,611,785,1396,86
201905,Sim_18%,18,0.606752591,630,811,1441,45
201905,Sim_19%,18,0.604492108,644,840,1484,43
201905,Sim_20%,18,0.602146004,665,867,1532,48
201906,Sim_5%,19,0.645082965,275,374,649,0
201906,Sim_6%,19,0.640090729,308,421,729,80
201906,Sim_7%,19,0.638494452,324,437,761,32
201906,Sim_8%,19,0.634848822,344,466,810,49
201906,Sim_9%,19,0.631823607,381,509,890,80
201906,Sim_10%,19,0.628269377,418,556,974,84
201906,Sim_11%,19,0.624873479,436,575,1011,37
201906,Sim_12%,19,0.621663208,475,624,1099,88
201906,Sim_13%,19,0.619101764,492,648,1140,41
201906,Sim_14%,19,0.617535989,518,688,1206,66
201906,Sim_15%,19,0.615932418,542,722,1264,58
201906,Sim_16%,19,0.612927642,567,758,1325,61
201906,Sim_17%,19,0.611608049,598,811,1409,84
201906,Sim_18%,19,0.609586871,609,825,1434,25
201906,Sim_19%,19,0.607731077,621,843,1464,30
201906,Sim_20%,19,0.605722274,654,889,1543,79
201907,Sim_5%,20,0.641180582,346,460,806,0
201907,Sim_6%,20,0.635701459,426,567,993,187
201907,Sim_7%,20,0.633012861,441,590,1031,38
201907,Sim_8%,20,0.628179517,483,644,1127,96
201907,Sim_9%,20,0.625367196,534,733,1267,140
201907,Sim_10%,20,0.622755805,561,766,1327,60
201907,Sim_11%,20,0.618595146,591,810,1401,74
201907,Sim_12%,20,0.616281793,638,883,1521,120
201907,Sim_13%,20,0.612788669,677,929,1606,85
201907,Sim_14%,20,0.610608508,693,944,1637,31
201907,Sim_15%,20,0.608795936,713,969,1682,45
201907,Sim_16%,20,0.607226849,755,1038,1793,111
201907,Sim_17%,20,0.604768703,789,1077,1866,73
201907,Sim_18%,20,0.603035921,816,1116,1932,66
201907,Sim_19%,20,0.600604897,850,1178,2028,96
201907,Sim_20%,20,0.59762058,915,1281,2196,168
201909,Sim_5%,21,0.643867969,332,533,865,0
201909,Sim_6%,21,0.639095849,382,599,981,116
201909,Sim_7%,21,0.635948226,405,629,1034,53
201909,Sim_8%,21,0.632343401,434,667,1101,67
201909,Sim_9%,21,0.630431779,469,708,1177,76
201909,Sim_10%,21,0.627734365,508,760,1268,91
201909,Sim_11%,21,0.623989817,530,789,1319,51
201909,Sim_12%,21,0.620958287,565,850,1415,96
201909,Sim_13%,21,0.617081489,590,884,1474,59
201909,Sim_14%,21,0.615129698,630,937,1567,93
201909,Sim_15%,21,0.612902004,664,997,1661,94
201909,Sim_16%,21,0.610242707,679,1018,1697,36
201909,Sim_17%,21,0.608691092,712,1061,1773,76
201909,Sim_18%,21,0.607116758,744,1139,1883,110
201909,Sim_19%,21,0.604911863,769,1171,1940,57
201909,Sim_20%,21,0.602935777,798,1222,2020,80
201910,Sim_5%,22,0.650112939,222,275,497,0
201910,Sim_6%,22,0.646162009,239,298,537,40
201910,Sim_7%,22,0.642021235,269,330,599,62
201910,Sim_8%,22,0.638756427,289,362,651,52
201910,Sim_9%,22,0.635861275,313,385,698,47
201910,Sim_10%,22,0.631368869,342,414,756,58
201910,Sim_11%,22,0.626822005,363,438,801,45
201910,Sim_12%,22,0.624298674,375,466,841,40
201910,Sim_13%,22,0.622569318,396,503,899,58
201910,Sim_14%,22,0.619961581,421,549,970,71
201910,Sim_15%,22,0.617729132,452,586,1038,68
201910,Sim_16%,22,0.616312234,461,594,1055,17
201910,Sim_17%,22,0.613532523,477,613,1090,35
201910,Sim_18%,22,0.611532448,496,634,1130,40
201910,Sim_19%,22,0.609561721,518,657,1175,45
201910,Sim_20%,22,0.607703255,545,687,1232,57
201912,Sim_5%,23,0.648188745,258,336,594,0
201912,Sim_6%,23,0.644339859,303,386,689,95
201912,Sim_7%,23,0.642212915,346,439,785,96
201912,Sim_8%,23,0.637810314,382,483,865,80
201912,Sim_9%,23,0.633576969,393,494,887,22
201912,Sim_10%,23,0.630696951,411,522,933,46
201912,Sim_11%,23,0.625862361,439,556,995,62
201912,Sim_12%,23,0.62292139,473,606,1079,84
201912,Sim_13%,23,0.620855109,510,651,1161,82
201912,Sim_14%,23,0.618701379,527,670,1197,36
201912,Sim_15%,23,0.616899364,553,701,1254,57
201912,Sim_16%,23,0.615023498,598,783,1381,127
201912,Sim_17%,23,0.613861876,612,800,1412,31
201912,Sim_18%,23,0.61187186,635,826,1461,49
201912,Sim_19%,23,0.610024687,669,868,1537,76
201912,Sim_20%,23,0.607999651,704,913,1617,80
