Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount,Sum,Change_rate
202001,Sim_5%,24,0.648744228840838,130,160,290,0.0
202001,Sim_6%,24,0.6460592074224507,135,165,300,10.0
202001,Sim_7%,24,0.6414399126639266,147,183,330,30.0
202001,Sim_8%,24,0.6371640594491617,159,198,357,27.0
202001,Sim_9%,24,0.63274646134661,178,225,403,46.0
202001,Sim_10%,24,0.6295290550859831,194,243,437,34.0
202001,Sim_11%,24,0.6267988222215237,213,268,481,44.0
202001,Sim_12%,24,0.6232724251547854,227,285,512,31.0
202001,Sim_13%,24,0.6211709809475496,237,294,531,19.0
202001,Sim_14%,24,0.6187389091633041,250,313,563,32.0
202001,Sim_15%,24,0.6166143884430569,266,330,596,33.0
202001,Sim_16%,24,0.6150433516150742,270,335,605,9.0
202001,Sim_17%,24,0.613426899868367,276,350,626,21.0
202001,Sim_18%,24,0.611913506750485,285,362,647,21.0
202001,Sim_19%,24,0.6102770526106506,293,370,663,16.0
202001,Sim_20%,24,0.6078140451195803,301,379,680,17.0
202003_x,Sim_5%,25,0.6375593341724306,0,0,0,0.0
202003_x,Sim_6%,25,0.6357627609090327,0,0,0,0.0
202003_x,Sim_7%,25,0.630822227571834,0,0,0,0.0
202003_x,Sim_8%,25,0.6266089990390264,0,0,0,0.0
202003_x,Sim_9%,25,0.6229815931966426,0,0,0,0.0
202003_x,Sim_10%,25,0.6195625937286146,0,0,0,0.0
202003_x,Sim_11%,25,0.6164348143318968,0,0,0,0.0
202003_x,Sim_12%,25,0.614114029339795,0,0,0,0.0
202003_x,Sim_13%,25,0.609571868842631,0,0,0,0.0
202003_x,Sim_14%,25,0.6065472431044783,0,0,0,0.0
202003_x,Sim_15%,25,0.6046924952127838,0,0,0,0.0
202003_x,Sim_16%,25,0.602716073582176,0,0,0,0.0
202003_x,Sim_17%,25,0.6012139748781001,0,0,0,0.0
202003_x,Sim_18%,25,0.5995116645271384,0,0,0,0.0
202003_x,Sim_19%,25,0.5972179689032914,0,0,0,0.0
202003_x,Sim_20%,25,0.5955315070546399,0,0,0,0.0
202003_y,Sim_5%,26,0.6635962886536413,0,0,0,0.0
202003_y,Sim_6%,26,0.6598675715870309,0,0,0,0.0
202003_y,Sim_7%,26,0.6556741290995961,0,0,0,0.0
202003_y,Sim_8%,26,0.6532420803037949,0,0,0,0.0
202003_y,Sim_9%,26,0.6493062091817237,0,0,0,0.0
202003_y,Sim_10%,26,0.6457018258718931,0,0,0,0.0
202003_y,Sim_11%,26,0.642409880672549,0,0,0,0.0
202003_y,Sim_12%,26,0.6390846759397014,0,0,0,0.0
202003_y,Sim_13%,26,0.6359215336662969,0,0,0,0.0
202003_y,Sim_14%,26,0.634182409828041,0,0,0,0.0
202003_y,Sim_15%,26,0.632335176906623,0,0,0,0.0
202003_y,Sim_16%,26,0.6296353514801866,0,0,0,0.0
202003_y,Sim_17%,26,0.6275414673612052,0,0,0,0.0
202003_y,Sim_18%,26,0.625691848783447,0,0,0,0.0
202003_y,Sim_19%,26,0.6240800232838538,0,0,0,0.0
202003_y,Sim_20%,26,0.6222620243870703,0,0,0,0.0
202004,Sim_5%,27,0.6546764666609806,401,574,975,975.0
202004,Sim_6%,27,0.6501868228676916,447,647,1094,119.0
202004,Sim_7%,27,0.6463763602634688,507,730,1237,143.0
202004,Sim_8%,27,0.6435249680475124,555,789,1344,107.0
202004,Sim_9%,27,0.6395508354319117,600,851,1451,107.0
202004,Sim_10%,27,0.6362245151819812,633,895,1528,77.0
202004,Sim_11%,27,0.6342688490982125,670,958,1628,100.0
202004,Sim_12%,27,0.6316206372027467,727,1034,1761,133.0
202004,Sim_13%,27,0.6293726284099469,834,1222,2056,295.0
202004,Sim_14%,27,0.6263235589519526,860,1253,2113,57.0
202004,Sim_15%,27,0.6237866543495832,911,1327,2238,125.0
202004,Sim_16%,27,0.621535886499937,974,1401,2375,137.0
202004,Sim_17%,27,0.6193883798749512,982,1409,2391,16.0
202004,Sim_18%,27,0.6179505899820843,1013,1442,2455,64.0
202004,Sim_19%,27,0.6158809306448455,1035,1468,2503,48.0
202004,Sim_20%,27,0.6146781113997871,1082,1536,2618,115.0
202006,Sim_5%,28,0.6502179511634704,393,537,930,0.0
202006,Sim_6%,28,0.6462126891055984,428,588,1016,86.0
202006,Sim_7%,28,0.6421335795305987,495,669,1164,148.0
202006,Sim_8%,28,0.6381470564580187,545,733,1278,114.0
202006,Sim_9%,28,0.6352520580405311,592,784,1376,98.0
202006,Sim_10%,28,0.6334654075740973,618,822,1440,64.0
202006,Sim_11%,28,0.6311203411381197,663,884,1547,107.0
202006,Sim_12%,28,0.6281135875065242,704,936,1640,93.0
202006,Sim_13%,28,0.6250756527731082,767,1026,1793,153.0
202006,Sim_14%,28,0.6222871005763714,813,1085,1898,105.0
202006,Sim_15%,28,0.6201514616745927,902,1242,2144,246.0
202006,Sim_16%,28,0.6185251865042574,927,1268,2195,51.0
202006,Sim_17%,28,0.616494738777803,962,1305,2267,72.0
