Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount,Sum,Change_rate
202101,Sim_5%,33,0.658420990869969,256,332,588,0.0
202101,Sim_6%,33,0.6523989847000297,295,383,678,90.0
202101,Sim_7%,33,0.6494390067033019,338,432,770,92.0
202101,Sim_8%,33,0.6460288855073858,364,462,826,56.0
202101,Sim_9%,33,0.6438687108810124,381,479,860,34.0
202101,Sim_10%,33,0.6421532997464043,428,527,955,95.0
202101,Sim_11%,33,0.6385864566711934,464,567,1031,76.0
202101,Sim_12%,33,0.6355923680237963,524,633,1157,126.0
202101,Sim_13%,33,0.6330725802428027,547,670,1217,60.0
202101,Sim_14%,33,0.6307469731387026,593,738,1331,114.0
202101,Sim_15%,33,0.6294081392385775,619,766,1385,54.0
202101,Sim_16%,33,0.6267135678658249,665,827,1492,107.0
202101,Sim_17%,33,0.6255342596795644,697,870,1567,75.0
202101,Sim_18%,33,0.6240750619811906,717,896,1613,46.0
202101,Sim_19%,33,0.6222391567084927,735,914,1649,36.0
202101,Sim_20%,33,0.6206440098843482,757,937,1694,45.0
202103,Sim_5%,34,0.6554543773495143,178,228,406,0.0
202103,Sim_6%,34,0.6504321185032681,202,259,461,55.0
202103,Sim_7%,34,0.6485147784699734,231,289,520,59.0
202103,Sim_8%,34,0.64496878761099,259,320,579,59.0
202103,Sim_9%,34,0.642937565207616,282,346,628,49.0
202103,Sim_10%,34,0.6397465530384129,302,366,668,40.0
202103,Sim_11%,34,0.6360755036265172,333,398,731,63.0
202103,Sim_12%,34,0.6330797274111721,370,443,813,82.0
202103,Sim_13%,34,0.6310736411493342,396,480,876,63.0
202103,Sim_14%,34,0.6284832566009732,421,508,929,53.0
202103,Sim_15%,34,0.627402382166302,471,574,1045,116.0
202103,Sim_16%,34,0.625376501592311,499,609,1108,63.0
202103,Sim_17%,34,0.6239738616729709,529,644,1173,65.0
202103,Sim_18%,34,0.6214425703762357,549,668,1217,44.0
202103,Sim_19%,34,0.6195077701905558,567,686,1253,36.0
202103,Sim_20%,34,0.6181109883376515,585,704,1289,36.0
202104,Sim_5%,35,0.6535687236479539,177,225,402,0.0
202104,Sim_6%,35,0.6481675778294512,220,282,502,100.0
202104,Sim_7%,35,0.6457739111824007,257,318,575,73.0
202104,Sim_8%,35,0.6428498150217302,273,336,609,34.0
202104,Sim_9%,35,0.6400721390130691,288,353,641,32.0
202104,Sim_10%,35,0.6367420709500136,316,382,698,57.0
202104,Sim_11%,35,0.6338959085240989,352,423,775,77.0
202104,Sim_12%,35,0.6308924594330103,375,457,832,57.0
202104,Sim_13%,35,0.6280341404225136,405,494,899,67.0
202104,Sim_14%,35,0.6266912834881122,434,529,963,64.0
202104,Sim_15%,35,0.6247398679962186,466,572,1038,75.0
202104,Sim_16%,35,0.6226763859145761,492,604,1096,58.0
202104,Sim_17%,35,0.6211723135726,511,624,1135,39.0
202104,Sim_18%,35,0.6185670887475399,540,659,1199,64.0
202104,Sim_19%,35,0.6173369975502038,559,678,1237,38.0
202104,Sim_20%,35,0.6152421198896879,580,706,1286,49.0
202106,Sim_5%,36,0.6586891245413362,167,217,384,0.0
202106,Sim_6%,36,0.6544239445171993,178,229,407,23.0
202106,Sim_7%,36,0.6510929923147228,197,252,449,42.0
202106,Sim_8%,36,0.648141394484419,219,274,493,44.0
202106,Sim_9%,36,0.6448501074346368,244,305,549,56.0
202106,Sim_10%,36,0.6421046839466801,263,330,593,44.0
202106,Sim_11%,36,0.6396764564385142,280,359,639,46.0
202106,Sim_12%,36,0.635621321720113,301,381,682,43.0
202106,Sim_13%,36,0.6331346767743958,316,408,724,42.0
202106,Sim_14%,36,0.6305106407246989,337,431,768,44.0
202106,Sim_15%,36,0.6294796186087492,354,450,804,36.0
202106,Sim_16%,36,0.6283271781794864,384,484,868,64.0
202106,Sim_17%,36,0.626444848621114,399,500,899,31.0
202106,Sim_18%,36,0.6243184306205307,415,524,939,40.0
202106,Sim_19%,36,0.6223164354574394,425,538,963,24.0
202106,Sim_20%,36,0.6201718817488469,428,541,969,6.0
202107,Sim_5%,37,0.6572370345277709,135,174,309,0.0
202107,Sim_6%,37,0.6540210943757077,151,195,346,37.0
202107,Sim_7%,37,0.6501076692712822,171,216,387,41.0
