Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount,Sum,Change_rate
201801,Sim_5%,8,0.639800334,343,477,820,0.0
201801,Sim_6%,8,0.63541991,389,547,936,116.0
201801,Sim_7%,8,0.632327766,427,591,1018,82.0
201801,Sim_8%,8,0.629710806,456,628,1084,66.0
201801,Sim_9%,8,0.627644403,493,669,1162,78.0
201801,Sim_10%,8,0.624133051,516,697,1213,51.0
201801,Sim_11%,8,0.621232301,568,797,1365,152.0
201801,Sim_12%,8,0.617092844,605,863,1468,103.0
201801,Sim_13%,8,0.615147761,631,893,1524,56.0
201801,Sim_14%,8,0.613392166,665,930,1595,71.0
201801,Sim_15%,8,0.611947831,699,968,1667,72.0
201801,Sim_16%,8,0.609915722,719,991,1710,43.0
201801,Sim_17%,8,0.607630909,752,1029,1781,71.0
201801,Sim_18%,8,0.605594353,790,1097,1887,106.0
201801,Sim_19%,8,0.60395864,843,1193,2036,149.0
201801,Sim_20%,8,0.600689076,861,1211,2072,36.0
201803,Sim_5%,9,0.649581086,400,557,957,0.0
201803,Sim_6%,9,0.6449483,443,625,1068,111.0
201803,Sim_7%,9,0.643050494,498,705,1203,135.0
201803,Sim_8%,9,0.639771309,546,772,1318,115.0
201803,Sim_9%,9,0.636976412,556,784,1340,22.0
201803,Sim_10%,9,0.63341569,593,844,1437,97.0
201803,Sim_11%,9,0.630554352,647,937,1584,147.0
201803,Sim_12%,9,0.627062622,678,982,1660,76.0
201803,Sim_13%,9,0.625461191,695,1003,1698,38.0
201803,Sim_14%,9,0.622294872,734,1052,1786,88.0
201803,Sim_15%,9,0.61945803,782,1127,1909,123.0
201803,Sim_16%,9,0.618227391,870,1268,2138,229.0
201803,Sim_17%,9,0.616614508,916,1333,2249,111.0
201803,Sim_18%,9,0.614092118,952,1378,2330,81.0
201803,Sim_19%,9,0.611984322,997,1451,2448,118.0
201803,Sim_20%,9,0.609666931,1044,1525,2569,121.0
201805,Sim_5%,10,0.645347491,67,69,136,0.0
201805,Sim_6%,10,0.640744381,74,80,154,18.0
201805,Sim_7%,10,0.636802299,77,86,163,9.0
201805,Sim_8%,10,0.632837927,85,94,179,16.0
201805,Sim_9%,10,0.630058503,89,97,186,7.0
201805,Sim_10%,10,0.628010721,98,108,206,20.0
201805,Sim_11%,10,0.624466911,112,123,235,29.0
201805,Sim_12%,10,0.620978086,124,138,262,27.0
201805,Sim_13%,10,0.61924932,130,146,276,14.0
201805,Sim_14%,10,0.616899167,144,162,306,30.0
201805,Sim_15%,10,0.615508115,149,167,316,10.0
201805,Sim_16%,10,0.613571005,149,167,316,0.0
201805,Sim_17%,10,0.611303215,157,176,333,17.0
201805,Sim_18%,10,0.609045872,166,190,356,23.0
201805,Sim_19%,10,0.60746268,175,206,381,25.0
201805,Sim_20%,10,0.605718531,183,215,398,17.0
201806,Sim_5%,11,0.643189363,225,258,483,85.0
201806,Sim_6%,11,0.640106955,243,278,521,38.0
201806,Sim_7%,11,0.636230707,283,326,609,88.0
201806,Sim_8%,11,0.633139206,315,360,675,66.0
201806,Sim_9%,11,0.629589884,336,384,720,45.0
201806,Sim_10%,11,0.625845014,356,409,765,45.0
201806,Sim_11%,11,0.623154067,387,444,831,66.0
201806,Sim_12%,11,0.619534184,432,499,931,100.0
201806,Sim_13%,11,0.616972724,453,528,981,50.0
201806,Sim_14%,11,0.614672487,464,540,1004,23.0
201806,Sim_15%,11,0.613424453,482,558,1040,36.0
201806,Sim_16%,11,0.611426046,522,615,1137,97.0
201806,Sim_17%,11,0.610169299,548,639,1187,50.0
201806,Sim_18%,11,0.608187787,571,662,1233,46.0
201806,Sim_19%,11,0.606349385,583,674,1257,24.0
201806,Sim_20%,11,0.602948142,622,724,1346,89.0
201808,Sim_5%,12,0.636528087,217,268,485,0.0
201808,Sim_6%,12,0.6307647,233,286,519,34.0
201808,Sim_7%,12,0.627427976,245,298,543,24.0
201808,Sim_8%,12,0.624381666,257,320,577,34.0
201808,Sim_9%,12,0.621344568,277,341,618,41.0
201808,Sim_10%,12,0.61831866,284,348,632,14.0
201808,Sim_11%,12,0.615324205,314,382,696,64.0
201808,Sim_12%,12,0.612196465,322,390,712,16.0
201808,Sim_13%,12,0.609790142,380,468,848,136.0
201808,Sim_14%,12,0.607697633,399,493,892,44.0
201808,Sim_15%,12,0.605601804,403,497,900,8.0
201808,Sim_16%,12,0.603115139,428,522,950,50.0
