Percent,202001,202003_x,202003_y,202004,202006,202007,202009,202011,202012
Sim_5%,0.648744228840838,0.6375593341724306,0.6635962886536413,0.6546764666609806,0.6502179511634704,0.6554838658290605,0.6647856191330206,0.659342271381185,0.6577285809072446
Sim_6%,0.6460592074224507,0.6357627609090327,0.6598675715870309,0.6501868228676916,0.6462126891055984,0.6531759811783353,0.6616108656200448,0.6546559565561295,0.6530499722322467
Sim_7%,0.6414399126639266,0.630822227571834,0.6556741290995961,0.6463763602634688,0.6421335795305987,0.6499322461910306,0.6591753312384224,0.6516693052868945,0.6497594481276473
Sim_8%,0.6371640594491617,0.6266089990390264,0.6532420803037949,0.6435249680475124,0.6381470564580187,0.6445000701784103,0.6568308725588049,0.6488309414059611,0.6471077066839734
Sim_9%,0.63274646134661,0.6229815931966426,0.6493062091817237,0.6395508354319117,0.6352520580405311,0.6423644444850378,0.6545295930151795,0.6469182666968697,0.644727319767411
Sim_10%,0.6295290550859831,0.6195625937286146,0.6457018258718931,0.6362245151819812,0.6334654075740973,0.6396861551931704,0.6509808036483372,0.6443194994215699,0.6430478843710052
Sim_11%,0.6267988222215237,0.6164348143318968,0.642409880672549,0.6342688490982125,0.6311203411381197,0.6378746322145539,0.6482062871611495,0.6410481766008111,0.6390546896398912
Sim_12%,0.6232724251547854,0.614114029339795,0.6390846759397014,0.6316206372027467,0.6281135875065242,0.6343492073497534,0.6467023798986823,0.637785517248701,0.6360319565517164
Sim_13%,0.6211709809475496,0.609571868842631,0.6359215336662969,0.6293726284099469,0.6250756527731082,0.6307608113071685,0.6451687422844782,0.6351509714431522,0.6333430952901331
Sim_14%,0.6187389091633041,0.6065472431044783,0.634182409828041,0.6263235589519526,0.6222871005763714,0.628364509035347,0.6417393681780248,0.6331584054403484,0.632104465605109
Sim_15%,0.6166143884430569,0.6046924952127838,0.632335176906623,0.6237866543495832,0.6201514616745927,0.6271874738351244,0.6391376255343955,0.6313455207237384,0.630034395436808
Sim_16%,0.6150433516150742,0.602716073582176,0.6296353514801866,0.621535886499937,0.6185251865042574,0.625646420964456,0.6373479377568939,0.6293300968443442,0.6284140940769698
Sim_17%,0.613426899868367,0.6012139748781001,0.6275414673612052,0.6193883798749512,0.616494738777803,0.6226404248176907,0.6359590593325736,0.6273977593384267,0.6260963387413655
Sim_18%,0.611913506750485,0.5995116645271384,0.625691848783447,0.6179505899820843,0.6141036596169275,0.6204875547648868,0.6345187038431888,0.6254130322644341,0.6246349952351538
Sim_19%,0.6102770526106506,0.5972179689032914,0.6240800232838538,0.6158809306448455,0.6119713562547092,0.6184967167754638,0.6323101147156486,0.6234527268400759,0.6234070431705381
Sim_20%,0.6078140451195803,0.5955315070546399,0.6222620243870703,0.6146781113997871,0.6101815817722414,0.6165229245432722,0.6302488733419636,0.6220928580599792,0.6207969402029248
