Percent,202401,202403,202405,202406,202407,202409,202411,202412
Sim_5%,0.6566005855781629,0.6564018908995732,0.6491002719436544,0.6554600183862088,0.6607955195893099,0.6653965246663633,0.6597381702246461,0.672011368007571
Sim_6%,0.6519215872869627,0.6515477321616976,0.6430425072742987,0.6516186382625228,0.6571954204974387,0.6627560440297268,0.6569352007918451,0.6684317121292023
Sim_7%,0.646891077981986,0.6469021340675,0.6387985891359379,0.6480979726448753,0.6530234453409015,0.6595190862608814,0.6535759073323815,0.6643746007540423
Sim_8%,0.6447672841415909,0.644824285711916,0.6359761249934872,0.6443045064284977,0.6495731977255009,0.6561305274758646,0.6508491442666313,0.6617546752924633
Sim_9%,0.6420081650062495,0.6419505968785133,0.6341281746552011,0.6407283845636205,0.6462453719900657,0.651615225744094,0.6471478159104603,0.6574985817350433
Sim_10%,0.63883677448498,0.6388695702288502,0.6315084787225101,0.638245437213663,0.6433191900849021,0.649377003592836,0.643681838388456,0.6544063288573565
Sim_11%,0.6362692005247021,0.6356392733139427,0.6292179614112706,0.6364692288739342,0.6414060706334497,0.6474836057865819,0.6403038722434823,0.6528092493114582
Sim_12%,0.6346939623497989,0.6344565954566923,0.6260210663040015,0.6337865680413218,0.639188027612919,0.6441389043873518,0.6376941565182445,0.6497021030831381
Sim_13%,0.6323890887450174,0.6322445587918246,0.623165903189418,0.6316535009621722,0.6365275221830422,0.6420804965682697,0.6355605925100375,0.6470339485389492
Sim_14%,0.6297571418620082,0.6295004544647814,0.6214111996917736,0.6287882104760295,0.6347668001029485,0.6395842378333755,0.6326963037578013,0.6440674234035252
Sim_15%,0.6268337024613623,0.6270215242898891,0.6193277170187792,0.6270402414291739,0.6312653927389261,0.6375147068408518,0.631378530184607,0.6419231629791089
Sim_16%,0.6250137726976235,0.6247210400717378,0.6175143933470922,0.6240279452892605,0.6289898104246245,0.6349722647363022,0.6285016956229588,0.6393624848955496
Sim_17%,0.6223818663723312,0.6217431526282338,0.6153566894096735,0.6223744355934578,0.6268497249908029,0.6326627194438883,0.6257099950138679,0.6371396354130865
Sim_18%,0.6202688183755699,0.6198257166398168,0.6134922900080736,0.6201460346592917,0.6251615763190673,0.6306653003287888,0.6243840597627933,0.6355355009319114
Sim_19%,0.6185110879827997,0.6180944884979714,0.6119578295127336,0.6179878551525532,0.6236794656445489,0.6285946583477723,0.6226870177254377,0.6333327550298982
Sim_20%,0.6167502235949754,0.6162381243693739,0.6109661391614976,0.6166248739325293,0.6220826622494239,0.6273045478147821,0.6208753846588339,0.6315829839119504
