Percent,202501,202503,202505,202506,202507
Sim_5%,0.6572055592193375,0.6474865767405203,0.6620177046420085,0.6594422289420234,0.6674815439754453
Sim_6%,0.6544082992424418,0.6451277235317279,0.6569676870976092,0.6542696610531347,0.6639432641285274
Sim_7%,0.6508397834631537,0.6406228629291026,0.652465888361899,0.649310767720484,0.6598447363696922
Sim_8%,0.6482054247283147,0.6372713501041347,0.6500702257308884,0.6469654838242441,0.6563730367511798
Sim_9%,0.6451026001358696,0.6344672530262855,0.647160819058113,0.6442277472276247,0.6534289076625329
Sim_10%,0.6409241979541898,0.6313256053876962,0.6436010313195394,0.6415048839289937,0.650510448660685
Sim_11%,0.6381700175705453,0.6285380356576251,0.6411073399801691,0.6379934070139467,0.6478906039375412
Sim_12%,0.6359466038869153,0.6256728945691686,0.637582398372168,0.6353854771366441,0.6440179793390186
Sim_13%,0.6340654288702737,0.6235917935748359,0.6351794820143284,0.6329181051798459,0.6422197619345135
Sim_14%,0.6314538043241508,0.6204312635407148,0.6337080587546075,0.6309178366919801,0.6405784621935403
Sim_15%,0.6292337319110537,0.6189696327988162,0.6309900678584043,0.6282091207184353,0.638536081967247
Sim_16%,0.6261504890806715,0.6173321702838946,0.6286210793733032,0.6262197391285736,0.6352192530777281
Sim_17%,0.624885503681513,0.6153112159807345,0.6268692363251137,0.6239167620430189,0.633041215910675
Sim_18%,0.6229360421972283,0.613219901839716,0.6254262716800483,0.6223308913528158,0.6315975668432762
Sim_19%,0.6210562614602726,0.6105347679675414,0.6236576838713175,0.6205208981658952,0.629907384929352
Sim_20%,0.6195818592492821,0.6092138769720772,0.6219635726684277,0.6193642664779386,0.628635915398324
