id,paragraph
1,model to show how income changes when one of these exogenous variables changes.
2,"Fiscal Policy and the Multiplier: Government Purchases Consider how changes in government purchases affect the economy. Because government purchases are one component of expenditure, higher government purchases result in higher planned expenditure for any given level of income. If government purchases rise by DG, then the planned-expenditure schedule shifts upward by DG, as in Figure 11-5. The equilibrium of the economy moves from point A to point B."
3,"This graph shows that an increase in government purchases leads to an even greater increase in income. That is, DY is larger than DG. The ratio DY/DG is called the government-purchases multiplier; it tells us how much income rises in response to a $1 increase in government purchases. An implication of the Keynesian cross is that the government-purchases multiplier is larger than 1."
4,"The Adjustment to Equilibrium in the Keynesian Cross If firms are producing at level Y1, then planned expenditure PE1 falls short of production, and firms accumulate inventories. This inventory accumulation induces firms to decrease production. Similarly, if firms are producing at level Y2, then planned expenditure PE2 exceeds production, and firms run down their inventories. This fall in inventories induces firms to increase production. In both cases, the firms’ decisions drive the economy toward equilibrium."
5,"FIGURE 11-4 Expenditure (Planned, PE, Actual, Y Income, output, Y Y1 PE1 PE2 Y2 Y2 Y1 Actual expenditure Planned expenditure Equilibrium income Unplanned drop in inventory causes income to rise. Unplanned inventory accumulation causes income to fall. 45o ) CHAPTER 11 Aggregate Demand I: Building the IS–LM Model | 317 Why does fiscal policy have a multiplied effect on income? The reason is that, according to the consumption function C 5 C(Y 2 T), higher income causes higher consumption. When an increase in government purchases raises income, it also raises consumption, which further raises income, which further raises consumption, and so on. Therefore, in this model, an increase in government purchases causes a greater increase in income."
6,"How big is the multiplier? To answer this question, we trace through each step of the change in income. The process begins when expenditure rises by DG, which implies that income rises by DG as well. This increase in income in turn raises consumption by MPC 3 DG, where MPC is the marginal propensity to consume. This increase in consumption raises expenditure and income once again. This second increase in income of MPC 3 DG again raises consumption, this time by MPC 3 (MPC 3 DG), which again raises expenditure and income, and so on. This feedback from consumption to income to consumption continues indefinitely. The total effect on income is Initial Change in Government Purchases  DG First Change in Consumption  MPC 3 DG Second Change in Consumption  MPC2 3 DG Third Change in Consumption  MPC3 DG . . . ."
7,"An Increase in Government Purchases in the Keynesian Cross An increase in government purchases of DG raises planned expenditure by that amount for any given level of income. The equilibrium moves from point A to point B, and income rises from Y1 to Y2. Note that the increase in income DY exceeds the increase in government purchases DG. Thus, fiscal policy has a multiplied effect on income."
8,"FIGURE 11-5 Expenditure Income, output, Y 2. ...which increases equilibrium income. G Y Y Actual expenditure Planned expenditure PE2 Y2 PE1 Y1 PE2 Y2 PE1 Y1 B A 45o 1. An increase in government purchases shifts planned expenditure upward, ... 318 | PART IV Business Cycle Theory: The Economy in the Short Run The government-purchases multiplier is DY/DG  1 1 MPC 1 MPC2 1 MPC3 1 . . . . This expression for the multiplier is an example of an infinite geometric series. A result from algebra allows us to write the multiplier as DY/DG  1/(1 2 MPC). For example, if the marginal propensity to consume is 0.6, the multiplier is DY/DG  1 1 0.6 1 0.62 1 0.63 1 . . . 5 1/(1 2 0.6) 5 2.5. In this case, a $1.00 increase in government purchases raises equilibrium income by $2.50."
9,"Fiscal Policy and the Multiplier: Taxes Now consider how changes in taxes affect equilibrium income. A decrease in taxes of DT immediately raises disposable income Y 2 T by DT and, therefore, increases consumption by MPC 3 DT. For any given level of income Y, planned expenditure is now higher. As Figure 11-6 shows, the planned-expenditure schedule shifts upward by MPC 3 DT. The equilibrium of the economy moves from point A to point B."
10,"2Mathematical note: We prove this algebraic result as follows. For |x| , 1, let z  1 1 x 1 x 2 1 . . . . Multiply both sides of this equation by x: xz 5 x 1 x 2 1 x 3 1 . . . . Subtract the second equation from the first: z 2 xz 5 1. Rearrange this last equation to obtain z(1 2 x) 5 1, which implies z 5 1/(1 2 x). This completes the proof."
11,"3Mathematical note: The government-purchases multiplier is most easily derived using a little calculus. Begin with the equation Y 5 C(Y 2 T) 1 I 1 G. Holding T and I fixed, differentiate to obtain dY 5 CdY 1 dG, and then rearrange to find dY/dG 5 1/(1 2 C). This is the same as the equation in the text."
12,"CHAPTER 11 Aggregate Demand I: Building the IS–LM Model | 319 FIGURE 11-6 Expenditure Income, output, Y 2. ...which increases equilibrium income. Y Y PE2 Y2 PE1 Y1 PE2 Y2 PE1 Y1 MPC T B A 45o 1. A tax cut shifts planned expenditure upward, ... Actual expenditure Planned expenditure A Decrease in Taxes in the Keynesian Cross A decrease in taxes of DT raises planned expenditure by MPC 3 DT for any given level of income. The equilibrium moves from point A to point B, and income rises from Y1 to Y2. Again, fiscal policy has a multiplied effect on income."
13,"Just as an increase in government purchases has a multiplied effect on income, so does a decrease in taxes. As before, the initial change in expenditure, now MPC 3 DT, is multiplied by 1/(1 2 MPC). The overall effect on income of the change in taxes is DY/DT  2MPC/(1 2 MPC). This expression is the tax multiplier, the amount income changes in response to a $1 change in taxes. (The negative sign indicates that income moves in the opposite direction from taxes.) For example, if the marginal propensity to consume is 0.6, then the tax multiplier is DY/DT  20.6/(1 2 0.6) 5 21.5. In this example, a $1.00 cut in taxes raises equilibrium income by $1.50."
14,"Cutting Taxes to Stimulate the Economy: The Kennedy and Bush Tax Cuts When John F. Kennedy became president of the United States in 1961, he brought to Washington some of the brightest young economists of the day to work on his Council of Economic Advisers. These economists, who had been schooled in the economics of Keynes, brought Keynesian ideas to discussions of economic policy at the highest level. One of the council’s first proposals was to expand national income by reducing taxes. This eventually led to a substantial cut in personal and corporate income taxes in 1964. The tax cut was intended to stimulate expenditure on consumption and investment and thus lead to higher levels of income and employment."
