id,paragraph
1,"omists believe that a policy rule needs to allow the money supply to adjust to various shocks to the economy. A second policy rule that economists widely advocate is nominal GDP targeting. Under this rule, the Fed announces a planned path for nominal GDP. If nominal GDP rises above the target, the Fed reduces money growth to dampen aggregate demand. If it falls below the target, the Fed raises money growth to stimulate aggregate demand. Because a nominal GDP target allows monetary policy to adjust to changes in the velocity of money, most economists believe it would lead to greater stability in output and prices than a monetarist policy rule. A third policy rule that is often advocated is inflation targeting. Under this rule, the Fed would announce a target for the inflation rate (usually a low one) and then adjust the money supply when the actual inflation rate deviates from the target. Like nominal GDP targeting, inflation targeting insulates the economy from changes in the velocity of money. In addition, an inflation target has the political advantage of being easy to explain to the public. Notice that all these rules are expressed in terms of some nominal variable—the money supply, nominal GDP, or the price level. One can also imagine policy rules expressed in terms of real variables. For example, the Fed might try to target the unemployment rate at 5 percent. The problem with such a rule is that no one knows exactly what the natural rate of unemployment is. If the Fed chose a target for the unemployment rate below the natural rate, the result would be accelerating inflation. Conversely, if the Fed chose a target for the unemployment rate above the natural rate, the result would be accelerating deflation. For this reason, economists rarely advocate rules for monetary policy expressed solely in terms of real variables, even though real variables such as unemployment and real GDP are the best measures of economic performance."
2,"side of the range that was previously announced. In light of this flexibility, what is the purpose of inflation targeting? Although inflation targeting leaves the central bank with some discretion, the policy does constrain how this discretion is used. When a central bank is told simply to “do the right thing,” it is hard to hold the central bank accountable because people can argue forever about what the right thing is in any specific circumstance. By contrast, when a central bank has announced a specific inflation target, or even a target range, the public can more easily judge whether the central bank is meeting its objectives. Thus, although inflation targeting does not tie the hands of the central bank, it does increase the transparency of monetary policy and, by doing so, makes central bankers more accountable for their actions.6 The Federal Reserve was slow to adopt a policy of inflation targeting, but in 2012 it set for itself an inflation target of 2 percent. On its Web site, the Fed offers the following explanation: The Federal Open Market Committee (FOMC) judges that inflation at the rate of 2 percent (as measured by the annual change in the price index for personal consumption expenditures, or PCE) is most consistent over the longer run with the Federal Reserve’s mandate for price stability and maximum employment. Over time, a higher inflation rate would reduce the public’s ability to make accurate longer-term economic and financial decisions. On the other hand, a lower inflation rate would be associated with an elevated probability of falling into deflation, which means prices and perhaps wages, on average, are falling—a phenomenon associated with very weak economic conditions. Having at least a small level of inflation makes it less likely that the economy will experience harmful deflation if economic conditions weaken. The FOMC implements monetary policy to help maintain an inflation rate of 2 percent over the medium term. n CASE STUDY 6 See Ben S. Bernanke and Frederic S. Mishkin, “Inflation Targeting: A New Framework for Monetary Policy?” Journal of Economic Perspectives 11 (Spring 1997): 97–116."
3,"CHAPTER 18 Alternative Perspectives on Stabilization Policy | 547 from such political influence? In other words, assuming that monetary policy is made by discretion rather than by rule, who should exercise that discretion? Countries vary greatly in how they choose to answer this question. In some countries, the central bank is a branch of the government; in others, the central bank is largely independent. In the United States, Fed governors are appointed by the president for 14-year terms, and they cannot be recalled if the president is unhappy with their decisions. This institutional structure gives the Fed a degree of independence similar to that of the U.S. Supreme Court. Many researchers have investigated the effects of constitutional design on monetary policy. They have examined the laws of different countries to construct an index of central-bank independence. This index is based on various characteristics, such as the length of bankers’ terms, the role of government officials on the bank board, and the frequency of contact between the government and the central bank. The researchers then examined the correlation between central-bank independence and macroeconomic performance."
4,"The results of these studies are striking: more independent central banks are strongly associated with lower and more stable inflation. Figure 18-3 shows a scatterplot of central-bank independence and average inflation for the period 1955 to 1988. Countries that had an independent central bank, such as Germany, Switzerland, and the United States, tended to have low average inflation. Countries that had central banks with less independence, such as New Zealand and Spain, tended to have higher average inflation. FIGURE 18-3 Inflation and Central-Bank Independence This scatterplot presents the international experience with central-bank independence. The evidence shows that more independent central banks tend to produce lower rates of inflation. Data from: Figure 1a, page 155, of Alberto Alesina and Lawrence H. Summers, “Central Bank Independence and Macroeconomic Performance: Some Comparative Evidence,” Journal of Money, Credit, and Banking 25 (May 1993): 151–162. Average inflation is for the period 1955–1988. Index of central-bank independence Average inflation 0.5 1 1.5 2 2.5 3 3.5 4 4.5 9 8 7 6 5 4 3 2 Spain New Zealand Italy United Kingdom Denmark Australia France/Norway/Sweden Japan Canada Belgium Netherlands United States Switzerland Germany"
5,"548 | PART VI Topics in Macroeconomic Policy Researchers have also found that there is no relationship between central-bank independence and real economic activity. In particular, central-bank independence is not correlated with average unemployment, the volatility of unemployment, the average growth of real GDP, or the volatility of real GDP. Central-bank independence appears to offer countries a free lunch: it has the benefit of lower inflation without any apparent cost. This finding has led some countries, such as New Zealand, to rewrite their laws to give their central banks greater independence.7 n 18-3 Conclusion: Making Policy in an Uncertain World In this chapter we have examined whether policy should take an active or passive role in responding to economic fluctuations and whether policy should be conducted by rule or by discretion. There are many arguments on both sides of these questions. Perhaps the only clear conclusion is that there is no simple and compelling case for any particular view of macroeconomic policy. In the end, you must weigh the various arguments, both economic and political, and decide for yourself what kind of role the government should play in trying to stabilize the economy."
6,"For better or worse, economists play a key role in the formulation of economic policy. Because the economy is complex, this role is often difficult. Yet it is also inevitable. Economists cannot sit back and wait until our knowledge of the economy has been perfected before giving advice. In the meantime, someone must advise economic policymakers. That job, difficult as it sometimes is, falls to economists. The role of economists in the policymaking process goes beyond giving advice to policymakers. Even economists cloistered in academia influence policy indirectly through their research and writing. In the conclusion of The General Theory, John Maynard Keynes wrote: [T]he ideas of economists and political philosophers, both when they are right and when they are wrong, are more powerful than is commonly understood. Indeed, the world is ruled by little else. Practical men, who believe themselves to be quite exempt from intellectual influences, are usually the slaves of some defunct economist. Madmen in authority, who hear voices in the air, are distilling their frenzy from some academic scribbler of a few years back. This is as true today as it was when Keynes wrote it in 1936—except now that academic scribbler is often Keynes himself."
7,"7 For a more complete presentation of these findings and references to the large literature on central-bank independence, see Alberto Alesina and Lawrence H. Summers, “Central Bank Independence and Macroeconomic Performance: Some Comparative Evidence,” Journal of Money, Credit, and Banking 25 (May 1993): 151–162. For a study that questions the link between inflation and central-bank independence, see Marta Campillo and Jeffrey A. Miron, “Why Does Inflation Differ Across Countries?” in Christina D. Romer and David H. Romer, eds., Reducing Inflation: Motivation and Strategy (Chicago: University of Chicago Press, 1997), 335–362."
8,"CHAPTER 18 Alternative Perspectives on Stabilization Policy | 549 Summary 1. Advocates of active policy view the economy as subject to frequent shocks that will lead to unnecessary fluctuations in output and employment unless monetary or fiscal policy responds. Many believe that economic policy has been successful in stabilizing the economy. 2. Advocates of passive policy argue that because monetary and fiscal policies work with long and variable lags, attempts to stabilize the economy are likely to end up being destabilizing. In addition, they believe that our present understanding of the economy is too limited to be useful in formulating successful stabilization policy and that inept policy is a frequent source of economic fluctuations. 3. Advocates of discretionary policy argue that discretion gives more flexibility to policymakers in responding to various unforeseen situations. 4. Advocates of policy rules argue that the political process cannot be trusted. They believe that politicians make frequent mistakes in conducting economic policy and sometimes use economic policy for their own political ends. In addition, advocates of policy rules argue that a commitment to a fixed policy rule is necessary to solve the problem of time inconsistency."
9,"The role of economists in the policymaking process goes beyond giving advice to policymakers. Even economists cloistered in academia influence policy indirectly through their research and writing. In the conclusion of The General Theory, John Maynard Keynes wrote:
[T]he ideas of economists and political philosophers, both when they are right and when they are wrong, are more powerful than is commonly understood. Indeed, the world is ruled by little else. Practical men, who believe themselves to be quite exempt from intellectual influences, are usually the slaves of some defunct economist. Madmen in authority, who hear voices in the air, are distilling their frenzy from some academic scribbler of a few years back."
10,This is as true today as it was when Keynes wrote it in 1936—except now that academic scribbler is often Keynes himself.
