id,paragraph
1,"The Open Economy Revisited:
The Mundell–Fleming Model
and the Exchange-Rate Regime
The world is still a closed economy, but its regions and countries are becoming
increasingly open. . . . The international economic climate has changed in
the direction of financial integration, and this has important implications for
economic policy.
—Robert Mundell, 1963
When conducting monetary and fiscal policy, policymakers often
look beyond their own country’s borders. Even if domestic prosperity is their sole objective, it is necessary for them to consider
the rest of the world. The international flow of goods and services and the international flow of capital can affect an economy in profound ways. Policymakers
ignore these effects at their peril.
In this chapter, we extend our analysis of aggregate demand to include
international trade and finance. The model developed in this chapter, called
the Mundell–Fleming model, has been described as “the dominant policy
paradigm for studying open-economy monetary and fiscal policy.” In 1999,
Robert Mundell was awarded the Nobel Prize for his work in open-economy
macroeconomics, including this model.1"
2,"The Mundell–Fleming model is a close relative of the IS–LM model.
Both models stress the interaction between the goods market and the money
market. Both models assume that the price level is fixed and then show what
causes short-run fluctuations in aggregate income (or, equivalently, shifts in the
aggregate demand curve). The key difference is that the IS–LM model assumes
a closed economy, whereas the Mundell–Fleming model assumes an open
economy. The Mundell–Fleming model extends the short-run model of national
income from Chapters 11 and 12 by including the effects of international trade
and finance discussed in Chapter 6."
3,"The Mundell–Fleming model makes one important and extreme assumption:
It assumes that the economy being studied is a small open economy with perfect
capital mobility. That is, the economy can borrow or lend as much as it wants in
world financial markets and, as a result, the economy’s interest rate is determined
by the world interest rate. Here is how Mundell himself, in his original 1963
article, explained why he made this assumption:
In order to present my conclusions in the simplest possible way and to bring
the implications for policy into sharpest relief, I assume the extreme degree of
mobility that prevails when a country cannot maintain an interest rate different
from the general level prevailing abroad. This assumption will overstate the case
but it has the merit of posing a stereotype towards which international financial
relations seem to be heading. At the same time it might be argued that the
assumption is not far from the truth in those financial centers, of which Zurich,
Amsterdam, and Brussels may be taken as examples, where the authorities
already recognize their lessening ability to dominate money market conditions
and insulate them from foreign influences. It should also have a high degree of
relevance to a country like Canada whose financial markets are dominated to a
great degree by the vast New York market."
4,"As we will see, Mundell’s assumption of a small open economy with perfect capital mobility will prove useful in developing a tractable and illuminating model. One lesson from the Mundell–Fleming model is that the behavior of an
economy depends on the exchange-rate system it has adopted. Indeed, the model
was first developed in large part to understand how alternative exchange-rate
regimes work and how the choice of exchange-rate regime affects the use of
monetary and fiscal policy. We begin by assuming that the economy operates
with a floating exchange rate. That is, we assume that the central bank allows
the exchange rate to adjust to changing economic conditions. We then examine
how the economy operates under a fixed exchange rate. After developing the
model, we will be in a position to address an important policy question: What
exchange-rate system should a nation adopt?"
5,"These issues of open-economy macroeconomics have been very much in the
news in recent years. As various European nations, most notably Greece, experienced severe financial difficulties, many observers wondered whether it was wise
for much of the continent to adopt a common currency—the most
extreme
form of a fixed exchange rate. If each nation had its own currency, monetary
policy and the exchange rate could have adjusted more easily to the changing
individual circumstances and needs of each nation. Meanwhile, many American
policymakers, including Presidents George W. Bush and Barack Obama, were
objecting that China did not allow the value of its currency to float freely
against the U.S. dollar. They argued that China kept its currency artificially
cheap, making its goods more competitive on world markets. As we will see, the
Mundell–Fleming model offers a useful starting point for understanding and
evaluating these often heated international policy debates."
6,"13-1 The Mundell–Fleming Model
In this section, we construct the Mundell–Fleming model; and in the following
sections, we use the model to examine the impact of various policies. As you
will see, the Mundell–Fleming model is built from components we have used in
previous chapters. But these pieces are put together in a new way to address a
new set of questions."
7,"The Key Assumption: Small Open Economy With
Perfect Capital Mobility
Let’s begin with the assumption of a small open economy with perfect capital
mobility. As we saw in Chapter 6, this assumption means that the interest rate in
this economy r is determined by the world interest rate r∗. Mathematically, we
write this assumption as
r 5 r∗.
This world interest rate is assumed to be exogenously fixed because the economy
is sufficiently small relative to the world economy that it can borrow or lend
as much as it wants in world financial markets without affecting the world
interest rate."
8,"Although the idea of perfect capital mobility is expressed with a simple
equation, it is important not to lose sight of the sophisticated process that this
equation represents. Imagine that some event occurred that would normally raise
the interest rate (such as a decline in domestic saving). In a small open economy,
the domestic interest rate might rise by a little bit for a short time, but as soon
as it did, foreigners would see the higher interest rate and start lending to this
country (by, for instance, buying this country’s bonds). The capital inflow would
drive the domestic interest rate back toward r∗. Similarly, if any event started to
drive the domestic interest rate downward, capital would flow out of the country
to earn a higher return abroad, and this capital outflow would drive the domestic
interest rate back up to r∗. Hence, the r 5 r ∗ equation represents the assumption that the international flow of capital is rapid enough to keep the domestic
interest rate equal to the world interest rate."
9,"The Goods Market and the IS* Curve The Mundell–Fleming model describes the market for goods and services much as the IS–LM model does, but it adds a new term for net exports. In particular, the goods market is represented with the following equation: Y 5 C (Y 2 T)  I (r)  G  NX (e). This equation states that aggregate income Y is the sum of consumption C, investment I, government purchases G, and net exports NX. Consumption depends positively on disposable income Y 2 T. Investment depends negatively on the interest rate. Net exports depend negatively on the exchange rate e. As before, we define the exchange rate e as the amount of foreign currency per unit of domestic currency—for example, e might be 100 yen per dollar. You may recall that in Chapter 6 we related net exports to the real exchange rate (the relative price of goods at home and abroad) rather than the nominal exchange rate (the relative price of domestic and foreign currencies). If e is the nominal exchange rate, then the real exchange rate e equals eP/P∗, where P is the domestic price level and P∗ is the foreign price level. The Mundell–Fleming model, however, assumes that the price levels at home and abroad are fixed, so the real exchange rate is proportional to the nominal exchange rate. That is, when the domestic currency appreciates and the nominal exchange rate rises (from, say, 100 to 120 yen per dollar), the real exchange rate rises as well; thus, foreign goods become cheaper compared to domestic goods, and this causes exports to fall and imports to rise. The goods market equilibrium condition above has two financial variables that affect expenditure on goods and services (the interest rate and the exchange rate), but we can simplify matters by using the assumption of perfect capital mobility, r 5 r ∗: Y 5 C (Y 2 T)  I (r∗)  G  NX (e). Let’s call this the IS∗ equation. (The asterisk reminds us that the equation holds the interest rate constant at the world interest rate r∗.) We can illustrate this equation on a graph in which income is on the horizontal axis and the exchange rate is on the vertical axis. This curve is shown in panel (c) of Figure 13-1. The IS∗ curve slopes downward because a higher exchange rate reduces net exports, which in turn lowers aggregate income. To show how this works, the other panels of Figure 13-1 combine the net-exports schedule and the Keynesian cross to derive the IS∗ curve. In panel (a), an increase in the exchange rate from e1 to e2 lowers net exports from NX (e1) to NX (e2). In panel (b), the reduction in net exports shifts the planned-expenditure schedule downward and thus lowers income from Y1 to Y2. The IS∗ curve summarizes this relationship between the exchange rate e and income Y."
10,"The Money Market and the LM* Curve The Mundell–Fleming model represents the money market with an equation that should be familiar from the IS–LM model: M/P 5 L (r, Y ). This equation states that the supply of real money balances M/P equals the demand L (r, Y). The demand for real balances depends negatively on the interest rate and positively on income. The money supply M is an exogenous variable controlled by the central bank, and because the Mundell–Fleming model is designed to analyze short-run fluctuations, the price level P is also assumed to be exogenously fixed. Once again, we add the assumption that the domestic interest rate equals the world interest rate, so r 5 r∗: M/P 5 L (r∗, Y ). Let’s call this the LM∗ equation. We can represent it graphically with a vertical line, as in panel (b) of Figure 13-2. The LM∗ curve is vertical because the exchange rate does not enter into the LM∗ equation. Given the world interest rate, the LM∗ equation determines aggregate income, regardless of the exchange rate. Figure 13-2 shows how the LM∗ curve arises from the world interest rate and the LM curve, which relates the interest rate and income."
