id,paragraph
1,"n an economy may not
be fixed by the world interest rate: capital may not be perfectly mobile. That is,
investors here and abroad may prefer to hold their wealth in domestic rather
than foreign assets. Such a preference for domestic assets could arise because of
imperfect information about foreign assets or because of government impediments to international borrowing and lending. In either case, funds for capital
accumulation will not flow freely to equalize interest rates in all countries.
Instead, the net capital outflow will depend on domestic interest rates relative
to foreign interest rates. U.S. investors will lend abroad only if U.S. interest rates
are comparatively low, and foreign investors will lend in the United States only
if U.S. interest rates are comparatively high. The large-open-economy model,
therefore, may apply even to a small economy if capital does not flow freely into
and out of the economy.
Hence, either because the large open economy affects world interest rates,
or because capital is imperfectly mobile, or perhaps for both reasons, the CF
function slopes downward. Except for this new downward-sloping CF function,
the model of the large open economy resembles the model of the small open
economy. We put all the pieces together in the next section."
2,"The Model
To understand how the large open economy works, we need to consider two
key markets: the market for loanable funds (where the interest rate is determined)
and the market for foreign exchange (where the exchange rate is determined).
The interest rate and the exchange rate are two prices that guide the allocation
of resources.
The Market for Loanable Funds An open economy’s saving S is used in
two ways: to finance domestic investment I and to finance the net capital outflow
CF. We can write
S 5 I 1 CF.
Consider how these three variables are determined. National saving is fixed by
the level of output, fiscal policy, and the consumption function. Investment and
net capital outflow both depend on the domestic real interest rate. We can write
S
– 5 I(r ) 1 CF (r ).
176 | PART II Classical Theory: The Economy in the Long Run
Figure 6-17 shows the market for loanable funds. The supply of loanable funds
is national saving. The demand for loanable funds is the sum of the demand for
domestic investment and the demand for foreign investment (net capital outflow). The interest rate adjusts to equilibrate supply and demand.
The Market for Foreign Exchange Next, consider the relationship between
the net capital outflow and the trade balance. The national income accounts
identity tells us
NX 5 S 2 I.
Because NX is a function of the real exchange rate, and because CF 5 S 2 I,
we can write
NX(e ) 5 CF.
Figure 6-18 shows the equilibrium in the market for foreign exchange. Once
again, the real exchange rate is the price that equilibrates the trade balance and
the net capital outflow."
3,"The last variable we should consider is the nominal exchange rate. As before, the
nominal exchange rate is
the real exchange rate times the ratio of the price levels:
e 5 e 3 (P ∗/P ).
FIGURE 6-17
The Market for Loanable Funds in the Large
Open Economy At the equilibrium interest
rate, the supply of loanable funds from saving
S balances the demand for loanable funds from
domestic investment I and capital investments
abroad CF.
Real interest
rate, r
Loanable funds, S, I 􏰀 CF
S
I(r) 􏰀 CF(r)
Equilibrium
real interest
rate
FIGURE 6-18
The Market for Foreign-Currency Exchange
in the Large Open Economy At the equilibrium exchange rate, the supply of dollars
from the net capital outflow, CF, balances
the demand for dollars from our net exports
of goods and services, NX.
Real exchange
rate, 􏰀
Net exports, NX
Equilibrium
real exchange
rate
CF
NX(􏰀)
CHAPTER 6 The Open Economy | 177
The real exchange rate is determined as in Figure 6-18, and the price levels are
determined by monetary policies here and abroad, as we discussed in Chapter 5.
Forces that move the real exchange rate or the price levels also move the nominal
exchange rate."
4,"Policies in the Large Open Economy
We can now consider how economic policies influence the large open
economy. Figure 6-19 shows the three diagrams we need for the analysis.
Panel (a) shows the equilibrium in the market for loanable funds; panel (b)
shows the relationship between the equilibrium interest rate and the net
capital outflow; and panel (c) shows the equilibrium in the market for foreign
exchange.
Fiscal Policy at Home Consider the effects of expansionary fiscal policy—
an increase in government purchases or a decrease in taxes. Figure 6-20
shows what happens. The policy reduces national saving S, thereby reducing
the supply of loanable funds and raising the equilibrium interest rate r. The
higher interest rate reduces both domestic investment I and the net capital
FIGURE 6-19
The Equilibrium in the Large Open
Economy Panel (a) shows that the
market for loanable funds determines
the equilibrium interest rate. Panel
(b) shows that the interest rate determines the net capital outflow, which
in turn determines the supply of dollars to be exchanged into foreign currency. Panel (c) shows that the real
exchange rate adjusts to balance this
supply of dollars with the demand
coming from net exports.
Real interest
rate, r
Loanable funds, S, I 􏰀 CF Net capital outflow, CF
Real
exchange
rate, 􏰀
Net exports, NX
(a) The Market for Loanable Funds (b) Net Capital Outflow
(c) The Market for Foreign Exchange
NX(􏰀)
CF
r
CF(r)
S
I 􏰀 CF
178 | PART II Classical Theory: The Economy in the Long Run
outflow CF. The fall in the net capital outflow reduces the supply of dollars
to be exchanged into foreign currency. The exchange rate appreciates, and net
exports fall."
5,"FIGURE 6-20
CHAPTER 6 The Open Economy | 179
The large open economy is the intermediate case: both I and NX fall, each by
less than the fall in S.
Shifts in Investment Demand Suppose that the investment demand schedule shifts outward, perhaps because Congress passes an investment tax credit.
Figure 6-21 shows the effect. The demand for loanable funds rises, raising the
equilibrium interest rate. The higher interest rate reduces the net capital outflow: Americans make fewer loans abroad, and foreigners make more loans to
Americans. The fall in the net capital outflow reduces the supply of dollars in
the market for foreign exchange. The exchange rate appreciates, and net exports fall.
Trade Policies Figure 6-22 shows the effect of a trade restriction, such as an
import quota. The reduced demand for imports shifts the net exports schedule
outward in panel (c). Because nothing has changed in the market for loanable
funds, the interest rate remains the same, which in turn implies that the net
capital outflow remains the same. The shift in the net-exports schedule causes
the exchange rate to appreciate. The rise in the exchange rate makes U.S. goods
expensive relative to foreign goods, which depresses exports and stimulates
imports. In the end, the trade restriction does not affect the trade balance."
6,"FIGURE 6-21
Real interest
rate, r
r
2
r
1
Real
exchange
rate, 􏰀
Net exports, NX
CF2
CF1
NX2
􏰀
2
􏰀
1
NX1
2. ...
raises the
interest
rate, ...
NX(􏰀)
CF
r
CF(r)
S
I 􏰀 CF
r
2
r
1
4. ...
raises the
exchange
rate, ...
3. ... which
reduces net
capit
al
outflow, ...
5. ... and
reduces
net exports.
(a) The Market for Loanable Funds (b) Net Capital Outflow
(c) The Market for Foreign Exchange
Loanable funds, S, I 􏰀 CF Net capital
outflow, CF
1. An
increase
in investment
demand ...
An Increase in Investment
Demand in the Large Open
Economy Panel (a) shows that
an increase in investment demand
raises the interest rate. Panel (b)
shows that the higher interest rate
lowers the net capital outflow.
Panel (c) shows that a lower
capital outflow causes the real
exchange rate to appreciate and
net exports to fall."
7,"180 | PART II Classical Theory: The Economy in the Long Run
Shifts in Net Capital Outflow There are various reasons that the CF schedule might shift. One reason is fiscal policy abroad. For example, suppose that
Germany pursues a fiscal policy that raises German saving. This policy reduces
the German interest rate. The lower German interest rate discourages American
investors from lending in Germany and encourages German investors to lend in
the United States. For any given U.S. interest rate, the U.S. net capital outflow falls.
Another reason the CF schedule might shift is political instability abroad. Suppose that a war or revolution breaks out in another country. Investors around the
world will try to withdraw their assets from that country and seek a “safe haven”
in a stable country such as the United States. The result is a reduction in the U.S.
net capital outflow.
Figure 6-23 shows the impact of a leftward shift in the CF schedule. The
reduced demand for loanable funds lowers the equilibrium interest rate. The
lower interest rate tends to raise net capital outflow, but because this only partly
mitigates the shift in the CF schedule, CF still falls. The reduced level of net
capital outflow reduces the supply of dollars in the market for foreign exchange.
The exchange rate appreciates, and net exports fall."
8,"Similarly, policies that lower saving or raise investment lead to trade
deficits. In both economies, protectionist trade policies cause the exchange rate
to appreciate and do not influence the trade balance. Because the results are so
similar, for most questions one can use the simpler model of the small open
economy, even if the economy being examined is not really small.
FIGURE 6-23
Real interest
rate, r
Real
exchange
rate, 􏰀
Net exports, NX
CF2
CF1
NX2
e2
e1
NX1
2. ...
causes the
interest
rate to
fall, ...
3. ... the
exchange
rate to
rise, ...
S
I 􏰀 CF
r
CF(r)
NX(􏰀)
CF
Net capital
outflow, CF
Loanable funds, S, I 􏰀 CF
r
1
r
2
4. ... and
net exports
to fall.
􏰀2
􏰀1
(a) The Market for Loanable Funds (b) Net Capital Outflow
(c) The Market for Foreign Exchange
1. A fall in net
capital outflow ...
A Fall in the Net Capital
Outflow in the Large Open
Economy Panel (a) shows that a
downward shift in the CF schedule
reduces the demand for loans and
thereby reduces the equilibrium
interest rate. Panel (b) shows that
the level of the net capital outflow
falls. Panel (c) shows that the real
exchange rate appreciates and net
exports fall.
182 | PART II Classical Theory: The Economy in the Long Run
1. If a war broke out abroad, it would affect
the U.S. economy in many ways. Use the
model of the large open economy to examine
each of the following effects of such a war.
What happens in the United States to saving, investment, the trade balance, the interest
rate, and the exchange rate? (To keep things
simple, consider each of the following effects
separately.)
a. The U.S. government, fearing it may need to
enter the war, increases its purchases of military equipment.
b. Other countries raise their demand for
high-tech weapons, a major export of the
United States.
c. The war makes U.S. firms uncertain about
the future, and the firms delay some investment projects.
d. The war makes U.S. consumers uncertain
about the future, and the consumers save
more in response.
e. Americans become apprehensive about
traveling abroad, so more of them spend their
vacations in the United States.
f. Foreign investors seek a safe haven for their
portfolios in the United States.
2. On September 21, 1995, “House Speaker
Newt Gingrich threatened to send the United
States into default on its debt for the first time
in the nation’s history, to force the Clinton
Administration to balance the budget on
Republican terms” (New York Times, September 22,
1995, p. A1). That same day, the interest rate on
30-year U.S. government bonds rose from 6.46
to 6.55 percent, and the dollar fell in value from
102.7 to 99.0 yen. Use the model of the large
open economy to explain this event."
9,"MORE PROBLEMS AND APPLICATIONS
Unemployment and the
Labor Market
A man willing to work, and unable to find work, is perhaps the saddest sight
that fortune’s inequality exhibits under the sun.
—Thomas Carlyle
183
U
nemployment is the macroeconomic problem that affects people most
directly and severely. For most people
the loss of a job means a reduced
living standard and psychological distress. It is no surprise that unemployment is a frequent topic of political debate and that politicians often claim
that their proposed policies would help create jobs. While the issue is perennial,
it rose to particular prominence in the aftermath of the financial crisis and recession of 2008–2009, when the unemployment rate lingered around 9 percent for
several years before drifting down to about 6 percent in 2014.
Economists study unemployment to identify its causes and to help improve the
public policies that affect the unemployed. Some of these policies, such as job-training programs, help people find employment. Others, such as unemployment
insurance, alleviate some of the hardships that the unemployed face. Still other
policies affect the prevalence of unemployment inadvertently. Laws mandating
a high minimum wage, for instance, are widely thought to raise unemployment
among the least skilled and least experienced members of the labor force."
10,"Our discussions of the labor market so far have ignored unemployment. In
particular, the model of national income in Chapter 3 was built with the
assumption that the economy is always at full employment. In reality, not everyone
in the labor force has a job all the time: in all free-market economies, at any
moment, some people are unemployed.
Figure 7-1 shows the rate of unemployment—the percentage of the labor
force unemployed—in the United States from 1950 to 2014. Although the rate
of unemployment fluctuates from year to year, it never gets even close to zero.
The average is between 5 and 6 percent, meaning that about 1 out of every 18
people wanting a job does not have one.
In this chapter we begin our study of unemployment by discussing why there
is always some unemployment and what determines its level. We do not study
what determines the year-to-year fluctuations in the rate of unemployment until
7
CHAPTER
184 | PART II Classical Theory: The Economy in the Long Run
Part Four of this book, which examines short-run economic fluctuations. Here we
examine the determinants of the natural rate of unemployment—the average
rate of unemployment around which the economy fluctuates. The natural rate is the
rate of unemployment toward which the economy gravitates in the long run, given
all the labor-market imperfections that impede workers from instantly finding jobs."
