id,paragraph
1,"Summary 1. The quantity theory of money assumes that the velocity of money is stable and concludes that nominal GDP is proportional to the stock of money. Because the factors of production and the production function determine real GDP, the quantity theory implies that the price level is proportional to the quantity of money. Therefore, the rate of growth in the quantity of money determines the inflation rate. 2. Seigniorage is the revenue that the government raises by printing money. It is a tax on money holding. Although seigniorage is quantitatively small in most economies, it is often a major source of government revenue in economies experiencing hyperinflation. 3. The real interest rate is the nominal interest rate (the interest rate as usually reported) corrected for the effects of inflation. The ex post real interest rate is based on actual inflation, whereas the ex ante real interest rate is based on expected inflation. The Fisher effect says that the nominal interest rate moves one-to-one with expected inflation. 4. The nominal interest rate is the opportunity cost of holding money. Thus, one might expect the demand for money to depend on the nominal interest rate. If it does, then the price level depends on both the current quantity of money and the quantities of money expected in the future. 5. The costs of expected inflation include shoeleather costs, menu costs, the cost of relative price variability, tax distortions, and the inconvenience of making inflation corrections. In addition, unexpected inflation causes arbitrary redistributions of wealth between debtors and creditors. One possible benefit of inflation is that it improves the functioning of labor markets by allowing real wages to reach equilibrium levels without cuts in nominal wages. 6. During hyperinflations, most of the costs of inflation become severe. Hyperinflations typically begin when governments finance large budget deficits by printing money. They end when fiscal reforms eliminate the need for seigniorage. 7. According to classical economic theory, money is neutral: the money supply does not affect real variables. Therefore, classical theory allows us to study how real variables are determined without any reference to the money supply. The equilibrium in the money market then determines the price level and, as a result, all other nominal variables. This theoretical separation of real and nominal variables is called the classical dichotomy."
2,"KEY CONCEPTS Inflation Hyperinflation Quantity equation Transactions velocity of money Income velocity of money Real money balances Money demand function Quantity theory of money Seigniorage Nominal and real interest rates Fisher equation and Fisher effect Ex ante and ex post real interest rates Shoeleather costs Menu costs Real and nominal variables Classical dichotomy Monetary neutrality CHAPTER 5 Inflation: Its Causes, Effects, and Social Costs | 133 1. Write the quantity equation and explain it. 2. What does the assumption of constant velocity imply? 3. Who pays the inflation tax? 4. If inflation rises from 6 to 8 percent, what happens to real and nominal interest rates according to the Fisher effect? QUESTIONS FOR REVIEW 5. List all the costs of inflation you can think of, and rank them according to how important you think they are. 6. Explain the roles of monetary and fiscal policy in causing and ending hyperinflations. 7. Define the terms real variable and nominal variable, and give an example of each."
3,"PROBLEMS AND APPLICATIONS 1. • In the country of Wiknam, the velocity of money is constant. Real GDP grows by 3 percent per year, the money stock grows by 8 percent per year, and the nominal interest rate is 9 percent. What is a. the growth rate of nominal GDP? b. the inflation rate? c. the real interest rate? 2. Suppose a country has a money demand function (M/P )d 5 kY, where k is a constant parameter. The money supply grows by 12 percent per year, and real income grows by 4 percent per year. a. What is the average inflation rate? b. How would inflation be different if real income growth were higher? Explain. c. How do you interpret the parameter k? What is its relationship to the velocity of money? d. Suppose, instead of a constant money demand function, the velocity of money in this economy was growing steadily because of financial innovation. How would that affect the inflation rate? Explain."
4,"3. • An economy has the following money demand function: (M/P ) d 5 .2Y/i 1⁄2 . a. Derive an expression for the velocity of money. What does velocity depend on? Explain why this dependency may occur. b. Calculate velocity if the nominal interest rate i is 4 percent. c. If output Y is 1,000 units and the money supply M is $1,200, what is the price level P ? d. Suppose the announcement of a new head of the central bank, with a reputation of being soft on inflation, increases expected inflation by 5 percentage points. According to the Fisher effect, what is the new nominal interest rate? e. Calculate the new velocity of money. f. If, in the aftermath of the announcement, both the economy’s output and the current money supply are unchanged, what happens to the price level? Explain why this occurs. g. If the new central banker wants to keep the price level the same after the announcement, at what level should she set the money supply?"
5,"4. Suppose that the money demand function takes the form (M/P )d 5 L (i, Y ) 5 Y/(5i ) a. If output grows at rate g and the nominal interest rate is constant, at what rate will the demand for real balances grow? b. What is the velocity of money in this economy? c. If inflation and nominal interest rates are constant, at what rate, if any, will velocity grow? d. How will a permanent (once-and-for-all) increase in the level of interest rates affect the level of velocity? How will it affect the subsequent growth rate of velocity? e. If the central bank wants to achieve a long-run target inflation rate of p, at what rate should the money supply grow?"
6,"5. A newspaper article once reported that the U.S. economy was experiencing a low rate of inflation. It said that “low inflation has a downside: 45 million recipients of Social Security and other benefits will see their checks go up by just 2.8 percent next year.” a. Why would policymakers link increases in Social Security and other benefits to inflation? b. Is the small increase in benefits a “downside” of low inflation, as the article suggests? Why or why not? 6. During World War II, both Germany and England had plans for a paper weapon: they each printed the other’s currency, with the intention of dropping large quantities by airplane. Why might this have been an effective weapon? 7. In each of the following scenarios, explain and categorize the cost of inflation. a. Because inflation has risen, the J. Crew clothing company decides to issue a new catalog monthly rather than quarterly. b. Grandpa buys an annuity for $100,000 from an insurance company, which promises to pay him $10,000 a year for the rest of his life. After buying it, he is surprised that high inflation triples the price level over the next few years. c. Maria lives in an economy with hyperinflation. Each day after being paid, she runs to the store as quickly as possible so she can spend her money before it loses value. d. Gita lives in an economy with an inflation rate of 10 percent. Over the past year, she earned a return of $50,000 on her million-dollar portfolio of stocks and bonds. Because her tax rate is 20 percent, she paid $10,000 to the government. e. Your father tells you that when he was your age, he worked for only $4 an hour. He suggests that you are lucky to have a job that pays $9 an hour."
7,"ore explicitly how this relationship works.11 To keep the math as simple as possible, we posit a money demand function that is linear in the natural logarithms of all the variables. The money demand function is mt  pt 5 2( pt 11 2 pt ), (A1) where mt is the log of the quantity of money at time t, pt is the log of the price level at time t, and  is a parameter that governs the sensitivity of money demand to the rate of inflation. By the property of logarithms, mt 2 pt is the log of real money balances, and pt 11 2 pt is the inflation rate between period t and period t 1 1. This equation states that if inflation goes up by 1 percentage point, real money balances fall by  percent. We have made a number of assumptions in writing the money demand function in this way. First, by excluding the level of output as a determinant of money demand, we are implicitly assuming that it is constant. Second, by including the rate of inflation rather than the nominal interest rate, we are assuming that the real interest rate is constant. Third, by including actual inflation rather than expected inflation, we are assuming perfect foresight. All of these assumptions are made to keep the analysis as simple as possible."
8,"We want to solve Equation A1 to express the price level as a function of current and future money. To do this, note that Equation A1 can be rewritten as pt 5 ( ____ 1 1 1 ) mt 1 (  ____ 1 1 ) pt11 . (A2) This equation states that the current price level pt is a weighted average of the current money supply mt and the next period’s price level pt 11 . The next period’s price level will be determined the same way as this period’s price level: pt 11 5 ( ____ 1 1 1 ) mt 11 1 (  ____ 1 1 ) pt 12 . (A3) 11This model is derived from Phillip Cagan, “The Monetary Dynamics of Hyperinflation,” in Studies in the Quantity Theory of Money, edited by Milton Friedman (Chicago: University of Chicago Press, 1956): 25–117."
9,"We want to solve Equation A1 to express the price level as a function of current and future money. To do this, note that Equation A1 can be rewritten as pt 5 (____ 1 1 1 ) mt 1 ( ____ 1 1 ) pt11. (A2) This equation states that the current price level pt is a weighted average of the current money supply mt and the next period’s price level pt 11. The next period’s price level will be determined the same way as this period’s price level: pt 11 5 (____ 1 1 1 ) mt 11 1 ( ____ 1 1 ) pt 12. (A3) 11This model is derived from Phillip Cagan, “The Monetary Dynamics of Hyperinflation,” in Studies in the Quantity Theory of Money, edited by Milton Friedman (Chicago: University of Chicago Press, 1956): 25–117."
10,"Now substitute Equation A3 for pt +1 in Equation A2 to obtain pt 5 ____ 1 1 1  mt 1  ______ (1 1)2 mt 11 1 2 ______ (1 1)2 pt12. (A4) Equation A4 states that the current price level is a weighted average of the current money supply, the next period’s money supply, and the following period’s price level. Once again, the price level in period t 1 2 is determined as in Equation A2: pt 12 5 (____ 1 1 1 ) mt 12 1 ( ____ 1 1 ) pt 13. (A5) Now substitute Equation A5 into Equation A4 to obtain pt 5 ____ 1 1 1  mt 1  ______ (1 1)2 mt 11 1 3 ______ (1 1)3 mt 12 1 3 ______ (1 1)3 pt 13. (A6) By now you see the pattern. We can continue to use Equation A2 to substitute for the future price level. If we do this an infinite number of times, we find pt 5 (____ 1 1 1 )[ mt 1 ( ____ 1 1 )mt 11 1 ( ____ 1 1 )2 mt 12 1 ( ____ 1 1 )3 mt 13 1 ... ] , (A7) where “. . .” indicates an infinite number of analogous terms. According to Equation A7, the current price level is a weighted average of the current money supply and all future money supplies."
