id,paragraph
1,"to convert this last equation into a form that is easier to interpret and apply to the available data. First, with some algebraic rearrangement, the equation becomes17
_
DY
Y
= ( MPK _
 K
Y
)
_
DK
K
 ( MPL _
 L
Y
)
_
DL
L
.
This form of the equation relates the growth rate of output, DY/Y, to the growth rate of capital, DK/K, and the growth rate of labor, DL/L.
17Mathematical note: To see that this is equivalent to the previous equation, note that we can multiply both sides of this equation by Y and thereby cancel Y from three places in which it appears.
We can cancel the K in the top and bottom of the first term on the right-hand side and the L in the top and bottom of the second term on the right-hand side. These algebraic manipulations turn this equation into the previous one.
272 | PART III Growth Theory: The Economy in the Very Long Run
Next, we need to find some way to measure the terms in parentheses in the last equation. In Chapter 3 we showed that the marginal product of capital equals its real rental price. Therefore, MPK  K is the total return to capital, and (MPK  K)/Y is capital’s share of output. Similarly, the marginal product of labor equals the real wage. Therefore, MPL  L is the total compensation that labor receives, and (MPL  L)/Y is labor’s share of output. Under the assumption that the production function has constant returns to scale, Euler’s theorem (which we discussed in Chapter 3) tells us that these two shares sum to 1. In this case, we can write
_
DY
Y
5 a
_
DK
K
 (1  a) _
DL
L
,
where a is capital’s share and (1  a) is labor’s share.
This last equation gives us a simple formula for showing how changes in inputs lead to changes in output. It shows, in particular, that we must weight the growth rates of the inputs by the factor shares. Capital’s share in the United States is about 30 percent, that is, a 5 0.30. Therefore, a 10 percent increase in the amount of capital (DK/K 5 0.10) leads to a 3 percent increase in the amount of output (DY/Y 5 0.03). Similarly, a 10 percent increase in the amount of labor (DL/L 5 0.10) leads to a 7 percent increase in the amount of output (DY/Y 5 0.07).
Technological Progress
So far in our analysis of the sources of growth, we have been assuming that the production function does not change over time. In practice, of course, technological progress improves the production function. For any given amount of inputs, we can produce more output today than we could in the past. We now extend the analysis to allow for technological progress.
We include the effects of the changing technology by writing the production function as
Y 5 AF(K, L),
where A is a measure of the current level of technology called total factor productivity. Output now increases not only because of increases in capital and labor but also because of increases in total factor productivity. If total factor productivity increases by 1 percent and if the inputs are unchanged, then output increases by 1 percent."
2,"Allowing for a changing level of technology adds another term to our equation accounting for economic growth:
_
DY
Y
5 a
_
DK
K
 (1  a) _
DL
L

_
DA
A

Growth in Contribution Contribution Growth in Total
Output 5 of Capital  of Labor  Factor Productivity
.
CHAPTER 9 Economic Growth II: Technology, Empirics, and Policy | 273
This is the key equation of growth accounting. It identifies and allows us to measure the three sources of growth: changes in the amount of capital, changes in the amount of labor, and changes in total factor productivity.
Because total factor productivity is not directly observable, it is measured indirectly. We have data on the growth in output, capital, and labor; we also have data on capital’s share of output. From these data and the growth-accounting equation, we can compute the growth in total factor productivity to make sure that everything adds up:
_
DA
A
5
_
DY
Y
 a
_
DK
K
 (1  a) _
DL
L
.
DA/A is the change in output that cannot be explained by changes in inputs.
Thus, the growth in total factor productivity is computed as a residual—that is,
as the amount of output growth that remains after we have accounted for the determinants of growth that we can measure directly. Indeed, DA/A is sometimes called the Solow residual, after Robert Solow, who first showed how to compute it.18
Total factor productivity can change for many reasons. Changes most often arise because of increased knowledge about production methods, so the Solow residual is frequently used as a measure of technological progress. Yet other factors, such as education and government regulation, can affect total factor productivity as well. For example, if higher public spending raises the quality of education, then workers may become more productive and output may rise, which implies higher total factor productivity. In another example, if government regulations require firms to purchase capital to reduce pollution or increase worker safety, then the capital stock may rise without any increase in measured output, which implies lower total factor productivity. Total factor productivity captures anything that changes the relation between measured inputs and measured output."
3,"productivity. One can show that DA/A 5 (1  a)DE/E, where
a is capital’s share. Thus, technological change as measured by growth in the efficiency of labor is proportional to technological change as measured by the Solow residual.
274 | PART III Growth Theory: The Economy in the Very Long Run
that increases in capital, labor, and productivity have contributed almost equally to economic growth in the United States.
Table 9-2 also shows that the growth in total factor productivity slowed substantially during the period from 1972 to 1995. Before 1972, total factor productivity grew at 1.8 percent per year; after 1972, it grew at only 0.5 percent per year. Accumulated over many years, even a small change in the rate of growth has a large effect on economic well-being. Real income in the United States in 1995 and beyond was about 35 percent lower than it would have been had productivity growth remained at its previous level.
SOURCES OF GROWTH
Years
Output
Growth
DY/Y 5
Capital
aDK/K 1
Labor
(1 2 a)DL/L 1
Total Factor
Productivity
DA/A
(average percentage increase per year)
1948–2013 3.5 1.3 1.0 1.2
1948–1972 4.1 1.3 0.9 1.8
1972–1995 3.3 1.4 1.4 0.5
1995–2013 2.9 1.1 0.6 1.1
Data from: U.S. Department of Labor. Data are for the non-farm business sector. Parts may
not add to total due to rounding.
Accounting for Economic Growth in the United States
TABLE 9-2
CASE STUDY
The Slowdown in Productivity Growth
Why did the slowdown in productivity growth around 1972 occur? There are many hypotheses to explain this adverse phenomenon. Here are four of them."
4,"productivity. One can show that DA/A 5 (1  a)DE/E, where a is capital’s share. Thus, technological change as measured by growth in the efficiency of labor is proportional to technological change as measured by the Solow residual."
5,"that increases in capital, labor, and productivity have contributed almost equally to economic growth in the United States."
6,"Table 9-2 also shows that the growth in total factor productivity slowed substantially during the period from 1972 to 1995. Before 1972, total factor productivity grew at 1.8 percent per year; after 1972, it grew at only 0.5 percent per year. Accumulated over many years, even a small change in the rate of growth has a large effect on economic well-being. Real income in the United States in 1995 and beyond was about 35 percent lower than it would have been had productivity growth remained at its previous level."
7,SOURCES OF GROWTH Years Output Growth DY/Y 5 Capital aDK/K 1 Labor (1 2 a)DL/L 1 Total Factor Productivity DA/A (average percentage increase per year) 1948–2013 3.5 1.3 1.0 1.2 1948–1972 4.1 1.3 0.9 1.8 1972–1995 3.3 1.4 1.4 0.5 1995–2013 2.9 1.1 0.6 1.1 Data from: U.S. Department of Labor. Data are for the non-farm business sector. Parts may not add to total due to rounding.
8,Accounting for Economic Growth in the United States TABLE 9-2 CASE STUDY The Slowdown in Productivity Growth Why did the slowdown in productivity growth around 1972 occur? There are many hypotheses to explain this adverse phenomenon. Here are four of them.
9,"Measurement Problems One possibility is that the productivity slowdown did not really occur and that it shows up in the data because the data are flawed. As you may recall from Chapter 2, one problem in measuring inflation is correcting for changes in the quality of goods and services. The same issue arises when measuring output and productivity. For instance, if technological advance leads to more computers being built, then the increase in output and productivity is easy to measure. But if technological advance leads to faster computers being built, then output and productivity have increased, but that increase is more subtle and harder to measure. Government statisticians try to correct for changes in quality, but despite their best efforts, the resulting data are far from perfect."
10,medical services. Yet few economists believe that measurement problems were the full story.
