id,paragraph
1,"ects together maintain equilibrium in the money market. By contrast, in a small open economy, r is fixed at r∗, so there is only one level of income that can satisfy this equation, and this level of income does not change when fiscal policy changes. Thus, when the government increases spending or cuts taxes, the appreciation of the currency and the fall in net exports must be large enough to fully offset the expansionary effect of the policy on income."
2,"Monetary Policy Suppose now that the central bank increases the money supply. Because the price level is assumed to be fixed, the increase in the money supply means an increase in real money balances. The increase in real balances shifts the LM∗ curve to the right, as in Figure 13-5. Hence, an increase in the money supply raises income and lowers the exchange rate. Exchange rate, e Income, output, Y 2. ... which lowers the exchange rate ... 3. ... and raises income. 1. A monetary expansion shifts the LM* curve to the right, ... LM*1 IS* LM*2 FIGURE 13-5 A Monetary Expansion Under Floating Exchange Rates An increase in the money supply shifts the LM* curve to the right, lowering the exchange rate and raising income. 376 | PART IV Business Cycle Theory: The Economy in the Short Run Although monetary policy influences income in an open economy, as it does in a closed economy, the monetary transmission mechanism is different. Recall that in a closed economy an increase in the money supply increases spending because it lowers the interest rate and stimulates investment. In a small open economy, this channel of monetary transmission is not available because the interest rate is fixed by the world interest rate. So how does monetary policy influence spending? To answer this question, we once again need to think about the international flow of capital and its implications for the domestic economy. The interest rate and the exchange rate are again the key variables. As soon as an increase in the money supply starts putting downward pressure on the domestic interest rate, capital flows out of the economy because investors seek a higher return elsewhere. This capital outflow prevents the domestic interest rate from falling below the world interest rate r∗. It also has another effect: because investing abroad requires converting domestic currency into foreign currency, the capital outflow increases the supply of the domestic currency in the market for foreign-currency exchange, causing the domestic currency to depreciate in value. This depreciation makes domestic goods less expensive relative to foreign goods, stimulating net exports and thus total income. Hence, in a small open economy, monetary policy influences income by altering the exchange rate rather than the interest rate."
3,"Trade Policy Suppose that the government reduces the demand for imported goods by imposing an import quota or a tariff. What happens to aggregate income and the exchange rate? How does the economy reach its new equilibrium? Because net exports equal exports minus imports, a reduction in imports means an increase in net exports. That is, the net-exports schedule shifts to the right, as in Figure 13-6. This shift in the net-exports schedule increases planned expenditure and thus moves the IS∗ curve to the right. Because the LM∗ curve is vertical, the trade restriction raises the exchange rate but does not affect income. The economic forces behind this transition are similar to the case of expansionary fiscal policy. Because net exports are a component of GDP, the rightward shift in the net-exports schedule, other things equal, puts upward pressure on income Y; an increase in Y, in turn, increases money demand and puts upward pressure on the interest rate r. Foreign capital quickly responds by flowing into the domestic economy, pushing the interest rate back to the world interest rate r∗ and causing the domestic currency to appreciate in value. Finally, the appreciation of the currency makes domestic goods more expensive relative to foreign goods, which decreases net exports NX and returns income Y to its initial level. Restrictive trade policies often have the goal of changing the trade balance NX. Yet, as we first saw in Chapter 6, such policies do not necessarily have that effect. The same conclusion holds in the Mundell–Fleming model under floating exchange rates. Recall that NX (e) 5 Y 2 C (Y 2 T) 2 I (r∗) 2 G. CHAPTER 13 The Open Economy Revisited: The Mundell–Fleming Model and the Exchange-Rate Regime | 377 Because a trade restriction does not affect income, consumption, investment, or government purchases, it does not affect the trade balance. Although the shift in the net-exports schedule tends to raise NX, the increase in the exchange rate reduces NX by the same amount. The overall effect is simply less trade. The domestic economy imports less than it did before the trade restriction, but it exports less as well."
4,"13-3 The Small Open Economy Under Fixed Exchange Rates We now turn to the second type of exchange-rate system: fixed exchange rates. Under a fixed exchange rate, the central bank announces a value for the exchange rate and stands ready to buy and sell the domestic currency to keep the exchange rate at its announced level. This type of system has been used in many historical periods. From 1944 to 1971, most of the world’s major economies, including that of the United States, operated within the Bretton Woods system—an international monetary system under which most governments agreed to fix exchange rates. From 1995 to 2005, China fixed the value of its currency against the U.S. dollar—a policy that, as we will see, was a source of some tension between the two countries. In this section we discuss how such a system works, and we examine the impact of economic policies on an economy with a fixed exchange rate. Later in the chapter we examine the pros and cons of fixed exchange rates."
5,"FIGURE 13-6 3. ... increasing the exchange rate ... 4. ... and leaving income the same. Exchange rate, e Net exports, NX (a) The Shift in the Net-Exports Schedule Exchange rate, e Income, output, Y (b) The Change in the Economy’s Equilibrium 2. ... which shifts the IS* curve outward, ... 1. A trade restriction shifts the NX curve outward, ... NX2 NX1 LM* IS*2 IS*1 A Trade Restriction Under Floating Exchange Rates A tariff or an import quota shifts the net-exports schedule in panel (a) to the right. As a result, the IS* curve in panel (b) shifts to the right, raising the exchange rate and leaving income unchanged."
6,"378 | PART IV Business Cycle Theory: The Economy in the Short Run How a Fixed-Exchange-Rate System Works Under a system of fixed exchange rates, a central bank stands ready to buy or sell the domestic currency for foreign currencies at a predetermined price. For example, suppose the Fed announced that it was going to fix the yen/dollar exchange rate at 100 yen per dollar. It would then stand ready to give $1 in exchange for 100 yen or to give 100 yen in exchange for $1. To carry out this policy, the Fed would need a reserve of dollars (which it can print) and a reserve of yen (which it must have purchased previously). A fixed exchange rate dedicates a country’s monetary policy to the single goal of keeping the exchange rate at the announced level. In other words, the essence of a fixed-exchange-rate system is the commitment of the central bank to allow the money supply to adjust to whatever level will ensure that the equilibrium exchange rate in the market for foreign-currency exchange equals the announced exchange rate. Moreover, as long as the central bank stands ready to buy or sell foreign currency at the fixed exchange rate, the money supply adjusts automatically to the necessary level."
7,"It is important to understand that this exchange-rate system fixes the nominal exchange rate. Whether it also fixes the real exchange rate depends on the time horizon under consideration. If prices are flexible, as they are in the long run, then the real exchange rate can change even while the nominal exchange rate is fixed. Therefore, in the long run described in Chapter 6, a policy to fix the nominal exchange rate would not influence any real variable, including the real exchange rate. A fixed nominal exchange rate would influence only the money supply and the price level. Yet in the short run described by the Mundell–Fleming model, prices are fixed, so a fixed nominal exchange rate implies a fixed real exchange rate as well."
8,"CHAPTER 13 The Open Economy Revisited: The Mundell–Fleming Model and the Exchange-Rate Regime | 379 Exchange rate, e Exchange rate, e Income, output, Y Income, output, Y Equilibrium exchange rate Fixed exchange rate Fixed exchange rate Equilibrium exchange rate (a) The Equilibrium Exchange Rate Is Greater Than the Fixed Exchange Rate LM*1 LM*2 LM*1 LM*2 IS* (b) The Equilibrium Exchange Rate Is Less Than the Fixed Exchange Rate How a Fixed Exchange Rate Governs the Money Supply In panel (a), the equilibrium exchange rate initially exceeds the fixed level. Arbitrageurs will buy foreign currency in foreign-exchange markets and sell it to the Fed for a profit. This process automatically increases the money supply, shifting the LM* curve to the right and lowering the exchange rate. In panel (b), the equilibrium exchange rate is initially below the fixed level. Arbitrageurs will buy foreign currency from the Fed and sell it in foreign-exchange markets for a profit. This process automatically reduces the money supply, shifting the LM* curve to the left and raising the exchange rate."
9,"$1 it receives automatically reduces the money supply. The fall in the money supply shifts the LM∗ curve to the left, raising the equilibrium exchange rate. The money supply continues to fall until the equilibrium exchange rate rises to the announced level. It is important to understand that this exchange-rate system fixes the nominal exchange rate. Whether it also fixes the real exchange rate depends on the time horizon under consideration. If prices are flexible, as they are in the long run, then the real exchange rate can change even while the nominal exchange rate is fixed. Therefore, in the long run described in Chapter 6, a policy to fix the nominal exchange rate would not influence any real variable, including the real exchange rate. A fixed nominal exchange rate would influence only the money supply and the price level. Yet in the short run described by the Mundell–Fleming model, prices are fixed, so a fixed nominal exchange rate implies a fixed real exchange rate as well."
10,"How a Fixed Exchange Rate Governs the Money Supply In panel (a), the equilibrium exchange rate initially exceeds the fixed level. Arbitrageurs will buy foreign currency in foreign-exchange markets and sell it to the Fed for a profit. This process automatically increases the money supply, shifting the LM* curve to the right and lowering the exchange rate. In panel (b), the equilibrium exchange rate is initially below the fixed level. Arbitrageurs will buy foreign currency from the Fed and sell it in foreign-exchange markets for a profit. This process automatically reduces the money supply, shifting the LM* curve to the left and raising the exchange rate."
