id,paragraph
1,"the model with the assumption of fixed prices, so the Keynesian third equation is P 5 P1 . This assumption implies that the remaining two variables r and Y must adjust to satisfy the remaining two equations IS and LM. The classical approach completes the model with the assumption that output reaches its natural level, so the classical third equation is Y 5 Y – This assumption implies that the remaining two variables r and P must adjust to satisfy the remaining two equations IS and LM. Thus, the classical approach fixes output and allows the price level to adjust to satisfy the goods and money market equilibrium conditions, whereas the Keynesian approach fixes the price level and lets output move to satisfy the equilibrium conditions. Which assumption is most appropriate? The answer depends on the time horizon. The classical assumption best describes the long run. Hence, our long-run analyses of national income in Chapter 3 and prices in Chapter 5 assume that output equals its natural level. The Keynesian assumption best describes the short run. Therefore, our analysis of economic fluctuations relies on the assumption of a fixed price level."
2,"12-3 The Great Depression Now that we have developed the model of aggregate demand, let’s use it to address the question that originally motivated Keynes: what caused the Great Depression? Even today, almost a century after the event, economists continue to debate the cause of this major economic downturn. The Great Depression provides an extended case study to show how economists use the IS–LM model to analyze economic fluctuations. Before turning to the explanations economists have proposed, look at Table 12-1, which presents some statistics regarding the Depression. These statistics are the battlefield on which debate about the Depression takes place. What do you think happened? An IS shift? An LM shift? Or something else? The Spending Hypothesis: Shocks to the IS Curve Table 12-1 shows that the decline in income in the early 1930s coincided with falling interest rates. This fact has led some economists to suggest that the cause of the decline may have been a contractionary shift in the IS curve. This view is sometimes called the spending hypothesis because it places primary blame for the Depression on an exogenous fall in spending on goods and services. Economists have attempted to explain this decline in spending in several ways. Some argue that a downward shift in the consumption function caused the contractionary shift in the IS curve. The stock market crash of 1929 may have been partly responsible for this shift: by reducing wealth and increasing uncertainty about the future prospects of the U.S. economy, the crash may have induced consumers to save more of their income rather than spend it."
3,"Others explain the decline in spending by pointing to the large drop in investment in housing. Some economists believe that the residential investment boom of the 1920s was excessive and that once this “overbuilding” became apparent, the demand for residential investment declined drastically. Another possible explanation for the fall in residential investment is the reduction in immigration in the 1930s: a more slowly growing population demands less new housing. Once the Depression began, several events occurred that could have reduced spending further. First, many banks failed in the early 1930s, in part because of inadequate bank regulation, and these bank failures may have exacerbated the fall in investment spending. Banks play the crucial role of getting the funds available for investment to those households and firms that can best use them. The closing of many banks in the early 1930s may have prevented some businesses from getting the funds they needed for capital investment and, therefore, may have led to a further contraction in investment spending. The fiscal policy of the 1930s also contributed to the contractionary shift in the IS curve. Politicians at that time were more concerned with balancing the budget than with using fiscal policy to keep production and employment at their natural levels. The Revenue Act of 1932 increased various taxes, especially those falling on lower- and middle-income consumers. The Democratic platform of that year expressed concern about the budget deficit and advocated an “immediate and drastic reduction of governmental expenditures.”"
4,"Year Unemployment Rate (1) Real GNP (2) Consumption (2) Investment (2) Government Purchases (2) 1929 3.2 203.6 139.6 40.4 22.0 1930 8.9 183.5 130.4 27.4 24.3 1931 16.3 169.5 126.1 16.8 25.4 1932 24.1 144.2 114.8 4.7 24.2 1933 25.2 141.5 112.8 5.3 23.3 1934 22.0 154.3 118.1 9.4 26.6 1935 20.3 169.5 125.5 18.0 27.0 1936 17.0 193.2 138.4 24.0 31.8 1937 14.3 203.2 143.1 29.9 30.8 1938 19.1 192.9 140.2 17.0 33.9 1939 17.2 209.4 148.2 24.7 35.2 1940 14.6 227.2 155.7 33.0 36.4 Source: Historical Statistics of the United States, Colonial Times to 1970, Parts I and II (Washington, DC: U.S. Department of Commerce, Bureau of the Census, 1975). Note: (1) The unemployment rate is series D9. (2) Real GNP, consumption, investment, and government purchases are series F3, F48, F52, and F66, and are measured in billions of 1958 dollars. (3) The interest rate is the prime Commercial Paper rate, 4–6 months, series 3445. (4) The money supply is series 3414, currency plus demand deposits, measured in billions of dollars. (5) The price level is the GNP deflator (1958 5 100), series E1. (6) The inflation rate is the percentage change in the price level series. (7) Real money balances, calculated by dividing the money supply by the price level and multiplying by 100, are in billions of 1958 dollars."
5,"What Happened During the Great Depression? TABLE 12-1 Ben Bernanke, “Non-Monetary Effects of the Financial Crisis in the Propagation of the Great Depression,” American Economic Review 73 ( June 1983): 257–276. E. Cary Brown, “Fiscal Policy in the Thirties: A Reappraisal,” American Economic Review 46 (December 1956): 857–879."
6,"CHAPTER 12 Aggregate Demand II: Applying the IS–LM Model | 353 4We discussed the reasons for this large decrease in the money supply in Chapter 4, where we examined the money supply process in more detail. In particular, see the Case Study on Bank Failures and the Money Supply in the 1930s. Year Nominal Interest Rate (3) Money Supply (4) Price Level (5) Inflation (6) Real Money Balances (7) 1929 5.9 26.6 50.6 — 52.6 1930 3.6 25.8 49.3 22.6 52.3 1931 2.6 24.1 44.8 210.1 54.5 1932 2.7 21.1 40.2 29.3 52.5 1933 1.7 19.9 39.3 22.2 50.7 1934 1.0 21.9 42.2 7.4 51.8 1935 0.8 25.9 42.6 0.9 60.8 1936 0.8 29.6 42.7 0.2 62.9 1937 0.9 30.9 44.5 4.2 69.5 1938 0.8 30.5 43.9 21.3 69.5 1939 0.6 34.2 43.2 21.6 79.1 1940 0.6 39.7 43.9 1.6 90.3 Paper rate, 4–6 months, series 3445. (4) The money supply is series 3414, currency plus demand deposits, measured in billions of dollars. (5) The price level is the GNP deflator (1958 5 100), series E1. (6) The inflation rate is the percentage change in the price level series. (7) Real money balances, calculated by dividing the money supply by the price level and multiplying by 100, are in billions of 1958 dollars."
7,"The Money Hypothesis: A Shock to the LM Curve Table 12-1 shows that the money supply fell 25 percent from 1929 to 1933, during which time the unemployment rate rose from 3.2 percent to 25.2 percent. This fact provides the motivation and support for what is called the money hypothesis, which places primary blame for the Depression on the Federal Reserve for allowing the money supply to fall by such a large amount. The best-known advocates of this interpretation are Milton Friedman and Anna Schwartz, who defended it in their treatise on U.S. monetary history. Friedman and Schwartz argue that contractions in the money supply have caused most economic downturns and that the Great Depression is a particularly vivid example."
8,"Using the IS–LM model, we might interpret the money hypothesis as explaining the Depression by a contractionary shift in the LM curve. Seen in this way, however, the money hypothesis runs into two problems. The first problem is the behavior of real money balances. Monetary policy leads to a contractionary shift in the LM curve only if real money balances fall. Yet from 1929 to 1931 real money balances rose slightly because the fall in the money supply was accompanied by an even greater fall in the price level. Although the monetary contraction may have been responsible for the rise in unemployment from 1931 to 1933, when real money balances did fall, it cannot easily explain the initial downturn from 1929 to 1931."
9,"The second problem for the money hypothesis is the behavior of interest rates. If a contractionary shift in the LM curve triggered the Depression, we should have observed higher interest rates. Yet nominal interest rates fell continuously from 1929 to 1933. These two reasons appear sufficient to reject the view that the Depression was instigated by a contractionary shift in the LM curve. But was the fall in the money stock irrelevant? Next, we turn to another mechanism through which monetary policy might have been responsible for the severity of the Depression—the deflation of the 1930s."
10,"The Stabilizing Effects of Deflation In the IS–LM model we have developed so far, falling prices raise income. For any given supply of money M, a lower price level implies higher real money balances M/P. An increase in real money balances causes an expansionary shift in the LM curve, which leads to higher income. Another channel through which falling prices expand income is called the Pigou effect. Arthur Pigou, a prominent classical economist in the 1930s, pointed out that real money balances are part of households’ wealth. As prices fall and real money balances rise, consumers should feel wealthier and spend more. This increase in consumer spending should cause an expansionary shift in the IS curve, also leading to higher income."
11,"These two reasons led some economists in the 1930s to believe that falling prices would help stabilize the economy. That is, they thought that a decline in the price level would automatically push the economy back toward full employment. Yet other economists were less confident in the economy’s ability to correct itself. They pointed to other effects of falling prices, to which we now turn."
12,"Let’s use this extended IS–LM model to examine how changes in expected
inflation influence the level of income. We begin by assuming that everyone
expects the price level to remain the same. In this case, there is no expected
inflation (Ep 5 0), and these two equations produce the familiar IS–LM model.
Figure 12-8 depicts this initial situation with the LM curve and the IS curve
labeled IS1
. The intersection of these two curves determines the nominal and real
interest rates, which for now are the same.
Now suppose that everyone suddenly expects that the price level will fall in
the future, so that Ep becomes negative. The real interest rate is now higher at any
given nominal interest rate. This increase in the real interest rate depresses planned
investment spending, shifting the IS curve from IS1
to IS2
. (The vertical distance
of the downward shift exactly equals the expected deflation.) Thus, an expected
deflation leads to a reduction in national income from Y1
to Y2
. The nominal
interest rate falls from i1
to i2
, while the real interest rate rises from r1

to r2
.
Here is the story behind this figure. When firms come to expect deflation,
they become reluctant to borrow to buy investment goods because they believe
356 | PART IV Business Cycle Theory: The Economy in the Short Run
they will have to repay these loans later in more valuable dollars. The fall in
investment depresses planned expenditure, which in turn depresses income. The
fall in income reduces the demand for money, and this reduces the nominal
interest rate that equilibrates the money market. The nominal interest rate falls
by less than the expected deflation, so the real interest rate rises."
13,"s today that would help prevent the
events of the 1930s from recurring. The system of federal deposit insurance
makes widespread bank failures less likely. The income tax causes an automatic
reduction in taxes when income falls, which stabilizes the economy. Finally,
economists know more today than they did in the 1930s. Our knowledge of
how the economy works, limited as it still is, should help policymakers formulate
better policies to combat such widespread unemployment."
14,"CASE STUDY
The Financial Crisis and Great Recession
of 2008 and 2009
In 2008 the U.S. economy experienced a financial crisis, followed by a deep
economic downturn. Several of the developments during this time were
reminiscent of events during the 1930s, causing many observers to fear that the
economy might experience a second Great Depression.
The story of the 2008 crisis begins a few years earlier with a substantial boom
in the housing market. The boom had several sources. In part, it was fueled by
low interest rates. As we saw in a previous Case Study in this chapter, the Federal
Reserve lowered interest rates to historically low levels in the aftermath of the
recession of 2001. Low interest rates helped the economy recover, but by making
it less expensive to get a mortgage and buy a home, they also contributed to a
rise in housing prices."
15,"In addition, developments in the mortgage market made it easier for subprime
borrowers—those borrowers with higher risk of default based on their income
and credit history—to get mortgages to buy homes. One of these developments
was securitization, the process by which one mortgage originator makes loans and
then sells them to an investment bank, which in turn bundles them together into
a variety of “mortgage-backed securities” and then sells them to a third financial
institution (such as a bank, pension fund, or insurance company). These securities pay a return as long as homeowners continue to repay their loans, but they
lose value if homeowners default. Unfortunately, it seems that the ultimate holders of these mortgage-backed securities sometimes failed to fully appreciate the
risks they were taking. Some economists blame insufficient regulation for these
high-risk loans. Others believe the problem was not too little regulation but
the wrong kind: some government policies encouraged this high-risk lending
to make the goal of homeownership more attainable for low-income families.
Together, these forces drove up housing demand and housing prices. From
1995 to 2006, average housing prices in the United States more than doubled."
