id,paragraph
1,"Summary
1. A central purpose of the financial system is to direct the resources of
savers into the hands of borrowers who have investment projects to
finance. Sometimes this task is done directly through the stock and bond
markets. Sometimes it is done indirectly through financial intermediaries
such as banks.
2. Another purpose of the financial system is to allocate risk among market
participants. The financial system allows individuals to reduce the risk they
face through diversification.
3. Financial arrangements are rife with asymmetric information. Because
entrepreneurs know more about the inherent quality of their ventures than
do those providing the financing, there is a problem of adverse selection.
Because entrepreneurs know more about the decisions they make and
actions they take, there is a problem of moral hazard. Financial institutions
such as banks mitigate (but do not completely solve) the problems that arise
from asymmetric information.
4. Because the accumulation and allocation of capital are a source of
economic growth, a well-functioning financial system is a key element
of long-run economic prosperity.
5. Crises in the financial system begin when a decline in asset prices, often
after a speculative bubble, causes insolvency in some highly leveraged
financial institutions. These insolvencies then lead to falling confidence
in the overall system, which in turn causes depositors to withdraw funds
and induces banks to reduce lending. The ensuing credit crunch reduces
aggregate demand and leads to a recession, which, in a vicious circle,
exacerbates the problem of rising insolvencies and falling confidence."
2,"6. Policymakers can respond to a financial crisis in three ways. First, they
can use conventional monetary and fiscal policy to expand aggregate
demand. Second, the central bank can provide liquidity by acting as a
lender of last resort. Third, policymakers can use public funds to prop
up the financial system.
7. Preventing financial crises is not easy, but policymakers have tried to reduce
the likelihood of future crises by focusing more on regulating shadow
banks, by restricting the size of financial firms, by trying to limit excessive
risk taking, by reforming the regulatory agencies that oversee the financial
system, and by taking a more macroeconomic perspective when regulating
financial institutions."
3,"Of all the measures of economic performance introduced in Chapter 2 and used
throughout this book, the one that best measures economic well-being is GDP.
Real GDP measures the economy’s total output of goods and services and, therefore, a country’s ability to satisfy the needs and desires of its citizens. Nations with
higher GDP per person have more of almost everything—bigger homes, more
cars, higher literacy, better health care, longer life expectancy, and more Internet
connections. Perhaps the most important question in macroeconomics is what
determines the level and the growth of GDP.
The models in Chapters 3, 8, and 9 identify the long-run determinants of
GDP. In the long run, GDP depends on the factors of production—capital and
labor—and on the technology used to turn capital and labor into output. GDP
grows when the factors of production increase or when the economy becomes
better at turning these inputs into an output of goods and services."
4,"This lesson has an obvious but important corollary: public policy can raise
GDP in the long run only by improving the productive capability of the
economy. There are many ways in which policymakers can attempt to do this.
Policies that raise national saving—either through higher public saving or higher
private saving—eventually lead to a larger capital stock. Policies that raise the
efficiency of labor—such as those that improve education or promote technological progress—lead to a more productive use of capital and labor. Policies that
improve a nation’s institutions—such as crackdowns on official corruption—lead
to both greater capital accumulation and a more efficient use of the economy’s
resources. All these policies increase the economy’s output of goods and services
and, thereby, improve the standard of living. It is less clear, however, which of
these policies is the best way to raise an economy’s productive capability."
5,"Lesson 2: In the short run, aggregate demand
influences the amount of goods and services that
a country produces.
Although the economy’s ability to supply goods and services is the sole determinant of GDP in the long run, in the short run GDP depends also on the
aggregate demand for goods and services. Aggregate demand is of key importance because prices are sticky in the short run. The IS–LM model developed
in Chapters 11 and 12 shows what causes changes in aggregate demand and,
therefore, short-run fluctuations in GDP."
6,"Because aggregate demand influences output in the short run, all the variables
that affect aggregate demand can influence economic fluctuations. Monetary
policy, fiscal policy, and shocks to the money and goods markets are often responsible for year-to-year changes in output and employment. Because changes in
aggregate demand are crucial to short-run fluctuations, policymakers monitor
the economy closely. Before making any change in monetary or fiscal policy, they
want to know whether the economy is booming or heading into a recession."
7,"er literacy, better health care, longer life expectancy, and more Internet connections. Perhaps the most important question in macroeconomics is what determines the level and the growth of GDP. The models in Chapters 3, 8, and 9 identify the long-run determinants of GDP. In the long run, GDP depends on the factors of production—capital and labor—and on the technology used to turn capital and labor into output. GDP grows when the factors of production increase or when the economy becomes better at turning these inputs into an output of goods and services. This lesson has an obvious but important corollary: public policy can raise GDP in the long run only by improving the productive capability of the economy. There are many ways in which policymakers can attempt to do this. Policies that raise national saving—either through higher public saving or higher private saving—eventually lead to a larger capital stock. Policies that raise the efficiency of labor—such as those that improve education or promote technological progress—lead to a more productive use of capital and labor. Policies that improve a nation’s institutions—such as crackdowns on official corruption—lead to both greater capital accumulation and a more efficient use of the economy’s resources. All these policies increase the economy’s output of goods and services and, thereby, improve the standard of living. It is less clear, however, which of these policies is the best way to raise an economy’s productive capability."
8,"Lesson 2: In the short run, aggregate demand influences the amount of goods and services that a country produces. Although the economy’s ability to supply goods and services is the sole determinant of GDP in the long run, in the short run GDP depends also on the aggregate demand for goods and services. Aggregate demand is of key importance because prices are sticky in the short run. The IS–LM model developed in Chapters 11 and 12 shows what causes changes in aggregate demand and, therefore, short-run fluctuations in GDP. Because aggregate demand influences output in the short run, all the variables that affect aggregate demand can influence economic fluctuations. Monetary policy, fiscal policy, and shocks to the money and goods markets are often responsible for year-to-year changes in output and employment. Because changes in aggregate demand are crucial to short-run fluctuations, policymakers monitor the economy closely. Before making any change in monetary or fiscal policy, they want to know whether the economy is booming or heading into a recession."
9,"The long-run analysis of Chapter 5 stresses that growth in the money supply is the ultimate determinant of inflation. That is, in the long run, a currency loses real value over time if and only if the central bank prints more and more of it. This lesson can explain the decade-to-decade variation in the inflation rate that we have observed in the United States, as well as the far more dramatic hyperinflations that various countries have experienced from time to time. We have also seen many of the long-run effects of high money growth and high inflation. In Chapter 5 we saw that, according to the Fisher effect, high inflation raises the nominal interest rate (so that the real interest rate remains unaffected). In Chapter 6 we saw that high inflation leads to a depreciation of the currency in the market for foreign exchange."
10,"The long-run determinants of unemployment are very different. According to the classical dichotomy—the irrelevance of nominal variables in the determination of real variables—growth in the money supply does not affect unemployment in the long run. As we saw in Chapter 7, the natural rate of unemployment is determined by the rates of job separation and job finding, which in turn are determined by the process of job search and by the rigidity of the real wage. Thus, we concluded that persistent inflation and persistent unemployment are unrelated problems. To combat inflation in the long run, policymakers must reduce the growth in the money supply. To combat unemployment, they must alter the structure of labor markets. In the long run, there is no tradeoff between inflation and unemployment."
