id,paragraph
1,"One possible answer is management practices. Some firms are well run; others less so. A well-run firm uses state-of-the-art operations, monitors the performance of its workers, sets challenging but reasonable targets for performance, and provides incentives for workers to put forth their best efforts. Good management means that a firm is getting the most it can from the factors of production it uses."
2,"An influential study by Nicholas Bloom and John Van Reenen documents the importance of good management, as well as some of the reasons that not all firms have it. Bloom and Van Reenen began by surveying 732 medium-sized manufacturing firms in four nations: the United States, the United Kingdom, France, and Germany. They asked various questions about how firms were managed and then graded each firm on how well it conformed to best practices. For example, a firm that said it promoted employees on the basis of performance was graded higher than one that said it promoted employees on the basis of how long they had been at the firm."
3,"Perhaps not surprisingly, Bloom and Van Reenen report substantial heterogeneity in the quality of management. In each of the four countries, some firms are well run and some are badly run. More noteworthy is that the distribution of management quality differed substantially across the four nations. Firms in the United States have the highest average grade, followed by Germany, then France, and finally the United Kingdom. Much of the cross-country variation comes from the prevalence of especially badly run firms: firms with the lowest management grades are much more common in the United Kingdom and France than they are in the United States and Germany."
4,"The study’s next finding is that these management grades are correlated with measures of firm performance. Holding other things equal (such as the size of the firm’s capital stock and work force), well-managed firms have more sales, greater profits, higher stock market values, and lower bankruptcy rates."
5,"If good management leads to all these desirable outcomes, why don’t all firms adopt the best practices? Bloom and Van Reenen offer two explanations for the persistence of bad management."
6,"The first is the absence of competition. When a firm with poor management practices is shielded from vigorous competition, its managers can take the easy life and muddle through. By contrast, when a firm operates in a highly competitive market, bad management tends to lead to losses, which eventually induce the firm to close its doors. As a result, in competitive markets, only firms with good management survive. One determinant of competition is openness to trade: when firms have to compete with similar firms around the world, it is hard to maintain bad management practices."
7,"A second explanation for the persistence of bad management is primogeniture—the tradition of some family-owned firms to appoint as chief executive officer (CEO) the family’s eldest son. This practice means that the CEO position may not be going to the person who is most qualified for it. Moreover, if the eldest son knows he will get the job by virtue of birth order, rather than having to compete for it with professional managers or at least other family members, he may have less incentive to put in the effort necessary to become a good manager. Indeed, Bloom and Van Reenan report that firms with eldest sons as CEOs are more likely to earn poor management grades. They also find that primogeniture is far more common in the United Kingdom and France than it is in the United States and Germany, perhaps because of the long-lasting influence of the Norman tradition."
8,"The bottom line from this study is that differences in management practices can help explain why some nations have higher productivity and thus higher incomes than others. These differences in management, in turn, may be traced to differences in degrees of competition and historical traditions."
9,"To make this comparison for a real economy, such as the U.S. economy, we need an estimate of the growth rate of output (n + g) and an estimate of the net marginal product of capital (MPK - δ). Real GDP in the United States grows an average of 3 percent per year, so n + g = 0.03. We can estimate the net marginal product of capital from the following three facts: 1. The capital stock is about 2.5 times one year’s GDP. 2. Depreciation of capital is about 10 percent of GDP. 3. Capital income is about 30 percent of GDP."
10,"Using the notation of our model (and the result from Chapter 3 that capital owners earn income of MPK for each unit of capital), we can write these facts as 1. k = 2.5y. 2. δk = 0.1y. 3. MPK × k = 0.3y. We solve for the rate of depreciation δ by dividing equation 2 by equation 1: δk/k = (0.1y)/(2.5y) δ = 0.04. And we solve for the marginal product of capital MPK by dividing equation 3 by equation 1: (MPK × k)/k = (0.3y)/(2.5y) MPK = 0.12."
