id,paragraph
1,"The left-hand side of the identity is the difference between domestic saving and
domestic investment, S 2 I, which we’ll call net capital outflow. (It’s sometimes
called net foreign investment.) Net capital outflow equals the amount that domestic
residents are lending abroad minus the amount that foreigners are lending to us.
If net capital outflow is positive, the economy’s saving exceeds its investment, and it
is lending the excess to foreigners. If the net capital outflow is negative, the economy is experiencing a capital inflow: investment exceeds saving, and the economy
is financing this extra investment by borrowing from abroad. Thus, net capital
outflow reflects the international flow of funds to finance capital accumulation.
The national income accounts identity shows that net capital outflow always
equals the trade balance. That is,
Net Capital Outflow 5 Trade Balance
S 2 I 5 NX.
If S 2 I and NX are positive, we have a trade surplus. In this case, we are net
lenders in world financial markets, and we are exporting more goods than we are
importing. If S 2 I and NX are negative, we have a trade deficit. In this case,
we are net borrowers in world financial markets, and we are importing more
goods than we are exporting. If S 2 I and NX are exactly zero, we are said to
have balanced trade because the value of imports equals the value of exports.
The national income accounts identity shows that the international flow of funds to
finance capital accumulation and the international flow of goods and services are two sides
of the same coin. If domestic saving exceeds domestic investment, the surplus
saving is used to make loans to foreigners. Foreigners require these loans because
we are providing them with more goods and services than they are providing us.
That is, we are running a trade surplus. If investment exceeds saving, the extra
investment must be financed by borrowing from abroad. These foreign loans
enable us to import more goods and services than we export. That is, we are
running a trade deficit. Table 6-1 summarizes these lessons."
2,"Note that the international flow of capital can take many forms. It is easiest
to assume—as we have done so far—that when we run a trade deficit, foreigners
make loans to us. This happens, for example, when the Chinese buy the debt
issued by U.S. corporations or by the U.S. government. But the flow of capital
can also take the form of foreigners buying domestic assets, such as when a citizen
of Germany buys stock from an American on the New York Stock Exchange.
Whether foreigners buy domestically issued debt or domestically owned assets,
they obtain a claim to the future returns to domestic capital. In both cases,
foreigners end up owning some of the domestic capital stock.
International Flows of Goods and Capital: An Example
The equality of net exports and net capital outflow is an identity: it must hold
because of how the variables are defined and the numbers are added up. But it
is easy to miss the intuition behind this important relationship. The best way to
understand it is to consider an example.
Imagine that Bill Gates sells a copy of the Windows operating system to a
Japanese consumer for 10,000 yen. Because Mr. Gates is a U.S. resident, the sale
represents an export of the United States. Other things equal, U.S. net exports
rise. What else happens to make the identity hold? It depends on what Mr. Gates
does with the 10,000 yen."
3,"Suppose Mr. Gates decides to stuff the 10,000 yen in his mattress. In this
case, Mr. Gates has allocated some of his saving to an investment in the Japanese
economy (in the form of the Japanese currency) rather than to an investment in
the U.S. economy. Thus, U.S. saving exceeds U.S. investment. The rise in U.S. net
exports is matched by a rise in the U.S. net capital outflow.
If Mr. Gates wants to invest in Japan, however, he is unlikely to make currency
his asset of choice. He might use the 10,000 yen to buy some stock in, say, the
Japanese firm Sony, or he might buy a bond issued by the Japanese government.
In either case, some of U.S. saving flows abroad. Once again, the U.S. net capital
outflow exactly balances U.S. net exports.
The opposite situation occurs in Japan. When the Japanese consumer buys a
copy of the Windows operating system, Japan’s purchases of goods and services
(C 1 I 1 G ) rise, but there is no change in what Japan has produced (Y ). Japan’s
imports increase, and its net exports decrease. In addition, the transaction reduces
Japan’s saving (S 5Y 2 C 2 G ) for a given level of investment (I ). While the United
States experiences a net capital outflow, Japan experiences a net capital inflow."
4,"Now let’s change the example. Suppose that instead of investing his 10,000 yen
in a Japanese asset, Mr. Gates uses it to buy something made in Japan, such as
a supersize box of Pokémon cards. In this case, imports into the United State
rise. Together, the Windows export and the Pokémon import represent balanced
trade between Japan and the United States. Because exports and imports rise
equally, net exports and net capital outflow are both unchanged.
A final possibility is that Mr. Gates exchanges his 10,000 yen for U.S. dollars at
a local bank. But this doesn’t change the situation: the bank now has to do something with the 10,000 yen. It can buy Japanese assets (a U.S. net capital outflow);
it can buy a Japanese good (a U.S. import); or it can sell the yen to another
American who wants to make such a transaction. If you follow the money, you
can see that, in the end, U.S. net exports must equal U.S. net capital outflow."
5,"For example, suppose the world has three countries: the United States, China,
and Australia. The United States sells $100 billion in machine tools to Australia,
Australia sells $100 billion in wheat to China, and China sells $100 billion in toys
to the United States. In this case, the United States has a bilateral trade deficit
with China, China has a bilateral trade deficit with Australia, and Australia has a
bilateral trade deficit with the United States. But each of the three nations has
balanced trade overall because it has exported and imported $100 billion in goods.
Bilateral trade deficits receive more attention in the political arena than they
deserve. This is in part because international relations are conducted country to
country, so politicians and diplomats are naturally drawn to statistics measuring
country-to-country economic transactions. Most economists, however, believe that
bilateral trade balances are not very meaningful. From a macroeconomic standpoint, it is a nation’s trade balance with all foreign nations put together that matters."
6,"of a bilateral trade balance. Indeed, a
nation can have large trade deficits and surpluses with specific trading partners
while having balanced trade overall.
For example, suppose the world has three countries: the United States, China,
and Australia. The United States sells $100 billion in machine tools to Australia,
Australia sells $100 billion in wheat to China, and China sells $100 billion in toys
to the United States. In this case, the United States has a bilateral trade deficit
with China, China has a bilateral trade deficit with Australia, and Australia has a
bilateral trade deficit with the United States. But each of the three nations has
balanced trade overall because it has exported and imported $100 billion in goods.
Bilateral trade deficits receive more attention in the political arena than they
deserve. This is in part because international relations are conducted country to
country, so politicians and diplomats are naturally drawn to statistics measuring
country-to-country economic transactions. Most economists, however, believe that
bilateral trade balances are not very meaningful. From a macroeconomic standpoint, it is a nation’s trade balance with all foreign nations put together that matters.
The same lesson applies to individuals as it does to nations. Your own personal
trade balance is the difference between your income and your spending, and you
may be concerned if these two variables are out of line. But you should not be
concerned with the difference between your income and spending with a particular person or firm. Economist Robert Solow once explained the irrelevance
of bilateral trade balances as follows: “I have a chronic deficit with my barber,
who doesn’t buy a darned thing from me.” But that doesn’t stop Mr. Solow from
living within his means—or getting a haircut when he needs it."
7,"to run a trade surplus and lend to
other countries.
If the real interest rate does not adjust to equilibrate saving and investment in
this model, what does determine the real interest rate? We answer this question
here by considering the simple case of a small open economy with perfect
capital mobility. By “small” we mean that this economy is a small part of the
world market and thus, by itself, can have only a negligible effect on the world
interest rate. By “perfect capital mobility” we mean that residents of the country
have full access to world financial markets. In particular, the government does not
impede international borrowing or lending.
Because of this assumption of perfect capital mobility, the interest rate in our
small open economy, r, must equal the world interest rate r∗, the real interest
rate prevailing in world financial markets:
r 5 r∗.
Residents of the small open economy need never borrow at any interest rate
above r∗, because they can always get a loan at r∗ from abroad. Similarly, residents
of this economy need never lend at any interest rate below r∗, because they can
always earn r∗ by lending abroad. Thus, the world interest rate determines the
interest rate in our small open economy."
8,"Let’s briefly discuss what determines the world real interest rate. In a closed
economy, the equilibrium of domestic saving and domestic investment determines the interest rate. Barring interplanetary trade, the world economy is a
closed economy. Therefore, the equilibrium of world saving and world investment determines the world interest rate. Our small open economy has a negligible effect on the world real interest rate because, being a small part of the world,
it has a negligible effect on world saving and world investment. Hence, our small
open economy takes the world interest rate as exogenously given.
Why Assume a Small Open Economy?
The analysis in the body of this chapter assumes that the nation being studied
is a small open economy. (The same approach is taken in Chapter 13, which
examines short-run fluctuations in an open economy.) This assumption raises
some questions.
Q: Is the United States well described by the assumption of a small open economy?
A: No, it is not, at least not completely. The United States does borrow and
lend in world financial markets, and these markets exert a strong influence over
the U.S. real interest rate, but it would be an exaggeration to say that the U.S. real
interest rate is determined solely by world financial markets."
9,"Q: So why are we assuming a small open economy?
A: Some nations, such as Canada and the Netherlands, are better described by
the assumption of a small open economy. Yet the main reason for making this
assumption is to develop understanding and intuition for the macroeconomics
of open economies. Remember from Chapter 1 that economic models are built
with simplifying assumptions. An assumption need not be realistic to be useful.
Assuming a small open economy simplifies the analysis greatly and, therefore,
helps clarify our thinking.
Q: Can we relax this assumption and make the model more realistic?
A: Yes, we can, and we will. The appendix to this chapter (and the appendix
to Chapter 13) considers the more realistic and more complicated case of a large
open economy. Some instructors skip directly to this material when teaching
these topics because the approach is more realistic for economies such as that of
the United States. Others think that students should walk before they run and,
therefore, begin with the simplifying assumption of a small open economy."
10,"The Model
To build the model of the small open economy, we take three assumptions from
Chapter 3:
n The economy’s output Y is fixed by the factors of production and the
production function. We write this as
Y 5 Y– 5 F(K–
, L–
).
n Consumption C is positively related to disposable income Y 2 T.
We write the consumption function as
C 5 C(Y 2 T ).
n Investment I is negatively related to the real interest rate r. We write the
investment function as
I 5 I(r).
These are the three key parts of our model. If you do not understand these
relationships, review Chapter 3 before continuing.
We can now return to the accounting identity and write it as
NX 5 (Y 2 C 2 G) 2 I
NX 5 S 2 I.
Substituting the Chapter 3 assumptions recapped above and the assumption that
the interest rate equals the world interest rate, we obtain
NX 5 [Y
– 2 C(Y
– 2 T ) 2 G] 2 I(r∗)
5 S
– 2 I(r∗)."
