id,paragraph
1,"mbles the rest of the Solow model. As a result, for any given value of u, this endogenous growth model works just like the Solow model. There are two key decision variables in this model. As in the Solow model, the fraction of output used for saving and investment, s, determines the steady-state stock of physical capital. In addition, the fraction of labor in universities, u, determines the growth in the stock of knowledge. Both s and u affect the level of income, although only u affects the steady-state growth rate of income. Thus, this model of endogenous growth takes a small step in the direction of showing which societal decisions determine the rate of technological change."
2,"The Microeconomics of Research and Development The two-sector endogenous growth model just presented takes us closer to understanding technological progress, but it still tells only a rudimentary story about the creation of knowledge. If one thinks about the process of research and development for even a moment, three facts become apparent. First, although knowledge is largely a public good (that is, a good freely available to everyone), much research is done in firms that are driven by the profit motive. Second, research is profitable because innovations give firms temporary monopolies, either because of the patent system or because there is an advantage to being the first firm on the market with a new product. Third, when one firm innovates, other firms build on that innovation to produce the next generation of innovations. These (essentially microeconomic) facts are not easily connected with the (essentially macroeconomic) growth models we have discussed so far."
3,"Some endogenous growth models try to incorporate these facts about research and development. Doing this requires modeling both the decisions that firms face as they engage in research and the interactions among firms that have some degree of monopoly power over their innovations. Going into more detail about these models is beyond the scope of this book, but it should be clear already that one virtue of these endogenous growth models is that they offer a more complete description of the process of technological innovation. One question these models are designed to address is whether, from the standpoint of society as a whole, private profit-maximizing firms tend to engage in too little or too much research. In other words, is the social return to research (which is what society cares about) greater or smaller than the private return (which is what motivates individual firms)? It turns out that, as a theoretical matter, there are effects in both directions. On the one hand, when a firm creates a new technology, it makes other firms better off by giving them a base of knowledge on which to build in future research. As Isaac Newton famously remarked, “If I have seen further, it is by standing on the shoulders of giants.” On the other hand, when one firm invests in research, it can also make other firms worse off if it does little more than become the first to discover a technology that another firm would have invented in due course. This duplication of research effort has been called the “stepping on toes” effect. Whether firms left to their own devices do too little or too much research depends on whether the positive “standing on shoulders” externality or the negative “stepping on toes” externality is more prevalent."
4,"Although theory alone is ambiguous about whether research effort is more or less than optimal, the empirical work in this area is usually less so. Many studies have suggested the “standing on shoulders” externality is important and, as a result, the social return to research is large—often in excess of 40 percent per year. This is an impressive rate of return, especially when compared to the return to physical capital, which we earlier estimated to be about 8 percent per year. In the judgment of some economists, this finding justifies substantial government subsidies to research."
5,"The Process of Creative Destruction In his 1942 book Capitalism, Socialism, and Democracy, economist Joseph Schumpeter suggested that economic progress comes through a process of creative destruction. According to Schumpeter, the driving force behind progress is the entrepreneur with an idea for a new product, a new way to produce an old product, or some other innovation. When the entrepreneur’s firm enters the market, it has some degree of monopoly power over its innovation; indeed, it is the prospect of monopoly profits that motivates the entrepreneur. The entry of the new firm is good for consumers, who now have an expanded range of choices, but it is often bad for incumbent producers, who may find it hard to compete with the entrant. If the new product is sufficiently better than old ones, the incumbents may even be driven out of business. Over time, the process keeps renewing itself. The entrepreneur’s firm becomes an incumbent, enjoying high profitability until its product is displaced by another entrepreneur with the next generation of innovation."
6,"History confirms Schumpeter’s thesis that there are winners and losers from technological progress. For example, in England in the early nineteenth century, an important innovation was the invention and spread of machines that could produce textiles with unskilled workers at low cost. This technological advance was good for consumers, who could clothe themselves more cheaply. Yet skilled textile artisans in England saw their jobs threatened by new technology, and they responded by organizing violent revolts. The rioting workers, called Luddites, smashed the weaving machines used in the wool and cotton mills and set the homes of the mill owners on fire (a less than creative form of destruction). Today, the term “Luddite” refers to anyone who opposes technological progress."
7,"A more recent example of creative destruction involves the retailing giant Walmart. Although retailing may seem like a relatively static activity, in fact it is a sector that has seen sizable rates of technological progress over the past several decades. Through better inventory-control, marketing, and personnel-management techniques, for example, Walmart has found ways to bring goods to consumers at lower cost than traditional retailers. These changes benefit consumers, who can buy goods at lower prices, and the stockholders of Walmart, who share in its profitability. But they adversely affect small mom-and-pop stores, which find it hard to compete when a Walmart opens nearby."
8,"Faced with the prospect of being the victims of creative destruction, incumbent producers often look to the political process to stop the entry of new, more efficient competitors. The original Luddites wanted the British government to save their jobs by restricting the spread of the new textile technology; instead, Parliament sent troops to suppress the Luddite riots. Similarly, in recent years, local retailers have sometimes tried to use local land-use regulations to stop Walmart from entering their market. The cost of such entry restrictions, however, is a slower pace of technological progress. In Europe, where entry regulations are stricter than they are in the United States, the economies have not seen the emergence of retailing giants like Walmart; as a result, productivity growth in retailing has been much lower."
9,"Schumpeter’s vision of how capitalist economies work has merit as a matter of economic history. Moreover, it has inspired some recent work in the theory of economic growth. One line of endogenous growth theory, pioneered by economists Philippe Aghion and Peter Howitt, builds on Schumpeter’s insights by modeling technological advance as a process of entrepreneurial innovation and creative destruction."
10,"Conclusion Long-run economic growth is the single most important determinant of the economic well-being of a nation’s citizens. Everything else that macroeconomists study—unemployment, inflation, trade deficits, and so on—pales in comparison. Fortunately, economists know quite a lot about the forces that govern economic growth. The Solow growth model and the more recent endogenous growth models show how saving, population growth, and technological progress interact in determining the level and growth of a nation’s standard of living. These theories offer no magic recipe to ensure that an economy achieves rapid growth, but they give much insight, and they provide the intellectual framework for much of the debate over public policy aimed at promoting long-run economic growth."
11,"Summary
1. In the steady state of the Solow growth model, the growth rate of income per person is determined solely by the exogenous rate of technological progress.
2. Many empirical studies have examined the extent to which the Solow model can help explain long-run economic growth. The model can explain much of what we see in the data, such as balanced growth and conditional convergence. Recent studies have also found that international variation in standards of living is attributable to a combination of capital accumulation and the efficiency with which capital is used.
3. In the Solow model with population growth and technological progress, the Golden Rule (consumption-maximizing) steady state is characterized by equality between the net marginal product of capital (MPK  ) and the steady-state growth rate of total income (n  g). In the U.S. economy, the net marginal product of capital is well in excess of the growth rate, indicating that the U.S. economy has a lower saving rate and less capital than it would have in the Golden Rule steady state.
4. Policymakers in the United States and other countries often claim that their nations should devote a larger percentage of their output to saving and investment. Increased public saving and tax incentives for private saving are two ways to encourage capital accumulation. Policymakers can also promote economic growth by setting up the appropriate legal and financial institutions to allocate resources efficiently and by ensuring proper incentives to encourage research and technological progress.
5. Modern theories of endogenous growth attempt to explain the rate of technological progress, which the Solow model takes as exogenous. These models try to explain the decisions that determine the creation of knowledge through research and development."
12,"KEY CONCEPTS
Efficiency of labor
Labor-augmenting technological progress
Endogenous growth theory
QUESTIONS FOR REVIEW
1. In the Solow model, what determines the steadystate rate of growth of income per worker?
2. In the steady state of the Solow model, at what rate does output per person grow? At what rate does capital per person grow? How does this compare with the U.S. experience?
3. What data would you need to determine whether an economy has more or less capital than in the Golden Rule steady state?
4. How can policymakers influence a nation’s saving rate?
5. Give an example of an institutional difference between countries that might explain the differences in income per person.
6. How does endogenous growth theory explain persistent growth without the assumption of exogenous technological progress? How does this differ from the Solow model?"
13,"onomy described by the Solow model has the following production function:
Y 5 K
1/2(LE)
1/2
.a. For this economy, what is f(k)?
b. Use your answer to part (a) to solve for the steady-state value of y as a function of s, n, g, and .
c. Two neighboring economies have the above production function, but they have different parameter values. Atlantis has a saving rate of 28 percent and a population growth rate of 1 percent per year. Xanadu has a saving rate of 10 percent and a population growth rate of 4 percent per year. In both countries, g 5 0.02 and  5 0.04. Find the steady-state value of y for each country.
2. • An economy has a Cobb–Douglas production function:
Y 5 K
a
(LE)
1a
. (For a review of the Cobb–Douglas production function, see Chapter 3.) The economy has a capital share of a third, a saving rate of 24 percent, a depreciation rate of 3 percent, a rate of population growth of 2 percent, and a rate of labor-augmenting technological change of 1 percent. It is in steady state.
a. At what rates do total output, output per worker, and output per effective worker grow?
b. Solve for capital per effective worker, output per effective worker, and the marginal product of capital.
c. Does the economy have more or less capital than at the Golden Rule steady state? How do you know? To achieve the Golden Rule steady state, does the saving rate need to increase or decrease?
d. Suppose the change in the saving rate you described in part (c) occurs. During the transition to the Golden Rule steady state, will the growth rate of output per worker be higher or lower than the rate you derived in part (a)? After the economy reaches its new steady state, will the growth rate of output per worker be higher or lower than the rate you derived in part (a)? Explain your answers."
14,"hat must the saving rate be to reach the Golden Rule steady state?
4. Prove each of the following statements about the steady state of the Solow model with population growth and technological progress.
a. The capital–output ratio is constant.
b. Capital and labor each earn a constant share of an economy’s income. [Hint: Recall the definition MPK 5 f(k  1)  f(k).]
c. Total capital income and total labor income both grow at the rate of population growth plus the rate of technological progress, n  g.
d. The real rental price of capital is constant, and the real wage grows at the rate of technological progress g. (Hint: The real rental price of capital equals total capital income divided by the capital stock, and the real wage equals total labor income divided by the labor force.)"
15,"5. Two countries, Richland and Poorland, are described by the Solow growth model. They have the same Cobb–Douglas production function, F(K, L)  A KaL
1a
, but with different quantities of capital and labor. Richland saves 32 percent of its income, while Poorland saves 10 percent. Richland has population growth of 1 percent per year, while Poorland has population growth of 3 percent. (The numbers in this problem are chosen to be approximately realistic descriptions of rich and poor nations.) Both nations have technological progress at a rate of 2 percent per year and depreciation at a rate of 5 percent per year.
a. What is the per-worker production function f(k)?
b. Solve for the ratio of Richland’s steady-state income per worker to Poorland’s. (Hint: The parameter a will play a role in your answer.)
c. If the Cobb–Douglas parameter a takes the conventional value of about 1/3, how much higher should income per worker be in Richland compared to Poorland?
d. Income per worker in Richland is actually 16 times income per worker in Poorland. Can you explain this fact by changing the value of the parameter a? What must it be? Can you think of any way of justifying such a value for this parameter? How else might you explain the large difference in income between Richland and Poorland?"
16,"the text.
a. Rewrite the production function for manufactured goods in terms of output per effective worker and capital per effective worker.
b. In this economy, what is break-even investment (the amount of investment needed to keep capital per effective worker constant)?
c. Write down the equation of motion for k, which shows Dk as saving minus break-even investment. Use this equation to draw a graph showing the determination of steady-state k. (Hint: This graph will look much like those we used to analyze the Solow model.)
d. In this economy, what is the steady-state growth rate of output per worker Y/L? How do the saving rate s and the fraction of the labor force in universities u affect this steady-state growth rate?
e. Using your graph, show the impact of an increase in u. (Hint: This change affects both curves.) Describe both the immediate and the steady-state effects.
f. Based on your analysis, is an increase in u an unambiguously good thing for the economy? Explain."
17,"8. Choose two countries that interest you—one rich and one poor. What is the income per person in each country? Find some data on country characteristics that might help explain the difference in income: investment rates, population growth rates, educational attainment, and so on.
(Hint: The Web site of the World Bank, http://www.worldbank.org, is one place to find such data.) How might you figure out which of these factors is most responsible for the observed income difference? In your judgment, how useful is the Solow model as an analytic tool for understanding the difference between the two countries you chose?
For any problem marked with , there is a Work It Out online tutorial available for a similar problem. To access these interactive, step-by-step tutorials and other resources, visit LaunchPad for Macroeconomics, 9e at www.macmillanhighered.com/launchpad/mankiw9e
270 |
Accounting for the Sources of
Economic Growth
APPENDIX
Real GDP in the United States has grown an average of about 3 percent per year over the past 50 years. What explains this growth? In Chapter 3 we linked the output of the economy to the factors of production—capital and labor—and to the production technology. Here we develop a technique called growth accounting that divides the growth in output into three different sources: increases in capital, increases in labor, and advances in technology. This breakdown provides us with a measure of the rate of technological change."
