Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount
201702,Sim_5%,0,0.651760168,459,583
201702,Sim_6%,0,0.646983833,517,662
201702,Sim_7%,0,0.643271135,580,740
201702,Sim_8%,0,0.640558485,599,764
201702,Sim_9%,0,0.634227197,654,840
201702,Sim_10%,0,0.631913085,711,903
201702,Sim_11%,0,0.63003001,756,967
201702,Sim_12%,0,0.628213887,811,1051
201702,Sim_13%,0,0.62554178,856,1104
201702,Sim_14%,0,0.623352772,877,1128
201702,Sim_15%,0,0.620857004,942,1212
201702,Sim_16%,0,0.61941432,996,1279
201702,Sim_17%,0,0.617424425,1055,1353
201702,Sim_18%,0,0.616083648,1145,1497
201702,Sim_19%,0,0.614100298,1168,1524
201702,Sim_20%,0,0.61201805,1191,1548
201703,Sim_5%,1,0.641505742,370,553
201703,Sim_6%,1,0.638532141,415,613
201703,Sim_7%,1,0.634177765,454,670
201703,Sim_8%,1,0.630809597,482,706
201703,Sim_9%,1,0.626933076,519,750
201703,Sim_10%,1,0.622848663,562,818
201703,Sim_11%,1,0.620486714,605,879
201703,Sim_12%,1,0.618278222,631,920
201703,Sim_13%,1,0.615255589,676,975
201703,Sim_14%,1,0.613359547,717,1025
201703,Sim_15%,1,0.611343104,759,1082
201703,Sim_16%,1,0.609441258,795,1130
201703,Sim_17%,1,0.606172909,834,1182
201703,Sim_18%,1,0.604022184,874,1237
201703,Sim_19%,1,0.602135903,944,1348
201703,Sim_20%,1,0.600526502,976,1383
201705,Sim_5%,2,0.65388358,435,622
201705,Sim_6%,2,0.650232794,514,746
201705,Sim_7%,2,0.648136951,553,793
201705,Sim_8%,2,0.643852981,621,911
201705,Sim_9%,2,0.639670286,649,954
201705,Sim_10%,2,0.636362749,694,1026
201705,Sim_11%,2,0.634404907,739,1108
201705,Sim_12%,2,0.631142551,779,1180
201705,Sim_13%,2,0.629081469,811,1222
201705,Sim_14%,2,0.626757856,857,1283
201705,Sim_15%,2,0.624862885,879,1317
201705,Sim_16%,2,0.622771053,929,1396
201705,Sim_17%,2,0.621070332,1005,1522
201705,Sim_18%,2,0.619210798,1043,1572
201705,Sim_19%,2,0.617072588,1104,1683
201705,Sim_20%,2,0.615109846,1138,1758
201706,Sim_5%,3,0.654123909,403,557
201706,Sim_6%,3,0.651325291,462,639
201706,Sim_7%,3,0.646857122,517,718
201706,Sim_8%,3,0.644582567,555,766
201706,Sim_9%,3,0.640665735,606,836
201706,Sim_10%,3,0.637108037,655,907
201706,Sim_11%,3,0.634206526,702,985
201706,Sim_12%,3,0.631969364,748,1050
201706,Sim_13%,3,0.629086035,803,1135
201706,Sim_14%,3,0.626732383,847,1189
201706,Sim_15%,3,0.624608533,892,1243
201706,Sim_16%,3,0.62150019,948,1318
201706,Sim_17%,3,0.619406555,1006,1400
201706,Sim_18%,3,0.616988414,1057,1486
201706,Sim_19%,3,0.614991187,1082,1517
201706,Sim_20%,3,0.613193469,1166,1655
201707,Sim_5%,4,0.654675863,402,566
201707,Sim_6%,4,0.651058817,459,647
201707,Sim_7%,4,0.648195361,508,718
201707,Sim_8%,4,0.644235457,526,737
201707,Sim_9%,4,0.641784753,572,795
201707,Sim_10%,4,0.639825159,642,911
201707,Sim_11%,4,0.636428705,670,964
201707,Sim_12%,4,0.632810628,709,1032
201707,Sim_13%,4,0.630330083,741,1076
201707,Sim_14%,4,0.628731805,765,1107
201707,Sim_15%,4,0.626882554,812,1169
201707,Sim_16%,4,0.624866113,889,1263
201707,Sim_17%,4,0.622232233,928,1312
201707,Sim_18%,4,0.620497198,987,1423
201707,Sim_19%,4,0.618233755,1018,1464
201707,Sim_20%,4,0.616270594,1095,1577
201709,Sim_5%,5,0.670729486,374,609
201709,Sim_6%,5,0.666941402,421,687
201709,Sim_7%,5,0.662787228,482,782
201709,Sim_8%,5,0.660531368,516,827
201709,Sim_9%,5,0.656717807,540,859
201709,Sim_10%,5,0.654386361,580,923
201709,Sim_11%,5,0.651879551,612,974
201709,Sim_12%,5,0.649784906,663,1059
201709,Sim_13%,5,0.645561364,694,1099
201709,Sim_14%,5,0.642922817,711,1120
201709,Sim_15%,5,0.64080144,778,1239
201709,Sim_16%,5,0.637844238,816,1284
201709,Sim_17%,5,0.635526008,866,1356
201709,Sim_18%,5,0.634130515,922,1464
201709,Sim_19%,5,0.632905168,980,1546
201709,Sim_20%,5,0.631358394,1002,1584
201711,Sim_5%,6,0.664100725,406,555
201711,Sim_6%,6,0.661149659,457,634
201711,Sim_7%,6,0.657589569,505,701
201711,Sim_8%,6,0.654948993,560,761
201711,Sim_9%,6,0.651296037,605,814
201711,Sim_10%,6,0.649215358,634,850
201711,Sim_11%,6,0.647433688,687,924
201711,Sim_12%,6,0.644364138,722,970
201711,Sim_13%,6,0.641614105,770,1042
201711,Sim_14%,6,0.637824587,802,1085
201711,Sim_15%,6,0.635487995,846,1164
201711,Sim_16%,6,0.633454517,894,1225
201711,Sim_17%,6,0.630039847,938,1277
201711,Sim_18%,6,0.627695761,985,1334
201711,Sim_19%,6,0.626153444,1051,1424
201711,Sim_20%,6,0.625151049,1073,1455
201712,Sim_5%,7,0.65419978,385,572
201712,Sim_6%,7,0.650716154,423,632
201712,Sim_7%,7,0.64731404,460,689
201712,Sim_8%,7,0.644304993,511,755
201712,Sim_9%,7,0.6420303,532,784
201712,Sim_10%,7,0.640639719,567,833
201712,Sim_11%,7,0.636588897,606,888
201712,Sim_12%,7,0.633973732,641,937
201712,Sim_13%,7,0.629888406,672,990
201712,Sim_14%,7,0.627188797,712,1049
201712,Sim_15%,7,0.624641335,749,1107
201712,Sim_16%,7,0.623012897,788,1157
201712,Sim_17%,7,0.621275314,840,1225
201712,Sim_18%,7,0.619322794,900,1324
201712,Sim_19%,7,0.617998439,950,1392
201712,Sim_20%,7,0.616132636,991,1472
