Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount
202201,Sim_5%,41,0.6751892825138626,144,169
202201,Sim_6%,41,0.6697132865924078,166,191
202201,Sim_7%,41,0.666790636241042,196,228
202201,Sim_8%,41,0.6630184290661049,208,243
202201,Sim_9%,41,0.6603541916503437,216,252
202201,Sim_10%,41,0.6580624873649786,236,272
202201,Sim_11%,41,0.6560356014761253,256,294
202201,Sim_12%,41,0.6531788039730347,275,313
202201,Sim_13%,41,0.6498245965748691,297,333
202201,Sim_14%,41,0.6474917187583221,323,361
202201,Sim_15%,41,0.6443625541109735,340,401
202201,Sim_16%,41,0.642035307428268,358,428
202201,Sim_17%,41,0.6392625514110702,375,458
202201,Sim_18%,41,0.6382380930428289,398,484
202201,Sim_19%,41,0.6363963268572979,430,524
202201,Sim_20%,41,0.6350953827530312,442,541
202203,Sim_5%,42,0.665695987651334,265,359
202203,Sim_6%,42,0.6630493372625594,317,416
202203,Sim_7%,42,0.6598081775136576,348,464
202203,Sim_8%,42,0.6580106614176886,394,518
202203,Sim_9%,42,0.6539528633453628,419,552
202203,Sim_10%,42,0.6502035815395325,458,610
202203,Sim_11%,42,0.6460286784937476,478,632
202203,Sim_12%,42,0.6441250825747957,513,674
202203,Sim_13%,42,0.6418890750612234,535,711
202203,Sim_14%,42,0.639216024759152,555,739
202203,Sim_15%,42,0.6374979022433267,603,810
202203,Sim_16%,42,0.6358135811664867,634,846
202203,Sim_17%,42,0.6337338632844933,665,887
202203,Sim_18%,42,0.6315942857695327,701,931
202203,Sim_19%,42,0.6302767740321163,721,961
202203,Sim_20%,42,0.627186285260079,764,1004
202205,Sim_5%,43,0.6877513118267842,356,466
202205,Sim_6%,43,0.6837905469054846,443,565
202205,Sim_7%,43,0.6809408178467761,479,604
202205,Sim_8%,43,0.6773307082221657,518,652
202205,Sim_9%,43,0.6738727699183912,554,689
202205,Sim_10%,43,0.6706847207886367,599,757
202205,Sim_11%,43,0.6681151246382427,632,806
202205,Sim_12%,43,0.664953905921927,678,875
202205,Sim_13%,43,0.6617322837881249,732,955
202205,Sim_14%,43,0.6598904150465064,771,1001
202205,Sim_15%,43,0.6571536209536355,807,1068
202205,Sim_16%,43,0.6552479651391903,854,1133
202205,Sim_17%,43,0.6538719486164802,895,1182
202205,Sim_18%,43,0.6526931726556913,923,1214
202205,Sim_19%,43,0.6511398845154122,962,1257
202205,Sim_20%,43,0.6480373958556688,984,1279
202206,Sim_5%,44,0.6732407245201475,268,335
202206,Sim_6%,44,0.6700432795153095,295,371
202206,Sim_7%,44,0.6676876662065013,347,427
202206,Sim_8%,44,0.6646276687398848,363,452
202206,Sim_9%,44,0.6614774766427932,389,489
202206,Sim_10%,44,0.657226534185988,411,520
202206,Sim_11%,44,0.6547764332666087,442,557
202206,Sim_12%,44,0.6520970631800702,462,579
202206,Sim_13%,44,0.6494424884642123,477,598
202206,Sim_14%,44,0.6471462723915024,532,667
202206,Sim_15%,44,0.6453900790322172,562,706
202206,Sim_16%,44,0.6439709986588876,593,752
202206,Sim_17%,44,0.64212736603302,623,803
202206,Sim_18%,44,0.6401279292349756,647,828
202206,Sim_19%,44,0.638134613133817,660,840
202206,Sim_20%,44,0.635851427394502,689,876
202207,Sim_5%,45,0.6669931370869961,167,251
202207,Sim_6%,45,0.6631337050663414,197,288
202207,Sim_7%,45,0.6589234792188927,199,291
202207,Sim_8%,45,0.6567159722276522,221,317
202207,Sim_9%,45,0.6543350307231002,244,349
202207,Sim_10%,45,0.6519845194966358,248,355
202207,Sim_11%,45,0.6489000064295888,268,377
202207,Sim_12%,45,0.6469816307840978,281,408
202207,Sim_13%,45,0.6440894128043302,300,445
202207,Sim_14%,45,0.6419337480475431,312,460
202207,Sim_15%,45,0.6395972406686964,329,480
202207,Sim_16%,45,0.6381676000343877,345,497
202207,Sim_17%,45,0.6358355743085382,357,533
202207,Sim_18%,45,0.6341648685797281,386,588
202207,Sim_19%,45,0.6323906849235879,404,608
202207,Sim_20%,45,0.631448333020426,413,618
202209,Sim_5%,46,0.6683192531008,140,182
202209,Sim_6%,46,0.6643535993423932,153,198
202209,Sim_7%,46,0.6619955630521429,166,213
202209,Sim_8%,46,0.6586225612501347,184,235
202209,Sim_9%,46,0.6554971222463739,196,255
202209,Sim_10%,46,0.6513797675986124,204,264
202209,Sim_11%,46,0.6478816652509292,227,298
202209,Sim_12%,46,0.6454400341056296,235,308
202209,Sim_13%,46,0.6436441162269058,241,314
202209,Sim_14%,46,0.6422829815658916,246,323
202209,Sim_15%,46,0.6405252264134043,269,358
202209,Sim_16%,46,0.6379299896258197,278,372
202209,Sim_17%,46,0.6363630624016438,290,389
202209,Sim_18%,46,0.6348374566719159,305,409
202209,Sim_19%,46,0.6334678265359881,314,424
202209,Sim_20%,46,0.6311792224532127,321,432
202211,Sim_5%,47,0.6840290142666973,144,184
202211,Sim_6%,47,0.679472599483901,157,197
202211,Sim_7%,47,0.6760045946715615,173,212
202211,Sim_8%,47,0.672324336503049,184,229
202211,Sim_9%,47,0.6687705771776444,203,250
202211,Sim_10%,47,0.6650532540554198,214,264
202211,Sim_11%,47,0.6628441964143623,226,282
202211,Sim_12%,47,0.6593562482953307,234,302
202211,Sim_13%,47,0.6576281442613336,258,338
202211,Sim_14%,47,0.6565830022931463,276,360
202211,Sim_15%,47,0.6545578709273893,284,368
202211,Sim_16%,47,0.6523363553547726,293,383
202211,Sim_17%,47,0.6502486769343624,306,400
202211,Sim_18%,47,0.6491880201848348,315,412
202211,Sim_19%,47,0.6480154369363174,321,417
202211,Sim_20%,47,0.6451711315441235,328,425
202212,Sim_5%,48,0.684429155206292,153,197
202212,Sim_6%,48,0.6794825247545798,166,210
202212,Sim_7%,48,0.6754083456062798,177,221
202212,Sim_8%,48,0.671978796975499,194,243
202212,Sim_9%,48,0.6688367310948042,213,263
202212,Sim_10%,48,0.6645664507200459,226,277
202212,Sim_11%,48,0.6621117503333951,240,299
202212,Sim_12%,48,0.6590737990215225,251,325
202212,Sim_13%,48,0.6580458653014244,270,349
202212,Sim_14%,48,0.656407197528688,286,371
202212,Sim_15%,48,0.654340236933484,304,394
202212,Sim_16%,48,0.6526112608326198,317,412
202212,Sim_17%,48,0.6507037898509886,325,425
202212,Sim_18%,48,0.6490984167641053,335,437
202212,Sim_19%,48,0.6479457461219772,343,447
202212,Sim_20%,48,0.6462502997248801,348,453
