Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount
201801,Sim_5%,8,0.639800334,343,477
201801,Sim_6%,8,0.63541991,389,547
201801,Sim_7%,8,0.632327766,427,591
201801,Sim_8%,8,0.629710806,456,628
201801,Sim_9%,8,0.627644403,493,669
201801,Sim_10%,8,0.624133051,516,697
201801,Sim_11%,8,0.621232301,568,797
201801,Sim_12%,8,0.617092844,605,863
201801,Sim_13%,8,0.615147761,631,893
201801,Sim_14%,8,0.613392166,665,930
201801,Sim_15%,8,0.611947831,699,968
201801,Sim_16%,8,0.609915722,719,991
201801,Sim_17%,8,0.607630909,752,1029
201801,Sim_18%,8,0.605594353,790,1097
201801,Sim_19%,8,0.60395864,843,1193
201801,Sim_20%,8,0.600689076,861,1211
201803,Sim_5%,9,0.649581086,400,557
201803,Sim_6%,9,0.6449483,443,625
201803,Sim_7%,9,0.643050494,498,705
201803,Sim_8%,9,0.639771309,546,772
201803,Sim_9%,9,0.636976412,556,784
201803,Sim_10%,9,0.63341569,593,844
201803,Sim_11%,9,0.630554352,647,937
201803,Sim_12%,9,0.627062622,678,982
201803,Sim_13%,9,0.625461191,695,1003
201803,Sim_14%,9,0.622294872,734,1052
201803,Sim_15%,9,0.61945803,782,1127
201803,Sim_16%,9,0.618227391,870,1268
201803,Sim_17%,9,0.616614508,916,1333
201803,Sim_18%,9,0.614092118,952,1378
201803,Sim_19%,9,0.611984322,997,1451
201803,Sim_20%,9,0.609666931,1044,1525
201805,Sim_5%,10,0.645347491,67,69
201805,Sim_6%,10,0.640744381,74,80
201805,Sim_7%,10,0.636802299,77,86
201805,Sim_8%,10,0.632837927,85,94
201805,Sim_9%,10,0.630058503,89,97
201805,Sim_10%,10,0.628010721,98,108
201805,Sim_11%,10,0.624466911,112,123
201805,Sim_12%,10,0.620978086,124,138
201805,Sim_13%,10,0.61924932,130,146
201805,Sim_14%,10,0.616899167,144,162
201805,Sim_15%,10,0.615508115,149,167
201805,Sim_16%,10,0.613571005,149,167
