Date,Percent,SimScoreIndex,Cutoff,NodeCount,RelCount
202101,Sim_5%,33,0.658420990869969,256,332
202101,Sim_6%,33,0.6523989847000297,295,383
202101,Sim_7%,33,0.6494390067033019,338,432
202101,Sim_8%,33,0.6460288855073858,364,462
202101,Sim_9%,33,0.6438687108810124,381,479
202101,Sim_10%,33,0.6421532997464043,428,527
202101,Sim_11%,33,0.6385864566711934,464,567
202101,Sim_12%,33,0.6355923680237963,524,633
202101,Sim_13%,33,0.6330725802428027,547,670
202101,Sim_14%,33,0.6307469731387026,593,738
202101,Sim_15%,33,0.6294081392385775,619,766
202101,Sim_16%,33,0.6267135678658249,665,827
202101,Sim_17%,33,0.6255342596795644,697,870
202101,Sim_18%,33,0.6240750619811906,717,896
202101,Sim_19%,33,0.6222391567084927,735,914
202101,Sim_20%,33,0.6206440098843482,757,937
202103,Sim_5%,34,0.6554543773495143,178,228
202103,Sim_6%,34,0.6504321185032681,202,259
202103,Sim_7%,34,0.6485147784699734,231,289
202103,Sim_8%,34,0.64496878761099,259,320
202103,Sim_9%,34,0.642937565207616,282,346
202103,Sim_10%,34,0.6397465530384129,302,366
202103,Sim_11%,34,0.6360755036265172,333,398
202103,Sim_12%,34,0.6330797274111721,370,443
202103,Sim_13%,34,0.6310736411493342,396,480
202103,Sim_14%,34,0.6284832566009732,421,508
202103,Sim_15%,34,0.627402382166302,471,574
202103,Sim_16%,34,0.625376501592311,499,609
202103,Sim_17%,34,0.6239738616729709,529,644
202103,Sim_18%,34,0.6214425703762357,549,668
202103,Sim_19%,34,0.6195077701905558,567,686
202103,Sim_20%,34,0.6181109883376515,585,704
202104,Sim_5%,35,0.6535687236479539,177,225
202104,Sim_6%,35,0.6481675778294512,220,282
202104,Sim_7%,35,0.6457739111824007,257,318
202104,Sim_8%,35,0.6428498150217302,273,336
202104,Sim_9%,35,0.6400721390130691,288,353
202104,Sim_10%,35,0.6367420709500136,316,382
202104,Sim_11%,35,0.6338959085240989,352,423
202104,Sim_12%,35,0.6308924594330103,375,457
202104,Sim_13%,35,0.6280341404225136,405,494
202104,Sim_14%,35,0.6266912834881122,434,529
202104,Sim_15%,35,0.6247398679962186,466,572
202104,Sim_16%,35,0.6226763859145761,492,604
202104,Sim_17%,35,0.6211723135726,511,624
202104,Sim_18%,35,0.6185670887475399,540,659
202104,Sim_19%,35,0.6173369975502038,559,678
202104,Sim_20%,35,0.6152421198896879,580,706
202106,Sim_5%,36,0.6586891245413362,167,217
202106,Sim_6%,36,0.6544239445171993,178,229
202106,Sim_7%,36,0.6510929923147228,197,252
202106,Sim_8%,36,0.648141394484419,219,274
202106,Sim_9%,36,0.6448501074346368,244,305
202106,Sim_10%,36,0.6421046839466801,263,330
202106,Sim_11%,36,0.6396764564385142,280,359
202106,Sim_12%,36,0.635621321720113,301,381
202106,Sim_13%,36,0.6331346767743958,316,408
202106,Sim_14%,36,0.6305106407246989,337,431
202106,Sim_15%,36,0.6294796186087492,354,450
202106,Sim_16%,36,0.6283271781794864,384,484
202106,Sim_17%,36,0.626444848621114,399,500
202106,Sim_18%,36,0.6243184306205307,415,524
202106,Sim_19%,36,0.6223164354574394,425,538
202106,Sim_20%,36,0.6201718817488469,428,541
202107,Sim_5%,37,0.6572370345277709,135,174
202107,Sim_6%,37,0.6540210943757077,151,195
202107,Sim_7%,37,0.6501076692712822,171,216
202107,Sim_8%,37,0.6464160984737791,190,238
202107,Sim_9%,37,0.6436193583075648,222,270
202107,Sim_10%,37,0.6412911954627171,242,297
202107,Sim_11%,37,0.6391376846163229,263,326
